,ANO,UF,CARGO,SIGLA,QTB TOTAL,MÉDIA DE DESPESAS,QTD MULHERES,MEDIA DE DESPESAS MULHERES
2478,2014,PB,DEPUTADO ESTADUAL,PDT,4,1000.0,0,
2479,2014,PB,DEPUTADO ESTADUAL,PV,7,857.1427142857143,3,666.6663333333333
2480,2014,PB,DEPUTADO ESTADUAL,PSOL,16,100.0,6,100.0
2481,2014,PB,DEPUTADO ESTADUAL,PSD,21,2333.333,8,1312.499375
2482,2014,PB,DEPUTADO ESTADUAL,PC do B,17,1764.7057647058823,6,1666.6665
2483,2014,PB,DEPUTADO ESTADUAL,PTB,10,1599.9998,0,
2484,2014,PB,DEPUTADO ESTADUAL,PP,12,3000.0,4,3000.0
2485,2014,PB,DEPUTADO ESTADUAL,PR,4,1500.0,1,1500.0
2486,2014,PB,DEPUTADO ESTADUAL,PSDB,30,2799.9997999999996,14,2499.999714285714
2487,2014,PB,DEPUTADO ESTADUAL,PHS,13,61.53807692307692,2,-0.001
2488,2014,PB,DEPUTADO ESTADUAL,PROS,34,676.4702647058824,12,666.6663333333333
2489,2014,PB,DEPUTADO ESTADUAL,PTC,6,200.0,2,200.0
2490,2014,PB,DEPUTADO ESTADUAL,PEN,12,449.99975,5,239.99939999999998
2491,2014,PB,DEPUTADO ESTADUAL,PSL,20,324.99965000000003,8,374.99975
2492,2014,PB,DEPUTADO ESTADUAL,PPL,7,700.0,2,700.0
2493,2014,PB,DEPUTADO ESTADUAL,PSC,20,699.9997,5,599.9996
2494,2014,PB,DEPUTADO ESTADUAL,PSB,25,1599.9998,10,1199.9996
2495,2014,PB,DEPUTADO ESTADUAL,PRTB,8,449.99975,1,600.0
2496,2014,PB,DEPUTADO ESTADUAL,PRB,19,736.8418421052631,9,555.5551111111112
2497,2014,PB,DEPUTADO ESTADUAL,PSTU,2,7.0,1,7.0
2498,2014,PB,DEPUTADO ESTADUAL,PSDC,9,555.5551111111112,2,499.9995
2499,2014,PB,DEPUTADO ESTADUAL,DEM,10,629.9999,4,524.99975
2500,2014,PB,DEPUTADO ESTADUAL,SD,1,1000.0,0,
2501,2014,PB,DEPUTADO ESTADUAL,PCO,1,20.0,1,20.0
2502,2014,PB,DEPUTADO FEDERAL,PSDB,5,6000.0,2,6000.0
2503,2014,PB,DEPUTADO FEDERAL,PMDB,8,1500.0,3,1500.0
2504,2014,PB,DEPUTADO FEDERAL,PRTB,6,1249.9998333333333,1,1500.0
2505,2014,PB,DEPUTADO FEDERAL,PDT,3,1999.9996666666668,0,
2506,2014,PB,DEPUTADO FEDERAL,PSD,4,4499.99975,2,2999.9995
2507,2014,PB,DEPUTADO FEDERAL,DEM,3,933.333,1,1400.0
2508,2014,PB,DEPUTADO FEDERAL,PHS,2,450.0,1,450.0
2509,2014,PB,DEPUTADO FEDERAL,PRB,3,999.9996666666666,0,
2510,2014,PB,DEPUTADO FEDERAL,PTN,2,6000.0,0,
2511,2014,PB,DEPUTADO FEDERAL,PV,5,1599.9998,1,2000.0
2512,2014,PB,DEPUTADO FEDERAL,PSL,3,199.99933333333334,1,600.0
2513,2014,PB,DEPUTADO FEDERAL,PSOL,8,200.0,3,200.0
2514,2014,PB,DEPUTADO FEDERAL,PSB,6,3000.0,0,
2515,2014,PB,DEPUTADO FEDERAL,PTB,9,4444.444333333333,5,3999.9997999999996
2516,2014,PB,DEPUTADO FEDERAL,PR,2,1499.9995,1,-0.001
2517,2014,PB,DEPUTADO FEDERAL,PP,5,4799.9998,2,2999.9995
2518,2014,PB,DEPUTADO FEDERAL,PMN,6,2999.9995,1,-0.001
2519,2014,PB,DEPUTADO FEDERAL,PROS,6,1500.0,3,1500.0
2520,2014,PB,DEPUTADO FEDERAL,PRP,5,1599.9998,2,2000.0
2521,2014,PB,DEPUTADO FEDERAL,SD,1,3000.0,0,
2522,2014,PB,DEPUTADO FEDERAL,PT,9,777.7775555555555,2,499.9995
2523,2014,PB,DEPUTADO FEDERAL,PCO,1,20.0,0,
2524,2014,PB,DEPUTADO FEDERAL,PC do B,1,3000.0,0,
2525,2014,PB,DEPUTADO FEDERAL,PPL,4,599.99975,1,-0.001
2526,2014,PB,DEPUTADO FEDERAL,PTC,1,250.0,0,
2527,2014,PB,DEPUTADO FEDERAL,PSC,1,2000.0,0,
2528,2014,PB,DEPUTADO FEDERAL,PSDC,1,1500.0,0,
2529,2014,PB,DEPUTADO FEDERAL,PT do B,6,999.9995,4,999.9995
2530,2014,PB,DEPUTADO FEDERAL,PPS,1,2000.0,0,
2531,2014,PB,SENADOR,PT,1,8000.0,0,
2532,2014,PB,SENADOR,PROS,1,5000.0,1,5000.0
2533,2014,PB,SENADOR,PTC,1,600.0,0,
2534,2014,PB,SENADOR,PCO,1,-0.001,0,
2535,2014,PB,SENADOR,PTB,1,14000.0,0,
2536,2014,PB,SENADOR,PSTU,1,18.0,1,18.0
2537,2014,PB,SENADOR,PSOL,1,300.0,0,
2538,2014,PB,SENADOR,PMDB,1,11500.0,0,
2539,2014,PR,DEPUTADO ESTADUAL,PSDB,35,2657.142742857143,11,2181.8179090909093
2540,2014,PR,DEPUTADO ESTADUAL,DEM,10,2500.0,3,2500.0
2541,2014,PR,DEPUTADO ESTADUAL,PRP,19,157.89452631578948,7,142.85685714285714
2542,2014,PR,DEPUTADO ESTADUAL,PSDC,50,1679.9998400000002,18,1333.333
2543,2014,PR,DEPUTADO ESTADUAL,PROS,3,2000.0,0,
2544,2014,PR,DEPUTADO ESTADUAL,PSL,50,735.9999200000001,15,693.3331999999999
2545,2014,PR,DEPUTADO ESTADUAL,PTB,35,1857.1426000000001,11,1590.9087272727272
2546,2014,PR,DEPUTADO ESTADUAL,PP,31,1677.419193548387,9,1333.333
2547,2014,PR,DEPUTADO ESTADUAL,PV,70,889.1142285714286,21,808.2855714285715
2548,2014,PR,DEPUTADO ESTADUAL,PSTU,5,10.0,2,10.0
2549,2014,PR,DEPUTADO ESTADUAL,PMDB,51,1490.1958235294119,18,999.9995
2550,2014,PR,DEPUTADO ESTADUAL,PT,31,1935.4838387096772,11,2000.0
2551,2014,PR,DEPUTADO ESTADUAL,PRB,7,1785.714,2,-0.001
2552,2014,PR,DEPUTADO ESTADUAL,SD,33,1696.9695454545454,10,1799.9998999999998
2553,2014,PR,DEPUTADO ESTADUAL,PSC,85,3482.352811764706,28,2571.428214285714
2554,2014,PR,DEPUTADO ESTADUAL,PEN,32,1374.9996875,7,1142.8567142857144
2555,2014,PR,DEPUTADO ESTADUAL,PSD,35,2914.285685714286,11,3000.0
2556,2014,PR,DEPUTADO ESTADUAL,PPS,52,903.8460576923078,18,888.8887777777777
2557,2014,PR,DEPUTADO ESTADUAL,PTC,23,347.82595652173916,8,299.99975
2558,2014,PR,DEPUTADO ESTADUAL,PPL,13,253.846,4,224.99975
2559,2014,PR,DEPUTADO ESTADUAL,PC do B,10,2000.0,3,2000.0
2560,2014,PR,DEPUTADO ESTADUAL,PDT,26,2538.4613846153843,6,2499.9998333333333
2561,2014,PR,DEPUTADO ESTADUAL,PSOL,23,182.60860869565215,7,200.0
2562,2014,PR,DEPUTADO ESTADUAL,PR,11,3000.0,1,3000.0
2563,2014,PR,DEPUTADO ESTADUAL,PTN,44,909.0908181818182,14,928.5713571428572
2564,2014,PR,DEPUTADO ESTADUAL,PT do B,13,3692.3076153846155,4,2999.99975
2565,2014,PR,DEPUTADO ESTADUAL,PSB,18,1416.666611111111,7,1500.0
2566,2014,PR,DEPUTADO ESTADUAL,PHS,7,1714.2855714285713,2,2000.0
2567,2014,PR,DEPUTADO ESTADUAL,PMN,20,799.9998,7,571.4281428571428
2568,2014,PR,DEPUTADO ESTADUAL,PCB,2,20.0,1,20.0
2569,2014,PR,DEPUTADO ESTADUAL,PRTB,2,499.9995,1,1000.0
2570,2014,PR,DEPUTADO FEDERAL,DEM,4,5000.0,0,
2571,2014,PR,DEPUTADO FEDERAL,SD,5,4000.0,2,4000.0
2572,2014,PR,DEPUTADO FEDERAL,PSL,3,800.0,1,800.0
2573,2014,PR,DEPUTADO FEDERAL,PSDB,8,4374.999875,2,2499.9995
2574,2014,PR,DEPUTADO FEDERAL,PR,3,6000.0,0,
2575,2014,PR,DEPUTADO FEDERAL,PSOL,16,187.4999375,5,200.0
2576,2014,PR,DEPUTADO FEDERAL,PSB,39,1794.8716923076922,12,1666.6665
2577,2014,PR,DEPUTADO FEDERAL,PRB,6,4166.6665,2,5000.0
2578,2014,PR,DEPUTADO FEDERAL,PDT,21,5428.571333333333,6,4999.999833333333
2579,2014,PR,DEPUTADO FEDERAL,PMDB,25,2719.9996800000004,9,1777.7772222222222
2580,2014,PR,DEPUTADO FEDERAL,PMN,4,749.9995,0,
2581,2014,PR,DEPUTADO FEDERAL,PEN,13,1692.3075384615386,5,1199.9996
2582,2014,PR,DEPUTADO FEDERAL,PC do B,6,3333.3331666666663,2,4000.0
2583,2014,PR,DEPUTADO FEDERAL,PSDC,17,1529.4115294117648,8,999.9995
2584,2014,PR,DEPUTADO FEDERAL,PRTB,11,818.1816363636364,5,799.9998
2585,2014,PR,DEPUTADO FEDERAL,PV,39,846.2819487179487,12,707.24975
2586,2014,PR,DEPUTADO FEDERAL,PTB,13,4615.384538461538,3,3333.333
2587,2014,PR,DEPUTADO FEDERAL,PSTU,2,10.0,1,10.0
2588,2014,PR,DEPUTADO FEDERAL,PT,20,3399.99985,6,4000.0
2589,2014,PR,DEPUTADO FEDERAL,PTC,19,421.0524736842105,6,416.6665
2590,2014,PR,DEPUTADO FEDERAL,PP,6,3333.3331666666663,2,1999.9995
2591,2014,PR,DEPUTADO FEDERAL,PHS,11,2454.5452727272727,2,-0.001
2592,2014,PR,DEPUTADO FEDERAL,PPS,8,2000.0,2,2000.0
2593,2014,PR,DEPUTADO FEDERAL,PRP,3,200.0,1,200.0
2594,2014,PR,DEPUTADO FEDERAL,PSD,11,4363.636090909091,3,3999.9996666666666
2595,2014,PR,DEPUTADO FEDERAL,PSC,16,6999.999875,6,6666.6665
2596,2014,PR,DEPUTADO FEDERAL,PROS,1,3000.0,0,
2597,2014,PR,DEPUTADO FEDERAL,PT do B,3,5333.333,2,3999.9995
2598,2014,PR,DEPUTADO FEDERAL,PTN,6,4500.0,2,4500.0
2599,2014,PR,DEPUTADO FEDERAL,PCB,2,9.9995,1,20.0
2600,2014,PR,DEPUTADO FEDERAL,PPL,3,300.0,1,300.0
2601,2014,PR,SENADOR,PRP,1,2500.0,0,
2602,2014,PR,SENADOR,PSDB,1,9250.0,0,
2603,2014,PR,SENADOR,PSOL,1,50.0,0,
2604,2014,PR,SENADOR,PMDB,1,30000.0,0,
2605,2014,PR,SENADOR,PC do B,1,10000.0,0,
2606,2014,PR,SENADOR,PTC,1,1000.0,0,
2607,2014,PR,SENADOR,PRTB,1,1000.0,0,
2608,2014,PR,SENADOR,PSTU,1,10.0,0,
2609,2014,PE,DEPUTADO ESTADUAL,PRTB,17,2117.6467647058826,5,599.9992
2610,2014,PE,DEPUTADO ESTADUAL,PV,27,2777.777703703704,8,2624.999875
2611,2014,PE,DEPUTADO ESTADUAL,PPS,20,3000.0,6,3000.0
2612,2014,PE,DEPUTADO ESTADUAL,PSL,31,2709.6773225806455,15,2799.999933333333
2613,2014,PE,DEPUTADO ESTADUAL,SD,26,2769.2306923076926,8,2249.99975
2614,2014,PE,DEPUTADO ESTADUAL,PSDC,18,2666.6665555555555,1,3000.0
2615,2014,PE,DEPUTADO ESTADUAL,PSB,42,2857.14280952381,12,2749.9999166666666
2616,2014,PE,DEPUTADO ESTADUAL,PCB,3,40.0,1,40.0
2617,2014,PE,DEPUTADO ESTADUAL,PP,35,2399.9997999999996,12,1499.9995
2618,2014,PE,DEPUTADO ESTADUAL,PR,8,3000.0,3,3000.0
2619,2014,PE,DEPUTADO ESTADUAL,PMN,26,1105.7691153846156,9,1111.111
2620,2014,PE,DEPUTADO ESTADUAL,PSDB,14,3249.9999285714284,5,3500.0
2621,2014,PE,DEPUTADO ESTADUAL,PHS,46,2673.9129347826088,10,1499.9995
2622,2014,PE,DEPUTADO ESTADUAL,PC do B,4,1499.9995,0,
2623,2014,PE,DEPUTADO ESTADUAL,PRP,40,1874.999625,16,749.99925
2624,2014,PE,DEPUTADO ESTADUAL,PDT,8,3000.0,0,
2625,2014,PE,DEPUTADO ESTADUAL,PSOL,41,243.90241463414634,12,229.16658333333334
2626,2014,PE,DEPUTADO ESTADUAL,PT,18,1416.666611111111,4,1124.99975
2627,2014,PE,DEPUTADO ESTADUAL,PROS,9,1666.6662222222224,3,-0.001
2628,2014,PE,DEPUTADO ESTADUAL,PTB,45,2199.9999777777775,16,2250.0
2629,2014,PE,DEPUTADO ESTADUAL,PT do B,6,833.3331666666667,0,
2630,2014,PE,DEPUTADO ESTADUAL,PTN,23,2478.260695652174,8,2624.999875
2631,2014,PE,DEPUTADO ESTADUAL,PMDB,7,1500.0,2,1500.0
2632,2014,PE,DEPUTADO ESTADUAL,PSD,6,3000.0,2,3000.0
2633,2014,PE,DEPUTADO ESTADUAL,PSC,9,3555.5554444444447,1,4000.0
2634,2014,PE,DEPUTADO ESTADUAL,PPL,3,1500.0,2,1500.0
2635,2014,PE,DEPUTADO ESTADUAL,PRB,10,4000.0,8,4000.0
2636,2014,PE,DEPUTADO ESTADUAL,PTC,2,3000.0,1,3000.0
2637,2014,PE,DEPUTADO ESTADUAL,DEM,4,1500.0,2,1500.0
2638,2014,PE,DEPUTADO ESTADUAL,PSTU,3,30.0,2,30.0
2639,2014,PE,DEPUTADO FEDERAL,PV,2,5000.0,1,5000.0
2640,2014,PE,DEPUTADO FEDERAL,PSDB,4,7000.0,0,
2641,2014,PE,DEPUTADO FEDERAL,PSL,13,5538.461461538462,6,4999.999833333333
2642,2014,PE,DEPUTADO FEDERAL,PR,6,5000.0,2,5000.0
2643,2014,PE,DEPUTADO FEDERAL,PHS,10,5399.999900000001,2,2999.9995
2644,2014,PE,DEPUTADO FEDERAL,PMDB,4,1499.9995,1,-0.001
2645,2014,PE,DEPUTADO FEDERAL,PTN,3,3000.0,0,
2646,2014,PE,DEPUTADO FEDERAL,PCB,5,100.0,2,100.0
2647,2014,PE,DEPUTADO FEDERAL,PP,5,5000.0,0,
2648,2014,PE,DEPUTADO FEDERAL,PSB,14,4642.8570714285715,4,3749.99975
2649,2014,PE,DEPUTADO FEDERAL,PDT,3,6000.0,1,6000.0
2650,2014,PE,DEPUTADO FEDERAL,PRP,10,4199.9997,4,1499.99925
2651,2014,PE,DEPUTADO FEDERAL,PRTB,10,5399.999900000001,2,2999.9995
2652,2014,PE,DEPUTADO FEDERAL,PMN,10,1250.0,3,1250.0
2653,2014,PE,DEPUTADO FEDERAL,PSOL,10,199.9998,4,187.49975
2654,2014,PE,DEPUTADO FEDERAL,PRB,8,8000.0,6,8000.0
2655,2014,PE,DEPUTADO FEDERAL,PTB,24,3333.3331666666663,8,1999.9995
2656,2014,PE,DEPUTADO FEDERAL,PPL,6,1499.9995,4,1499.9995
2657,2014,PE,DEPUTADO FEDERAL,PSTU,2,30.0,1,30.0
2658,2014,PE,DEPUTADO FEDERAL,PSC,1,8000.0,0,
2659,2014,PE,DEPUTADO FEDERAL,PTC,3,3333.333,2,2499.9995
2660,2014,PE,DEPUTADO FEDERAL,PT,8,3000.0,0,
2661,2014,PE,DEPUTADO FEDERAL,PC do B,2,5000.0,1,5000.0
2662,2014,PE,DEPUTADO FEDERAL,PT do B,2,999.9995,0,
2663,2014,PE,DEPUTADO FEDERAL,PROS,1,5000.0,0,
2664,2014,PE,DEPUTADO FEDERAL,PSDC,5,4799.9998,2,2999.9995
2665,2014,PE,DEPUTADO FEDERAL,DEM,1,3500.0,0,
2666,2014,PE,DEPUTADO FEDERAL,SD,1,5000.0,0,
2667,2014,PE,DEPUTADO FEDERAL,PPS,1,5000.0,0,
2668,2014,PE,DEPUTADO FEDERAL,PSD,1,5000.0,0,
2669,2014,PE,SENADOR,PSTU,1,30.0,1,30.0
2670,2014,PE,SENADOR,PSOL,1,350.0,1,350.0
2671,2014,PE,SENADOR,PCB,1,100.0,0,
2672,2014,PE,SENADOR,PSB,1,8500.0,0,
2673,2014,PE,SENADOR,PT,1,8500.0,0,
2674,2014,PI,DEPUTADO ESTADUAL,PT do B,13,923.0766923076923,3,-0.001
2675,2014,PI,DEPUTADO ESTADUAL,PV,20,319.9998,9,311.1108888888889
2676,2014,PI,DEPUTADO ESTADUAL,PRP,19,789.4734736842106,7,428.57085714285716
2677,2014,PI,DEPUTADO ESTADUAL,PT,19,1000.0,6,1000.0
2678,2014,PI,DEPUTADO ESTADUAL,PMDB,13,1200.0,4,1200.0
2679,2014,PI,DEPUTADO ESTADUAL,PRB,3,1200.0,1,1200.0
2680,2014,PI,DEPUTADO ESTADUAL,PSOL,6,66.66633333333333,2,100.0
2681,2014,PI,DEPUTADO ESTADUAL,PSDB,8,1049.999875,3,799.9996666666666
2682,2014,PI,DEPUTADO ESTADUAL,PMN,3,266.66633333333334,0,
2683,2014,PI,DEPUTADO ESTADUAL,PR,3,1333.333,2,999.9995
2684,2014,PI,DEPUTADO ESTADUAL,PSC,13,423.07676923076923,4,500.0
2685,2014,PI,DEPUTADO ESTADUAL,PEN,9,400.0,2,400.0
2686,2014,PI,DEPUTADO ESTADUAL,PTC,22,1909.0908636363636,11,1818.1817272727274
2687,2014,PI,DEPUTADO ESTADUAL,PSB,19,1136.8420526315788,6,999.9998333333334
2688,2014,PI,DEPUTADO ESTADUAL,PTB,12,1000.0,5,1000.0
2689,2014,PI,DEPUTADO ESTADUAL,PDT,8,899.99975,1,1200.0
2690,2014,PI,DEPUTADO ESTADUAL,PSD,12,1099.9999166666666,4,899.99975
2691,2014,PI,DEPUTADO ESTADUAL,PCB,3,66.66633333333333,1,100.0
2692,2014,PI,DEPUTADO ESTADUAL,PHS,6,833.3331666666667,2,499.9995
2693,2014,PI,DEPUTADO ESTADUAL,SD,2,1000.0,0,
2694,2014,PI,DEPUTADO ESTADUAL,PC do B,2,599.9995,0,
2695,2014,PI,DEPUTADO ESTADUAL,PPL,2,900.0,1,900.0
2696,2014,PI,DEPUTADO ESTADUAL,PPS,8,1049.999875,1,1200.0
2697,2014,PI,DEPUTADO ESTADUAL,PCO,2,1.0,1,1.0
2698,2014,PI,DEPUTADO ESTADUAL,PP,6,3000.0,1,3000.0
2699,2014,PI,DEPUTADO ESTADUAL,PSL,10,279.9997,3,400.0
2700,2014,PI,DEPUTADO ESTADUAL,PSDC,5,959.9998,2,599.9995
2701,2014,PI,DEPUTADO ESTADUAL,PTN,1,1500.0,0,
2702,2014,PI,DEPUTADO ESTADUAL,PROS,2,500.0,0,
2703,2014,PI,DEPUTADO ESTADUAL,DEM,4,599.99975,1,-0.001
2704,2014,PI,DEPUTADO ESTADUAL,PSTU,3,50.0,1,50.0
2705,2014,PI,DEPUTADO FEDERAL,PSDC,1,6000.0,1,6000.0
2706,2014,PI,DEPUTADO FEDERAL,PSOL,4,100.0,2,100.0
2707,2014,PI,DEPUTADO FEDERAL,PHS,10,1399.9996999999998,3,1333.333
2708,2014,PI,DEPUTADO FEDERAL,PCB,4,49.9995,1,-0.001
2709,2014,PI,DEPUTADO FEDERAL,PTB,8,2249.99975,3,1999.9996666666668
2710,2014,PI,DEPUTADO FEDERAL,PPL,5,2479.9997999999996,2,3100.0
2711,2014,PI,DEPUTADO FEDERAL,PTC,3,6000.0,1,6000.0
2712,2014,PI,DEPUTADO FEDERAL,DEM,4,4499.99975,1,6000.0
2713,2014,PI,DEPUTADO FEDERAL,PTN,1,6000.0,0,
2714,2014,PI,DEPUTADO FEDERAL,PMN,3,500.0,1,500.0
2715,2014,PI,DEPUTADO FEDERAL,PC do B,2,6000.0,1,6000.0
2716,2014,PI,DEPUTADO FEDERAL,PMDB,5,3599.9996,1,-0.001
2717,2014,PI,DEPUTADO FEDERAL,PSTU,3,50.0,2,50.0
2718,2014,PI,DEPUTADO FEDERAL,PR,1,2000.0,0,
2719,2014,PI,DEPUTADO FEDERAL,PPS,2,6000.0,1,6000.0
2720,2014,PI,DEPUTADO FEDERAL,PV,11,454.5453636363637,4,500.0
2721,2014,PI,DEPUTADO FEDERAL,SD,1,5000.0,0,
2722,2014,PI,DEPUTADO FEDERAL,PEN,2,500.0,0,
2723,2014,PI,DEPUTADO FEDERAL,PDT,3,3999.9996666666666,0,
2724,2014,PI,DEPUTADO FEDERAL,PRP,9,1333.333,3,1333.333
2725,2014,PI,DEPUTADO FEDERAL,PRB,3,6000.0,1,6000.0
2726,2014,PI,DEPUTADO FEDERAL,PSB,4,6000.0,0,
2727,2014,PI,DEPUTADO FEDERAL,PSD,3,6000.0,1,6000.0
2728,2014,PI,DEPUTADO FEDERAL,PT,6,1666.6665,2,2000.0
2729,2014,PI,DEPUTADO FEDERAL,PT do B,3,3999.9996666666666,2,2999.9995
2730,2014,PI,DEPUTADO FEDERAL,PP,2,3499.9995,1,7000.0
2731,2014,PI,DEPUTADO FEDERAL,PSC,2,500.0,1,500.0
2732,2014,PI,DEPUTADO FEDERAL,PSL,4,-0.001,2,-0.001
2733,2014,PI,DEPUTADO FEDERAL,PROS,1,1000.0,0,
2734,2014,PI,DEPUTADO FEDERAL,PCO,1,-0.001,0,
2735,2014,PI,SENADOR,PPL,1,10000.0,0,
2736,2014,PI,SENADOR,PCB,1,-0.001,0,
2737,2014,PI,SENADOR,PSB,1,12000.0,0,
2738,2014,PI,SENADOR,PTB,1,5000.0,0,
2739,2014,PI,SENADOR,PSTU,1,80.0,0,
2740,2014,PI,SENADOR,PSC,1,1000.0,0,
2741,2014,RJ,DEPUTADO ESTADUAL,PSL,104,4663.461471153846,32,4218.74984375
2742,2014,RJ,DEPUTADO ESTADUAL,PSOL,71,526.7605211267605,21,497.61895238095235
2743,2014,RJ,DEPUTADO ESTADUAL,PTC,92,1695.6520217391303,35,1485.7140285714286
2744,2014,RJ,DEPUTADO ESTADUAL,PPS,24,916.6665833333334,10,899.9999
2745,2014,RJ,DEPUTADO ESTADUAL,SD,64,4374.999875,18,4166.6665
2746,2014,RJ,DEPUTADO ESTADUAL,PPL,37,2162.1620270270273,10,1749.9996999999998
2747,2014,RJ,DEPUTADO ESTADUAL,PP,65,3815.384569230769,20,4000.0
2748,2014,RJ,DEPUTADO ESTADUAL,PSC,46,2739.130347826087,7,2142.8568571428573
2749,2014,RJ,DEPUTADO ESTADUAL,PSTU,19,50.0,6,50.0
2750,2014,RJ,DEPUTADO ESTADUAL,PSDB,46,913.0433913043478,12,833.3331666666667
2751,2014,RJ,DEPUTADO ESTADUAL,PSDC,87,1137.9307931034484,27,1055.5552592592594
2752,2014,RJ,DEPUTADO ESTADUAL,PV,67,1276.1192537313432,19,1421.0525789473684
2753,2014,RJ,DEPUTADO ESTADUAL,PRTB,84,869.0474880952381,26,730.7689615384616
2754,2014,RJ,DEPUTADO ESTADUAL,DEM,75,919.9999200000001,22,863.6362272727273
2755,2014,RJ,DEPUTADO ESTADUAL,PT do B,95,894.7367368421053,28,857.1427142857143
2756,2014,RJ,DEPUTADO ESTADUAL,PT,71,2619.7181830985915,21,1857.1424761904761
2757,2014,RJ,DEPUTADO ESTADUAL,PR,110,1854.5453818181818,40,1749.999875
2758,2014,RJ,DEPUTADO ESTADUAL,PMN,13,1500.0,4,1500.0
2759,2014,RJ,DEPUTADO ESTADUAL,PHS,105,4714.285657142857,33,4242.42409090909
2760,2014,RJ,DEPUTADO ESTADUAL,PRB,96,895.8332291666667,29,862.0688275862068
2761,2014,RJ,DEPUTADO ESTADUAL,PC do B,83,1855.4216144578313,25,1759.9998799999998
2762,2014,RJ,DEPUTADO ESTADUAL,PMDB,65,4430.769215384616,20,4274.99995
2763,2014,RJ,DEPUTADO ESTADUAL,PTN,52,5307.692192307692,18,5666.666611111111
2764,2014,RJ,DEPUTADO ESTADUAL,PROS,27,5000.0,4,5000.0
2765,2014,RJ,DEPUTADO ESTADUAL,PSB,96,1074.9998958333333,29,910.3445862068966
2766,2014,RJ,DEPUTADO ESTADUAL,PTB,93,5741.935440860215,24,5749.999958333333
2767,2014,RJ,DEPUTADO ESTADUAL,PEN,73,2753.4245753424657,22,2727.272636363636
2768,2014,RJ,DEPUTADO ESTADUAL,PDT,75,3573.3332266666666,24,3833.3332916666664
2769,2014,RJ,DEPUTADO ESTADUAL,PSD,38,3157.89452631579,12,3333.3331666666663
2770,2014,RJ,DEPUTADO ESTADUAL,PRP,62,683.8708225806452,19,421.05215789473687
2771,2014,RJ,DEPUTADO ESTADUAL,PCB,2,10.0,1,10.0
2772,2014,RJ,DEPUTADO FEDERAL,PSL,50,3999.9997999999996,20,2999.9996
2773,2014,RJ,DEPUTADO FEDERAL,PT do B,70,1857.1427857142858,21,1809.5237142857143
2774,2014,RJ,DEPUTADO FEDERAL,PPS,18,888.8887777777777,2,1000.0
2775,2014,RJ,DEPUTADO FEDERAL,PSOL,52,486.53834615384613,16,412.49975
2776,2014,RJ,DEPUTADO FEDERAL,PSB,33,2272.7271818181816,9,2222.222111111111
2777,2014,RJ,DEPUTADO FEDERAL,SD,42,4523.809428571428,9,3888.8886666666667
2778,2014,RJ,DEPUTADO FEDERAL,PMDB,33,8727.272696969698,12,9000.0
2779,2014,RJ,DEPUTADO FEDERAL,PT,46,4130.434608695652,15,2666.6662
2780,2014,RJ,DEPUTADO FEDERAL,PSTU,3,150.0,1,150.0
2781,2014,RJ,DEPUTADO FEDERAL,PDT,50,5639.999940000001,15,5599.9999333333335
2782,2014,RJ,DEPUTADO FEDERAL,PTC,19,1684.2103684210526,5,1599.9998
2783,2014,RJ,DEPUTADO FEDERAL,PSDC,59,1694.9151016949152,18,1111.1106666666667
2784,2014,RJ,DEPUTADO FEDERAL,PRB,67,1638.805880597015,20,1800.0
2785,2014,RJ,DEPUTADO FEDERAL,PMN,16,2000.0,6,2000.0
2786,2014,RJ,DEPUTADO FEDERAL,PSD,21,5428.571333333333,5,4799.9998
2787,2014,RJ,DEPUTADO FEDERAL,DEM,31,2709.6773225806455,9,2666.6665555555555
2788,2014,RJ,DEPUTADO FEDERAL,PEN,57,2894.736807017544,19,2842.105210526316
2789,2014,RJ,DEPUTADO FEDERAL,PSDB,45,2333.3332666666665,17,2352.941117647059
2790,2014,RJ,DEPUTADO FEDERAL,PR,75,2679.9998933333336,26,2423.076730769231
2791,2014,RJ,DEPUTADO FEDERAL,PCB,11,50.0,5,50.0
2792,2014,RJ,DEPUTADO FEDERAL,PTB,11,5454.545363636364,4,6000.0
2793,2014,RJ,DEPUTADO FEDERAL,PROS,9,6000.0,1,6000.0
2794,2014,RJ,DEPUTADO FEDERAL,PHS,80,4062.4998125,24,2916.66625
2795,2014,RJ,DEPUTADO FEDERAL,PV,46,1076.0866739130436,14,642.8565714285714
2796,2014,RJ,DEPUTADO FEDERAL,PSC,8,6000.0,0,
2797,2014,RJ,DEPUTADO FEDERAL,PRP,45,826.6663555555556,19,442.10463157894736
2798,2014,RJ,DEPUTADO FEDERAL,PRTB,42,809.523619047619,7,428.57085714285716
2799,2014,RJ,DEPUTADO FEDERAL,PPL,4,5000.0,1,5000.0
2800,2014,RJ,DEPUTADO FEDERAL,PTN,13,4615.384538461538,4,5000.0
2801,2014,RJ,DEPUTADO FEDERAL,PP,18,6000.0,6,6000.0
2802,2014,RJ,DEPUTADO FEDERAL,PC do B,6,2000.0,2,2000.0
2803,2014,RJ,DEPUTADO FEDERAL,PCO,1,20.0,0,
2804,2014,RJ,SENADOR,PSB,1,20000.0,0,
2805,2014,RJ,SENADOR,PDT,1,10000.0,0,
2806,2014,RJ,SENADOR,PSTU,1,150.0,0,
2807,2014,RJ,SENADOR,PRB,1,5000.0,0,
2808,2014,RJ,SENADOR,DEM,1,15000.0,0,
