,ANO,UF,CARGO,SIGLA,QTB TOTAL,MÉDIA DE DESPESAS,QTD MULHERES,MEDIA DE DESPESAS MULHERES
0,2010,AC,DEPUTADO ESTADUAL,PSDC,26,5600.0,1,5600.0
1,2010,AC,DEPUTADO ESTADUAL,PV,11,600.0,1,600.0
2,2010,AC,DEPUTADO ESTADUAL,PC do B,36,300.0,11,300.0
3,2010,AC,DEPUTADO ESTADUAL,PSB,36,200.0,8,200.0
4,2010,AC,DEPUTADO ESTADUAL,PSOL,12,525.0,2,600.0
5,2010,AC,DEPUTADO ESTADUAL,PTB,9,600.0,1,600.0
6,2010,AC,DEPUTADO ESTADUAL,PSDB,29,300.0,5,300.0
7,2010,AC,DEPUTADO ESTADUAL,PRTB,28,300.0,8,300.0
8,2010,AC,DEPUTADO ESTADUAL,PP,29,400.0,5,400.0
9,2010,AC,DEPUTADO ESTADUAL,PMN,21,300.0,6,300.0
10,2010,AC,DEPUTADO ESTADUAL,PT,23,450.0,4,450.0
11,2010,AC,DEPUTADO ESTADUAL,PTC,20,4000.0,3,4000.0
12,2010,AC,DEPUTADO ESTADUAL,PMDB,22,250.0,6,250.0
13,2010,AC,DEPUTADO ESTADUAL,DEM,14,300.0,3,300.0
14,2010,AC,DEPUTADO ESTADUAL,PTN,4,125.0,1,125.0
15,2010,AC,DEPUTADO ESTADUAL,PPS,18,300.0,4,300.0
16,2010,AC,DEPUTADO ESTADUAL,PRP,17,600.0,1,600.0
17,2010,AC,DEPUTADO ESTADUAL,PSC,11,300.0,3,300.0
18,2010,AC,DEPUTADO ESTADUAL,PRB,4,600.0,1,600.0
19,2010,AC,DEPUTADO ESTADUAL,PHS,2,200.0,0,
20,2010,AC,DEPUTADO ESTADUAL,PT do B,3,300.0,1,300.0
21,2010,AC,DEPUTADO ESTADUAL,PR,5,350.0,2,350.0
22,2010,AC,DEPUTADO ESTADUAL,PSL,4,300.0,1,300.0
23,2010,AC,DEPUTADO ESTADUAL,PDT,4,300.0,0,
24,2010,AC,DEPUTADO FEDERAL,PPS,4,700.0,1,700.0
25,2010,AC,DEPUTADO FEDERAL,PSC,5,700.0,2,700.0
26,2010,AC,DEPUTADO FEDERAL,PMDB,2,700.0,0,
27,2010,AC,DEPUTADO FEDERAL,PR,2,1000.0,0,
28,2010,AC,DEPUTADO FEDERAL,PSDB,7,700.0,1,700.0
29,2010,AC,DEPUTADO FEDERAL,PTN,1,200.0,0,
30,2010,AC,DEPUTADO FEDERAL,PT,6,950.0,1,950.0
31,2010,AC,DEPUTADO FEDERAL,PRP,2,800.0,0,
32,2010,AC,DEPUTADO FEDERAL,PRTB,1,400.0,1,400.0
33,2010,AC,DEPUTADO FEDERAL,PSDC,1,200.0,0,
34,2010,AC,DEPUTADO FEDERAL,PP,1,3000.0,0,
35,2010,AC,DEPUTADO FEDERAL,PTC,1,200.0,0,
36,2010,AC,DEPUTADO FEDERAL,PV,2,800.0,0,
37,2010,AC,DEPUTADO FEDERAL,PDT,1,500.0,0,
38,2010,AC,DEPUTADO FEDERAL,PSB,1,500.0,0,
39,2010,AC,DEPUTADO FEDERAL,DEM,2,700.0,0,
40,2010,AC,DEPUTADO FEDERAL,PC do B,1,500.0,1,500.0
41,2010,AC,DEPUTADO FEDERAL,PTB,1,800.0,1,800.0
42,2010,AC,DEPUTADO FEDERAL,PSOL,1,800.0,0,
43,2010,AC,DEPUTADO FEDERAL,PMN,2,700.0,2,700.0
44,2010,AC,DEPUTADO FEDERAL,PRB,1,800.0,0,
45,2010,AC,SENADOR,PSOL,1,700.0,0,
46,2010,AC,SENADOR,PC do B,1,1900.0,0,
47,2010,AC,SENADOR,PMDB,1,2998.0,0,
48,2010,AC,SENADOR,PT,1,2200.0,0,
49,2010,AC,SENADOR,PMN,1,2998.0,0,
50,2010,AL,DEPUTADO ESTADUAL,PRTB,20,300.0,2,300.0
51,2010,AL,DEPUTADO ESTADUAL,PDT,20,2000.0,5,2000.0
52,2010,AL,DEPUTADO ESTADUAL,PPS,36,2000.0,11,2000.0
53,2010,AL,DEPUTADO ESTADUAL,PSB,8,2000.0,4,2000.0
54,2010,AL,DEPUTADO ESTADUAL,PMDB,14,1500.0,1,1500.0
55,2010,AL,DEPUTADO ESTADUAL,PV,19,3000.0,4,3000.0
56,2010,AL,DEPUTADO ESTADUAL,PMN,14,1000.0,2,1000.0
57,2010,AL,DEPUTADO ESTADUAL,PSL,14,300.0,0,
58,2010,AL,DEPUTADO ESTADUAL,PSC,3,2000.0,2,2000.0
59,2010,AL,DEPUTADO ESTADUAL,PTB,17,800.0,2,800.0
60,2010,AL,DEPUTADO ESTADUAL,PC do B,5,3000.0,2,3000.0
61,2010,AL,DEPUTADO ESTADUAL,PSDB,20,2000.0,2,2000.0
62,2010,AL,DEPUTADO ESTADUAL,PT do B,6,2000.0,2,2000.0
63,2010,AL,DEPUTADO ESTADUAL,DEM,22,2000.0,4,2000.0
64,2010,AL,DEPUTADO ESTADUAL,PSOL,40,100.0,12,100.0
65,2010,AL,DEPUTADO ESTADUAL,PP,8,2000.0,3,2000.0
66,2010,AL,DEPUTADO ESTADUAL,PRB,4,800.0,0,
67,2010,AL,DEPUTADO ESTADUAL,PTN,20,800.0,5,800.0
68,2010,AL,DEPUTADO ESTADUAL,PCB,3,30.0,1,30.0
69,2010,AL,DEPUTADO ESTADUAL,PT,23,5000.0,7,5000.0
70,2010,AL,DEPUTADO ESTADUAL,PSDC,1,2000.0,0,
71,2010,AL,DEPUTADO ESTADUAL,PR,9,3000.0,0,
72,2010,AL,DEPUTADO ESTADUAL,PRP,2,2000.0,0,
73,2010,AL,DEPUTADO ESTADUAL,PTC,1,800.0,0,
74,2010,AL,DEPUTADO ESTADUAL,PHS,2,800.0,0,
75,2010,AL,DEPUTADO FEDERAL,PTB,7,2000.0,3,2000.0
76,2010,AL,DEPUTADO FEDERAL,PRP,2,3000.0,0,
77,2010,AL,DEPUTADO FEDERAL,PSDB,6,4000.0,1,4000.0
78,2010,AL,DEPUTADO FEDERAL,PSOL,13,100.0,4,100.0
79,2010,AL,DEPUTADO FEDERAL,PSB,4,4000.0,0,
80,2010,AL,DEPUTADO FEDERAL,PP,3,4000.0,1,4000.0
81,2010,AL,DEPUTADO FEDERAL,PC do B,2,5000.0,1,5000.0
82,2010,AL,DEPUTADO FEDERAL,PSC,2,4000.0,0,
83,2010,AL,DEPUTADO FEDERAL,PTN,2,1000.0,1,1000.0
84,2010,AL,DEPUTADO FEDERAL,PMN,5,1200.0,1,1200.0
85,2010,AL,DEPUTADO FEDERAL,PSDC,3,3000.0,1,3000.0
86,2010,AL,DEPUTADO FEDERAL,PHS,4,1000.0,0,
87,2010,AL,DEPUTADO FEDERAL,PR,2,5000.0,0,
88,2010,AL,DEPUTADO FEDERAL,DEM,4,4000.0,1,4000.0
89,2010,AL,DEPUTADO FEDERAL,PT,4,3000.0,0,
90,2010,AL,DEPUTADO FEDERAL,PMDB,5,1500.0,1,1500.0
91,2010,AL,DEPUTADO FEDERAL,PT do B,3,3000.0,2,3000.0
92,2010,AL,DEPUTADO FEDERAL,PV,1,3000.0,0,
93,2010,AL,DEPUTADO FEDERAL,PSL,2,600.0,0,
94,2010,AL,DEPUTADO FEDERAL,PRB,4,1000.0,1,1000.0
95,2010,AL,DEPUTADO FEDERAL,PDT,1,3000.0,0,
96,2010,AL,DEPUTADO FEDERAL,PCB,1,10.0,0,
97,2010,AL,DEPUTADO FEDERAL,PRTB,2,500.0,0,
98,2010,AL,DEPUTADO FEDERAL,PPS,1,4000.0,1,4000.0
99,2010,AL,SENADOR,PTB,2,6000.0,0,
100,2010,AL,SENADOR,PP,1,10000.0,0,
101,2010,AL,SENADOR,PCB,1,40.0,0,
102,2010,AL,SENADOR,PC do B,1,7000.0,0,
103,2010,AL,SENADOR,PSOL,1,100.0,1,100.0
104,2010,AL,SENADOR,PRTB,2,1000.0,0,
105,2010,AL,SENADOR,PPS,1,10000.0,0,
106,2010,AL,SENADOR,PMDB,1,6000.0,0,
107,2010,AP,DEPUTADO ESTADUAL,PTB,56,600.0,14,600.0
108,2010,AP,DEPUTADO ESTADUAL,PRTB,25,1500.0,7,1500.0
109,2010,AP,DEPUTADO ESTADUAL,PT do B,9,300.0,1,300.0
110,2010,AP,DEPUTADO ESTADUAL,PSB,24,600.0,13,600.0
111,2010,AP,DEPUTADO ESTADUAL,PSDB,19,8000.0,8,8000.0
112,2010,AP,DEPUTADO ESTADUAL,PP,24,250.0,5,250.0
113,2010,AP,DEPUTADO ESTADUAL,PSTU,2,10.0,1,10.0
114,2010,AP,DEPUTADO ESTADUAL,PT,15,600.0,1,600.0
115,2010,AP,DEPUTADO ESTADUAL,PDT,20,5000.0,6,5000.0
116,2010,AP,DEPUTADO ESTADUAL,PTN,8,1000.0,2,1000.0
117,2010,AP,DEPUTADO ESTADUAL,PSC,17,1000.0,5,1000.0
118,2010,AP,DEPUTADO ESTADUAL,PRP,16,300.0,4,300.0
119,2010,AP,DEPUTADO ESTADUAL,DEM,20,300.0,4,300.0
120,2010,AP,DEPUTADO ESTADUAL,PHS,2,600.0,1,600.0
121,2010,AP,DEPUTADO ESTADUAL,PMDB,8,4000.0,1,4000.0
122,2010,AP,DEPUTADO ESTADUAL,PPS,6,3500.0,1,3500.0
123,2010,AP,DEPUTADO ESTADUAL,PRB,5,600.0,1,600.0
124,2010,AP,DEPUTADO ESTADUAL,PV,9,2700.0,1,2700.0
125,2010,AP,DEPUTADO ESTADUAL,PMN,8,600.0,0,
126,2010,AP,DEPUTADO ESTADUAL,PSOL,15,200.0,6,200.0
127,2010,AP,DEPUTADO ESTADUAL,PR,7,600.0,2,600.0
128,2010,AP,DEPUTADO ESTADUAL,PCB,10,500.0,8,500.0
129,2010,AP,DEPUTADO ESTADUAL,PC do B,6,250.0,0,
130,2010,AP,DEPUTADO ESTADUAL,PSDC,6,500.0,0,
131,2010,AP,DEPUTADO ESTADUAL,PSL,1,600.0,0,
132,2010,AP,DEPUTADO FEDERAL,PPS,2,1000.0,1,1000.0
133,2010,AP,DEPUTADO FEDERAL,PDT,7,700.0,2,700.0
134,2010,AP,DEPUTADO FEDERAL,PSC,5,6000.0,1,6000.0
135,2010,AP,DEPUTADO FEDERAL,PRTB,4,800.0,0,
136,2010,AP,DEPUTADO FEDERAL,PTB,22,800.0,4,800.0
137,2010,AP,DEPUTADO FEDERAL,PSB,7,800.0,2,800.0
138,2010,AP,DEPUTADO FEDERAL,PTC,6,500.0,4,500.0
139,2010,AP,DEPUTADO FEDERAL,PV,2,600.0,1,600.0
140,2010,AP,DEPUTADO FEDERAL,PSOL,2,500.0,0,
141,2010,AP,DEPUTADO FEDERAL,DEM,5,700.0,1,700.0
142,2010,AP,DEPUTADO FEDERAL,PRB,1,700.0,0,
143,2010,AP,DEPUTADO FEDERAL,PHS,1,700.0,0,
144,2010,AP,DEPUTADO FEDERAL,PTN,1,1500.0,0,
145,2010,AP,DEPUTADO FEDERAL,PT,4,800.0,2,800.0
146,2010,AP,DEPUTADO FEDERAL,PP,5,700.0,1,700.0
147,2010,AP,DEPUTADO FEDERAL,PC do B,1,700.0,0,
148,2010,AP,DEPUTADO FEDERAL,PMDB,3,3000.0,1,3000.0
149,2010,AP,DEPUTADO FEDERAL,PSDB,5,4000.0,1,4000.0
150,2010,AP,DEPUTADO FEDERAL,PRP,8,500.0,6,500.0
151,2010,AP,DEPUTADO FEDERAL,PMN,6,900.0,0,
152,2010,AP,DEPUTADO FEDERAL,PSTU,1,10.0,0,
153,2010,AP,DEPUTADO FEDERAL,PR,2,700.0,2,700.0
154,2010,AP,DEPUTADO FEDERAL,PCB,2,700.0,0,
155,2010,AP,SENADOR,PDT,1,1200.0,0,
156,2010,AP,SENADOR,PC do B,1,0.0,0,
157,2010,AP,SENADOR,PSTU,1,10.0,0,
158,2010,AP,SENADOR,PMDB,1,1500.0,0,
159,2010,AP,SENADOR,PSB,1,1500.0,0,
160,2010,AP,SENADOR,PSDB,1,1500.0,0,
161,2010,AP,SENADOR,PT,1,1500.0,0,
162,2010,AP,SENADOR,PSOL,2,900.0,0,
163,2010,AM,DEPUTADO ESTADUAL,PTN,51,1000.0,15,1000.0
164,2010,AM,DEPUTADO ESTADUAL,PDT,23,700.0,6,700.0
165,2010,AM,DEPUTADO ESTADUAL,PPS,17,520.0,4,520.0
166,2010,AM,DEPUTADO ESTADUAL,DEM,28,1000.0,8,1000.0
167,2010,AM,DEPUTADO ESTADUAL,PR,22,1000.0,7,1000.0
168,2010,AM,DEPUTADO ESTADUAL,PSDB,20,2000.0,6,2000.0
169,2010,AM,DEPUTADO ESTADUAL,PT,24,1000.0,8,1000.0
170,2010,AM,DEPUTADO ESTADUAL,PV,29,1500.0,10,1500.0
171,2010,AM,DEPUTADO ESTADUAL,PRP,23,1000.0,4,1000.0
172,2010,AM,DEPUTADO ESTADUAL,PMN,18,1000.0,2,1000.0
173,2010,AM,DEPUTADO ESTADUAL,PP,12,1000.0,4,1000.0
174,2010,AM,DEPUTADO ESTADUAL,PSB,12,1000.0,4,1000.0
175,2010,AM,DEPUTADO ESTADUAL,PC do B,40,500.0,12,500.0
176,2010,AM,DEPUTADO ESTADUAL,PMDB,24,1000.0,12,1000.0
177,2010,AM,DEPUTADO ESTADUAL,PT do B,4,1000.0,1,1000.0
178,2010,AM,DEPUTADO ESTADUAL,PSDC,7,500.0,3,500.0
179,2010,AM,DEPUTADO ESTADUAL,PRB,8,1000.0,4,1000.0
180,2010,AM,DEPUTADO ESTADUAL,PSL,18,1000.0,5,1000.0
181,2010,AM,DEPUTADO ESTADUAL,PSOL,4,300.0,0,
182,2010,AM,DEPUTADO ESTADUAL,PTC,5,1000.0,2,1000.0
183,2010,AM,DEPUTADO ESTADUAL,PTB,16,1000.0,8,1000.0
184,2010,AM,DEPUTADO ESTADUAL,PRTB,3,1000.0,0,
185,2010,AM,DEPUTADO ESTADUAL,PHS,4,1000.0,0,
186,2010,AM,DEPUTADO ESTADUAL,PSC,4,1000.0,0,
187,2010,AM,DEPUTADO ESTADUAL,PSTU,1,20.0,1,20.0
188,2010,AM,DEPUTADO ESTADUAL,PCB,1,50.0,0,
189,2010,AM,DEPUTADO FEDERAL,PSB,3,3000.0,1,3000.0
190,2010,AM,DEPUTADO FEDERAL,PT,2,3000.0,1,3000.0
191,2010,AM,DEPUTADO FEDERAL,PMDB,10,2000.0,7,2000.0
192,2010,AM,DEPUTADO FEDERAL,PT do B,5,3000.0,2,3000.0
193,2010,AM,DEPUTADO FEDERAL,PTB,3,2000.0,0,
194,2010,AM,DEPUTADO FEDERAL,PMN,3,2000.0,0,
195,2010,AM,DEPUTADO FEDERAL,PCB,1,50.0,0,
196,2010,AM,DEPUTADO FEDERAL,PP,2,2000.0,1,2000.0
197,2010,AM,DEPUTADO FEDERAL,PSC,2,2000.0,0,
198,2010,AM,DEPUTADO FEDERAL,PR,3,3000.0,0,
199,2010,AM,DEPUTADO FEDERAL,DEM,3,2500.0,1,2500.0
200,2010,AM,DEPUTADO FEDERAL,PSDB,5,2500.0,2,2500.0
201,2010,AM,DEPUTADO FEDERAL,PRP,1,2000.0,0,
202,2010,AM,DEPUTADO FEDERAL,PHS,4,600.0,1,600.0
203,2010,AM,DEPUTADO FEDERAL,PV,8,1500.0,3,1500.0
204,2010,AM,DEPUTADO FEDERAL,PC do B,1,2000.0,0,
205,2010,AM,DEPUTADO FEDERAL,PSTU,1,20.0,0,
206,2010,AM,DEPUTADO FEDERAL,PSOL,2,300.0,0,
207,2010,AM,DEPUTADO FEDERAL,PRTB,1,2000.0,0,
208,2010,AM,DEPUTADO FEDERAL,PPS,3,520.0,1,520.0
209,2010,AM,DEPUTADO FEDERAL,PSL,4,5000.0,1,5000.0
210,2010,AM,DEPUTADO FEDERAL,PSDC,1,700.0,0,
211,2010,AM,DEPUTADO FEDERAL,PDT,2,3000.0,1,3000.0
212,2010,AM,DEPUTADO FEDERAL,PRB,1,2000.0,0,
213,2010,AM,SENADOR,PSDB,1,10000.0,0,
214,2010,AM,SENADOR,PMDB,1,10000.0,0,
215,2010,AM,SENADOR,PSOL,2,300.0,0,
216,2010,AM,SENADOR,PRB,1,10000.0,0,
217,2010,AM,SENADOR,PCB,1,100.0,0,
218,2010,AM,SENADOR,PDT,1,5000.0,0,
219,2010,AM,SENADOR,PT,1,5000.0,1,5000.0
220,2010,AM,SENADOR,PSTU,1,60.0,0,
221,2010,AM,SENADOR,PC do B,1,10000.0,1,10000.0
222,2010,BA,DEPUTADO ESTADUAL,PSDB,36,1500.0,3,1500.0
223,2010,BA,DEPUTADO ESTADUAL,PSL,28,1000.0,13,1000.0
224,2010,BA,DEPUTADO ESTADUAL,PRB,31,1000.0,8,1000.0
225,2010,BA,DEPUTADO ESTADUAL,PMDB,46,3000.0,9,3000.0
226,2010,BA,DEPUTADO ESTADUAL,PRP,29,1000.0,5,1000.0
227,2010,BA,DEPUTADO ESTADUAL,PP,9,1000.0,1,1000.0
228,2010,BA,DEPUTADO ESTADUAL,PSC,45,3000.0,10,3000.0
229,2010,BA,DEPUTADO ESTADUAL,PDT,29,1000.0,6,1000.0
230,2010,BA,DEPUTADO ESTADUAL,PMN,20,1000.0,1,1000.0
231,2010,BA,DEPUTADO ESTADUAL,PR,21,3000.0,2,3000.0
232,2010,BA,DEPUTADO ESTADUAL,PT do B,16,1000.0,2,1000.0
233,2010,BA,DEPUTADO ESTADUAL,PSDC,16,1000.0,2,1000.0
234,2010,BA,DEPUTADO ESTADUAL,PPS,24,1000.0,4,1000.0
235,2010,BA,DEPUTADO ESTADUAL,PC do B,40,800.0,5,800.0
236,2010,BA,DEPUTADO ESTADUAL,PT,39,1000.0,6,1000.0
237,2010,BA,DEPUTADO ESTADUAL,PTC,41,500.0,7,500.0
238,2010,BA,DEPUTADO ESTADUAL,PTB,18,3000.0,2,3000.0
239,2010,BA,DEPUTADO ESTADUAL,PTN,21,500.0,2,500.0
240,2010,BA,DEPUTADO ESTADUAL,PV,44,400.0,5,400.0
241,2010,BA,DEPUTADO ESTADUAL,PSB,36,1000.0,6,1000.0
242,2010,BA,DEPUTADO ESTADUAL,PHS,39,1000.0,10,1000.0
243,2010,BA,DEPUTADO ESTADUAL,DEM,30,1800.0,6,1800.0
244,2010,BA,DEPUTADO ESTADUAL,PSOL,26,100.0,2,100.0
245,2010,BA,DEPUTADO ESTADUAL,PRTB,5,3000.0,0,
246,2010,BA,DEPUTADO ESTADUAL,PSTU,2,0.0,1,0.0
247,2010,BA,DEPUTADO ESTADUAL,PCB,1,100.0,0,
248,2010,BA,DEPUTADO FEDERAL,PRB,8,1500.0,1,1500.0
249,2010,BA,DEPUTADO FEDERAL,PSB,7,1500.0,0,
250,2010,BA,DEPUTADO FEDERAL,PT,21,1500.0,2,1500.0
251,2010,BA,DEPUTADO FEDERAL,PRP,12,2000.0,1,2000.0
252,2010,BA,DEPUTADO FEDERAL,PC do B,3,1500.0,1,1500.0
253,2010,BA,DEPUTADO FEDERAL,PT do B,8,2000.0,0,
254,2010,BA,DEPUTADO FEDERAL,DEM,19,3000.0,1,3000.0
255,2010,BA,DEPUTADO FEDERAL,PTC,19,2000.0,3,2000.0
256,2010,BA,DEPUTADO FEDERAL,PSOL,18,100.0,0,
257,2010,BA,DEPUTADO FEDERAL,PSL,5,1500.0,2,1500.0
258,2010,BA,DEPUTADO FEDERAL,PR,10,4000.0,1,4000.0
259,2010,BA,DEPUTADO FEDERAL,PSDC,7,2000.0,0,
260,2010,BA,DEPUTADO FEDERAL,PRTB,5,4000.0,0,
261,2010,BA,DEPUTADO FEDERAL,PMN,6,2000.0,0,
262,2010,BA,DEPUTADO FEDERAL,PMDB,23,4000.0,2,4000.0
263,2010,BA,DEPUTADO FEDERAL,PDT,11,1500.0,1,1500.0
264,2010,BA,DEPUTADO FEDERAL,PSDB,25,3500.0,8,3500.0
265,2010,BA,DEPUTADO FEDERAL,PTB,6,4000.0,0,
266,2010,BA,DEPUTADO FEDERAL,PV,21,800.0,6,800.0
267,2010,BA,DEPUTADO FEDERAL,PSTU,1,0.0,0,
268,2010,BA,DEPUTADO FEDERAL,PHS,2,1500.0,0,
269,2010,BA,DEPUTADO FEDERAL,PPS,13,2000.0,1,2000.0
270,2010,BA,DEPUTADO FEDERAL,PSC,17,4000.0,3,4000.0
271,2010,BA,DEPUTADO FEDERAL,PTN,5,2000.0,0,
272,2010,BA,DEPUTADO FEDERAL,PP,7,1500.0,0,
273,2010,BA,DEPUTADO FEDERAL,PCB,1,100.0,0,
274,2010,BA,SENADOR,PSTU,1,0.0,0,
275,2010,BA,SENADOR,PCB,1,500.0,0,
276,2010,BA,SENADOR,PR,1,8000.0,0,
277,2010,BA,SENADOR,PV,1,3000.0,0,
278,2010,BA,SENADOR,PTB,1,8000.0,0,
279,2010,BA,SENADOR,DEM,2,6000.0,0,
280,2010,BA,SENADOR,PSB,1,6000.0,1,6000.0
281,2010,BA,SENADOR,PSOL,2,200.0,1,200.0
282,2010,BA,SENADOR,PT,1,6000.0,0,
283,2010,CE,DEPUTADO ESTADUAL,PR,39,1250.0,10,1250.0
284,2010,CE,DEPUTADO ESTADUAL,PC do B,26,900.0,9,900.0
285,2010,CE,DEPUTADO ESTADUAL,PV,37,800.0,11,800.0
286,2010,CE,DEPUTADO ESTADUAL,PMN,25,800.0,8,800.0
287,2010,CE,DEPUTADO ESTADUAL,PTC,52,2000.0,13,2000.0
288,2010,CE,DEPUTADO ESTADUAL,DEM,37,800.0,12,800.0
289,2010,CE,DEPUTADO ESTADUAL,PHS,16,1500.0,4,1500.0
290,2010,CE,DEPUTADO ESTADUAL,PSDB,23,800.0,8,800.0
291,2010,CE,DEPUTADO ESTADUAL,PTB,30,900.0,6,900.0
292,2010,CE,DEPUTADO ESTADUAL,PTN,64,500.0,17,500.0
293,2010,CE,DEPUTADO ESTADUAL,PSOL,33,70.0,9,70.0
294,2010,CE,DEPUTADO ESTADUAL,PSB,23,900.0,7,900.0
295,2010,CE,DEPUTADO ESTADUAL,PT,23,900.0,6,900.0
296,2010,CE,DEPUTADO ESTADUAL,PSC,10,900.0,2,900.0
297,2010,CE,DEPUTADO ESTADUAL,PP,16,900.0,4,900.0
298,2010,CE,DEPUTADO ESTADUAL,PSL,12,900.0,3,900.0
299,2010,CE,DEPUTADO ESTADUAL,PRB,12,900.0,4,900.0
300,2010,CE,DEPUTADO ESTADUAL,PPS,14,1000.0,6,1000.0
301,2010,CE,DEPUTADO ESTADUAL,PSDC,15,400.0,3,400.0
302,2010,CE,DEPUTADO ESTADUAL,PDT,36,900.0,11,900.0
303,2010,CE,DEPUTADO ESTADUAL,PRP,9,300.0,3,300.0
304,2010,CE,DEPUTADO ESTADUAL,PT do B,12,500.0,4,500.0
305,2010,CE,DEPUTADO ESTADUAL,PMDB,14,900.0,6,900.0
306,2010,CE,DEPUTADO ESTADUAL,PRTB,17,500.0,7,500.0
307,2010,CE,DEPUTADO ESTADUAL,PSTU,2,20.0,0,
308,2010,CE,DEPUTADO ESTADUAL,PCB,6,20.0,2,20.0
309,2010,CE,DEPUTADO FEDERAL,PSOL,7,70.0,2,70.0
310,2010,CE,DEPUTADO FEDERAL,PR,14,2500.0,4,2500.0
311,2010,CE,DEPUTADO FEDERAL,PSB,6,1800.0,1,1800.0
312,2010,CE,DEPUTADO FEDERAL,PPS,5,2000.0,2,2000.0
313,2010,CE,DEPUTADO FEDERAL,PSTU,2,30.0,1,30.0
314,2010,CE,DEPUTADO FEDERAL,PDT,3,1800.0,1,1800.0
315,2010,CE,DEPUTADO FEDERAL,PSDB,14,2000.0,5,2000.0
316,2010,CE,DEPUTADO FEDERAL,PMDB,15,1800.0,5,1800.0
317,2010,CE,DEPUTADO FEDERAL,PTB,3,1800.0,1,1800.0
318,2010,CE,DEPUTADO FEDERAL,PP,5,1800.0,1,1800.0
319,2010,CE,DEPUTADO FEDERAL,DEM,8,2000.0,2,2000.0
320,2010,CE,DEPUTADO FEDERAL,PRTB,4,2000.0,0,
321,2010,CE,DEPUTADO FEDERAL,PT,8,1800.0,2,1800.0
322,2010,CE,DEPUTADO FEDERAL,PV,18,1200.0,2,1200.0
323,2010,CE,DEPUTADO FEDERAL,PT do B,1,1800.0,0,
324,2010,CE,DEPUTADO FEDERAL,PMN,3,1800.0,0,
325,2010,CE,DEPUTADO FEDERAL,PC do B,4,1800.0,2,1800.0
326,2010,CE,DEPUTADO FEDERAL,PSL,5,1800.0,1,1800.0
327,2010,CE,DEPUTADO FEDERAL,PHS,8,2000.0,2,2000.0
328,2010,CE,DEPUTADO FEDERAL,PTC,8,3000.0,2,3000.0
329,2010,CE,DEPUTADO FEDERAL,PSC,2,1800.0,1,1800.0
330,2010,CE,DEPUTADO FEDERAL,PRB,3,1800.0,1,1800.0
331,2010,CE,DEPUTADO FEDERAL,PTN,3,1800.0,1,1800.0
332,2010,CE,DEPUTADO FEDERAL,PRP,3,500.0,0,
333,2010,CE,DEPUTADO FEDERAL,PCB,2,20.0,1,20.0
334,2010,CE,SENADOR,PPS,1,5000.0,0,
335,2010,CE,SENADOR,PCB,2,80.0,0,
336,2010,CE,SENADOR,PMDB,1,10000.0,0,
337,2010,CE,SENADOR,PT,1,10000.0,0,
338,2010,CE,SENADOR,PSOL,1,100.0,1,100.0
339,2010,CE,SENADOR,PV,1,3000.0,0,
340,2010,CE,SENADOR,PSTU,2,40.0,1,40.0
341,2010,CE,SENADOR,PSDB,1,8000.0,0,
342,2010,DF,DEPUTADO DISTRITAL,PDT,48,2000.0,15,2000.0
343,2010,DF,DEPUTADO DISTRITAL,PTB,48,2000.0,9,2000.0
344,2010,DF,DEPUTADO DISTRITAL,PV,48,3000.0,15,3000.0
345,2010,DF,DEPUTADO DISTRITAL,PRTB,29,800.0,7,800.0
346,2010,DF,DEPUTADO DISTRITAL,PTC,32,500.0,7,500.0
347,2010,DF,DEPUTADO DISTRITAL,PSL,43,2500.0,8,2500.0
348,2010,DF,DEPUTADO DISTRITAL,PP,35,2000.0,9,2000.0
349,2010,DF,DEPUTADO DISTRITAL,PRP,28,500.0,3,500.0
350,2010,DF,DEPUTADO DISTRITAL,PR,49,2000.0,15,2000.0
351,2010,DF,DEPUTADO DISTRITAL,PSC,52,600.0,15,600.0
352,2010,DF,DEPUTADO DISTRITAL,PPS,22,3000.0,4,3000.0
353,2010,DF,DEPUTADO DISTRITAL,PHS,48,3000.0,12,3000.0
354,2010,DF,DEPUTADO DISTRITAL,PT,40,1500.0,7,1500.0
355,2010,DF,DEPUTADO DISTRITAL,PTN,14,2500.0,4,2500.0
356,2010,DF,DEPUTADO DISTRITAL,PMN,40,2000.0,13,2000.0
357,2010,DF,DEPUTADO DISTRITAL,PSDB,41,1000.0,8,1000.0
358,2010,DF,DEPUTADO DISTRITAL,PSB,34,800.0,9,800.0
359,2010,DF,DEPUTADO DISTRITAL,PT do B,53,3000.0,14,3000.0
360,2010,DF,DEPUTADO DISTRITAL,PSDC,23,3000.0,7,3000.0
361,2010,DF,DEPUTADO DISTRITAL,PMDB,48,2000.0,13,2000.0
362,2010,DF,DEPUTADO DISTRITAL,PRB,14,2000.0,3,2000.0
363,2010,DF,DEPUTADO DISTRITAL,PC do B,37,2000.0,11,2000.0
364,2010,DF,DEPUTADO DISTRITAL,PSOL,21,950.0,3,950.0
365,2010,DF,DEPUTADO DISTRITAL,PSTU,2,50.0,1,50.0
366,2010,DF,DEPUTADO DISTRITAL,DEM,33,1200.0,12,1200.0
367,2010,DF,DEPUTADO DISTRITAL,PCO,1,10.0,0,
368,2010,DF,DEPUTADO DISTRITAL,PCB,1,20.0,0,
369,2010,DF,DEPUTADO FEDERAL,DEM,3,3000.0,0,
