,ANO,UF,CARGO,TOTAL,MULHERES,PARDOS,BRANCOS,PRETOS,AMARELOS,INDÍGENAS,MULHERES PARDAS,MULHERES BRANCAS,MULHERES PRETAS,MULHERES AMARELAS,MULHERES INDÍGENAS,%MULHERES,%PARDOS,%MULHERES ENTRE PARDOS,%BRANCOS,%MULHERES ENTRE BRANCOS,%PRETOS,%MULHERES ENTRE PRETOS,%AMARELOS,%MULHERES ENTRE AMARELOS,%INDÍGENAS,%MULHERES ENTRE INDÍGENAS
135,2018,RJ,DEPUTADO ESTADUAL,2453,763,808,1238,401,1,5,244,363,153,1,2,0.31104769669792093,0.3293925805136568,0.30198019801980197,0.5046881369751325,0.29321486268174474,0.16347329800244598,0.38154613466334164,0.00040766408479412964,1.0,0.0020383204239706482,0.4
136,2018,RJ,DEPUTADO FEDERAL,1111,342,344,597,167,2,1,95,164,81,2,0,0.30783078307830786,0.3096309630963096,0.2761627906976744,0.5373537353735374,0.2747068676716918,0.15031503150315031,0.48502994011976047,0.0018001800180018,1.0,0.0009000900090009,0.0
137,2018,RJ,SENADOR,17,4,3,12,2,0,0,0,3,1,0,0,0.23529411764705882,0.17647058823529413,0.0,0.7058823529411765,0.25,0.11764705882352941,0.5,0.0,,0.0,
138,2018,RN,DEPUTADO ESTADUAL,327,108,121,178,27,0,1,43,61,4,0,0,0.3302752293577982,0.37003058103975534,0.35537190082644626,0.5443425076452599,0.34269662921348315,0.08256880733944955,0.14814814814814814,0.0,,0.0030581039755351682,0.0
139,2018,RN,DEPUTADO FEDERAL,120,40,36,72,12,0,0,7,27,6,0,0,0.3333333333333333,0.3,0.19444444444444445,0.6,0.375,0.1,0.5,0.0,,0.0,
140,2018,RN,SENADOR,15,4,2,10,3,0,0,0,2,2,0,0,0.26666666666666666,0.13333333333333333,0.0,0.6666666666666666,0.2,0.2,0.6666666666666666,0.0,,0.0,
141,2018,RS,DEPUTADO ESTADUAL,849,272,36,741,70,0,2,13,224,35,0,0,0.32037691401649,0.04240282685512368,0.3611111111111111,0.872791519434629,0.30229419703103916,0.08244994110718493,0.5,0.0,,0.002355712603062426,0.0
142,2018,RS,DEPUTADO FEDERAL,421,137,12,365,40,3,1,2,116,18,1,0,0.3254156769596199,0.028503562945368172,0.16666666666666666,0.8669833729216152,0.3178082191780822,0.09501187648456057,0.45,0.007125890736342043,0.3333333333333333,0.0023752969121140144,0.0
143,2018,RS,SENADOR,15,5,1,12,2,0,0,0,5,0,0,0,0.3333333333333333,0.06666666666666667,0.0,0.8,0.4166666666666667,0.13333333333333333,0.0,0.0,,0.0,
144,2018,RO,DEPUTADO ESTADUAL,458,147,263,148,45,1,1,88,41,17,0,1,0.32096069868995636,0.574235807860262,0.33460076045627374,0.3231441048034934,0.27702702702702703,0.0982532751091703,0.37777777777777777,0.002183406113537118,0.0,0.002183406113537118,1.0
145,2018,RO,DEPUTADO FEDERAL,117,39,54,51,11,1,0,18,15,6,0,0,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.4358974358974359,0.29411764705882354,0.09401709401709402,0.5454545454545454,0.008547008547008548,0.0,0.0,
146,2018,RO,SENADOR,16,1,6,9,1,0,0,0,0,1,0,0,0.0625,0.375,0.0,0.5625,0.0,0.0625,1.0,0.0,,0.0,
147,2018,RR,DEPUTADO ESTADUAL,482,157,320,125,22,1,14,104,41,7,0,5,0.3257261410788382,0.6639004149377593,0.325,0.25933609958506226,0.328,0.04564315352697095,0.3181818181818182,0.002074688796680498,0.0,0.029045643153526972,0.35714285714285715
148,2018,RR,DEPUTADO FEDERAL,154,51,101,45,6,0,2,29,16,5,0,1,0.33116883116883117,0.6558441558441559,0.2871287128712871,0.2922077922077922,0.35555555555555557,0.03896103896103896,0.8333333333333334,0.0,,0.012987012987012988,0.5
149,2018,RR,SENADOR,11,2,4,5,1,0,1,0,1,0,0,1,0.18181818181818182,0.36363636363636365,0.0,0.45454545454545453,0.2,0.09090909090909091,0.0,0.0,,0.09090909090909091,1.0
150,2018,SC,DEPUTADO ESTADUAL,464,147,35,406,22,1,0,10,130,6,1,0,0.3168103448275862,0.07543103448275862,0.2857142857142857,0.875,0.32019704433497537,0.04741379310344827,0.2727272727272727,0.0021551724137931034,1.0,0.0,
151,2018,SC,DEPUTADO FEDERAL,248,81,17,218,10,0,3,5,70,3,0,3,0.32661290322580644,0.06854838709677419,0.29411764705882354,0.8790322580645161,0.3211009174311927,0.04032258064516129,0.3,0.0,,0.012096774193548387,1.0
152,2018,SC,SENADOR,14,3,1,12,1,0,0,0,3,0,0,0,0.21428571428571427,0.07142857142857142,0.0,0.8571428571428571,0.25,0.07142857142857142,0.0,0.0,,0.0,
153,2018,SP,DEPUTADO ESTADUAL,2167,694,334,1560,249,21,3,97,493,97,6,1,0.3202584217812644,0.15413013382556529,0.2904191616766467,0.7198892478080295,0.316025641025641,0.11490539916935856,0.3895582329317269,0.009690816797415782,0.2857142857142857,0.0013844023996308261,0.3333333333333333
154,2018,SP,DEPUTADO FEDERAL,1682,527,293,1201,164,18,6,102,356,62,4,3,0.31331747919143876,0.17419738406658739,0.34812286689419797,0.7140309155766944,0.2964196502914238,0.09750297265160524,0.3780487804878049,0.01070154577883472,0.2222222222222222,0.0035671819262782403,0.5
155,2018,SP,SENADOR,20,6,2,16,2,0,0,0,5,1,0,0,0.3,0.1,0.0,0.8,0.3125,0.1,0.5,0.0,,0.0,
156,2018,SE,DEPUTADO ESTADUAL,333,110,182,111,40,0,0,67,31,12,0,0,0.3303303303303303,0.5465465465465466,0.36813186813186816,0.3333333333333333,0.27927927927927926,0.12012012012012012,0.3,0.0,,0.0,
157,2018,SE,DEPUTADO FEDERAL,123,39,68,38,13,2,2,20,12,4,1,2,0.3170731707317073,0.5528455284552846,0.29411764705882354,0.3089430894308943,0.3157894736842105,0.10569105691056911,0.3076923076923077,0.016260162601626018,0.5,0.016260162601626018,1.0
158,2018,SE,SENADOR,14,1,6,6,2,0,0,1,0,0,0,0,0.07142857142857142,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,,0.0,
159,2018,TO,DEPUTADO ESTADUAL,231,75,106,98,25,0,2,27,38,10,0,0,0.3246753246753247,0.4588744588744589,0.25471698113207547,0.42424242424242425,0.3877551020408163,0.10822510822510822,0.4,0.0,,0.008658008658008658,0.0
