,UF,CARGO,SG_PARTIDO,propor10,propor14,propor18,Variaçao 14-18,Variaçao 10-14,Variaçao 10-18
500,ES,DEPUTADO ESTADUAL,PSB,0.0967741935483871,0.43243243243243246,0.3170731707317073,-0.26676829268292684,3.4684684684684686,2.2764227642276422
501,ES,DEPUTADO ESTADUAL,PDT,0.07142857142857142,0.2777777777777778,0.4,0.44,2.8888888888888893,4.600000000000001
502,ES,DEPUTADO ESTADUAL,PT,0.14285714285714285,0.35294117647058826,0.3333333333333333,-0.05555555555555567,1.470588235294118,1.3333333333333333
503,ES,DEPUTADO ESTADUAL,DEM,0.0,0.2631578947368421,0.4,0.5200000000000001,inf,inf
504,ES,DEPUTADO ESTADUAL,PV,0.041666666666666664,0.2631578947368421,0.3076923076923077,0.16923076923076935,5.315789473684211,6.384615384615385
505,ES,DEPUTADO ESTADUAL,PRTB,0.2857142857142857,0.25,0.0,-1.0,-0.12499999999999994,-1.0
506,ES,DEPUTADO ESTADUAL,PRB,0.16666666666666666,0.23529411764705882,0.3448275862068966,0.46551724137931044,0.411764705882353,1.0689655172413797
507,ES,DEPUTADO ESTADUAL,PMN,0.16666666666666666,1.0,0.46153846153846156,-0.5384615384615384,5.000000000000001,1.7692307692307696
508,ES,DEPUTADO ESTADUAL,PPL,0.16666666666666666,0.4444444444444444,0.25,-0.43749999999999994,1.6666666666666667,0.5000000000000001
509,ES,DEPUTADO ESTADUAL,PSD,0.16666666666666666,0.14285714285714285,0.3076923076923077,1.1538461538461542,-0.14285714285714285,0.8461538461538464
510,ES,DEPUTADO ESTADUAL,PROS,0.16666666666666666,0.0,0.25925925925925924,inf,-1.0,0.5555555555555556
511,ES,DEPUTADO ESTADUAL,AVANTE,0.16666666666666666,0.5,0.3,-0.4,2.0000000000000004,0.8
512,ES,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.16666666666666666,0.5,0.35714285714285715,-0.2857142857142857,2.0000000000000004,1.142857142857143
513,ES,DEPUTADO ESTADUAL,PATRI,0.16666666666666666,0.5,0.3333333333333333,-0.33333333333333337,2.0000000000000004,1.0
514,ES,DEPUTADO ESTADUAL,PMB,0.16666666666666666,0.5,0.5,0.0,2.0000000000000004,2.0000000000000004
515,ES,DEPUTADO ESTADUAL,DC,0.16666666666666666,0.5,0.26666666666666666,-0.4666666666666667,2.0000000000000004,0.6000000000000001
516,ES,DEPUTADO ESTADUAL,PODE,0.16666666666666666,0.5,0.375,-0.25,2.0000000000000004,1.2500000000000002
517,ES,DEPUTADO ESTADUAL,MDB,0.16666666666666666,0.5,0.3333333333333333,-0.33333333333333337,2.0000000000000004,1.0
518,ES,DEPUTADO ESTADUAL,REDE,0.16666666666666666,0.5,0.21052631578947367,-0.5789473684210527,2.0000000000000004,0.2631578947368421
519,ES,DEPUTADO FEDERAL,PV,0.4,0.375,0.4,0.06666666666666672,-0.06250000000000006,0.0
520,ES,DEPUTADO FEDERAL,PRB,0.0,0.3333333333333333,0.4,0.20000000000000012,inf,inf
521,ES,DEPUTADO FEDERAL,PSL,0.0,0.5,0.25,-0.5,inf,inf
522,ES,DEPUTADO FEDERAL,PSDB,0.0,0.3333333333333333,0.3333333333333333,0.0,inf,inf
523,ES,DEPUTADO FEDERAL,PPS,0.2,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666665,0.6666666666666665
524,ES,DEPUTADO FEDERAL,PDT,0.25,0.21428571428571427,0.16666666666666666,-0.2222222222222222,-0.1428571428571429,-0.33333333333333337
525,ES,DEPUTADO FEDERAL,DEM,0.0,0.2857142857142857,0.5,0.7500000000000001,inf,inf
526,ES,DEPUTADO FEDERAL,PSB,0.2,0.2631578947368421,0.4,0.5200000000000001,0.3157894736842104,1.0
527,ES,DEPUTADO FEDERAL,PR,0.2,0.36363636363636365,0.3333333333333333,-0.08333333333333341,0.8181818181818181,0.6666666666666665
528,ES,DEPUTADO FEDERAL,PMN,0.0,0.5,0.0,-1.0,inf,
529,ES,DEPUTADO FEDERAL,PT,0.2857142857142857,0.5,0.4375,-0.125,0.7500000000000001,0.5312500000000001
530,ES,DEPUTADO FEDERAL,PTB,0.1111111111111111,0.25,0.23076923076923078,-0.07692307692307687,1.2500000000000002,1.076923076923077
531,ES,DEPUTADO FEDERAL,PP,0.0,0.3333333333333333,0.42857142857142855,0.2857142857142857,inf,inf
532,ES,DEPUTADO FEDERAL,PC do B,0.0,0.5,0.0,-1.0,inf,
533,ES,DEPUTADO FEDERAL,PSOL,0.0,0.3333333333333333,0.42857142857142855,0.2857142857142857,inf,inf
534,ES,DEPUTADO FEDERAL,PTC,0.0,0.0,0.0,,,
535,ES,DEPUTADO FEDERAL,PSC,0.3333333333333333,0.3333333333333333,0.0,-1.0,0.0,-1.0
536,ES,DEPUTADO FEDERAL,PHS,0.0,0.5,0.0,-1.0,inf,
537,ES,DEPUTADO FEDERAL,PRTB,0.0,0.16666666666666666,0.42857142857142855,1.5714285714285712,inf,inf
538,ES,DEPUTADO FEDERAL,PRP,0.0,0.36,0.25,-0.3055555555555555,inf,inf
539,ES,DEPUTADO FEDERAL,PROS,0.0,0.0,0.3333333333333333,inf,,inf
540,ES,DEPUTADO FEDERAL,PSD,0.0,0.3333333333333333,0.6666666666666666,1.0,inf,inf
541,ES,DEPUTADO FEDERAL,PPL,0.0,1.0,0.0,-1.0,inf,
542,ES,DEPUTADO FEDERAL,AVANTE,0.0,1.0,0.0,-1.0,inf,
543,ES,DEPUTADO FEDERAL,REDE,0.0,1.0,0.2857142857142857,-0.7142857142857143,inf,inf
544,ES,DEPUTADO FEDERAL,PMB,0.0,1.0,0.42857142857142855,-0.5714285714285714,inf,inf
545,ES,DEPUTADO FEDERAL,DC,0.0,1.0,0.3333333333333333,-0.6666666666666667,inf,inf
546,ES,DEPUTADO FEDERAL,PODE,0.0,1.0,0.42857142857142855,-0.5714285714285714,inf,inf
547,ES,DEPUTADO FEDERAL,NOVO,0.0,1.0,0.3333333333333333,-0.6666666666666667,inf,inf
548,ES,DEPUTADO FEDERAL,MDB,0.0,1.0,0.25,-0.75,inf,inf
549,ES,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,1.0,0.5,-0.5,inf,inf
550,ES,DEPUTADO FEDERAL,PATRI,0.0,1.0,0.0,-1.0,inf,
551,ES,SENADOR,PSL,0.0,1.0,0.0,-1.0,inf,
552,ES,SENADOR,PR,0.0,0.0,0.0,,,
553,ES,SENADOR,PSOL,0.0,0.0,1.0,inf,,inf
554,ES,SENADOR,PSDB,1.0,1.0,0.0,-1.0,0.0,-1.0
555,ES,SENADOR,PT,1.0,0.0,1.0,inf,-1.0,0.0
556,ES,SENADOR,REDE,1.0,0.0,0.0,,-1.0,-1.0
557,ES,SENADOR,PTB,1.0,0.0,0.0,,-1.0,-1.0
558,ES,SENADOR,NOVO,1.0,0.0,0.0,,-1.0,-1.0
559,ES,SENADOR,PCB,1.0,0.0,0.0,,-1.0,-1.0
560,ES,SENADOR,PMB,1.0,0.0,0.0,,-1.0,-1.0
561,ES,SENADOR,PPS,1.0,0.0,0.0,,-1.0,-1.0
562,GO,DEPUTADO ESTADUAL,PR,0.22727272727272727,0.3,0.3076923076923077,0.025641025641025737,0.32,0.353846153846154
563,GO,DEPUTADO ESTADUAL,PSOL,0.31746031746031744,0.3,0.32142857142857145,0.07142857142857155,-0.05499999999999998,0.01250000000000013
564,GO,DEPUTADO ESTADUAL,PRB,0.05405405405405406,0.3333333333333333,0.29411764705882354,-0.11764705882352933,5.166666666666666,4.4411764705882355
565,GO,DEPUTADO ESTADUAL,PSB,0.21739130434782608,0.17777777777777778,0.3157894736842105,0.7763157894736841,-0.18222222222222217,0.4526315789473684
566,GO,DEPUTADO ESTADUAL,PSL,0.16981132075471697,0.3055555555555556,0.3050847457627119,-0.0015408320493066415,0.7993827160493829,0.7966101694915256
567,GO,DEPUTADO ESTADUAL,PC do B,0.23076923076923078,0.3333333333333333,0.43478260869565216,0.30434782608695654,0.4444444444444443,0.8840579710144926
568,GO,DEPUTADO ESTADUAL,PT,0.1956521739130435,0.31666666666666665,0.2903225806451613,-0.0831918505942274,0.6185185185185184,0.4838709677419355
569,GO,DEPUTADO ESTADUAL,PPS,0.058823529411764705,0.35714285714285715,0.4166666666666667,0.16666666666666669,5.071428571428571,6.083333333333334
570,GO,DEPUTADO ESTADUAL,PDT,0.5185185185185185,0.22580645161290322,0.3333333333333333,0.47619047619047616,-0.564516129032258,-0.35714285714285715
571,GO,DEPUTADO ESTADUAL,PRP,0.09090909090909091,0.0,0.30952380952380953,inf,-1.0,2.4047619047619047
572,GO,DEPUTADO ESTADUAL,PMN,0.2692307692307692,0.38235294117647056,0.23529411764705882,-0.3846153846153846,0.4201680672268907,-0.1260504201680672
573,GO,DEPUTADO ESTADUAL,PHS,0.07142857142857142,0.2962962962962963,0.3333333333333333,0.125,3.1481481481481484,3.666666666666666
574,GO,DEPUTADO ESTADUAL,PSDB,0.15789473684210525,0.3125,0.2916666666666667,-0.06666666666666661,0.9791666666666667,0.8472222222222224
575,GO,DEPUTADO ESTADUAL,PP,0.2777777777777778,0.30434782608695654,0.3902439024390244,0.2822299651567944,0.0956521739130435,0.4048780487804878
576,GO,DEPUTADO ESTADUAL,PV,0.14285714285714285,0.06666666666666667,0.375,4.625,-0.5333333333333333,1.6250000000000002
577,GO,DEPUTADO ESTADUAL,PRTB,0.04,0.43137254901960786,0.39285714285714285,-0.08928571428571434,9.784313725490197,8.821428571428571
578,GO,DEPUTADO ESTADUAL,PTB,0.23333333333333334,0.3333333333333333,0.30434782608695654,-0.08695652173913032,0.4285714285714285,0.3043478260869566
579,GO,DEPUTADO ESTADUAL,DEM,0.1,0.3333333333333333,0.34375,0.031250000000000056,2.333333333333333,2.4375
580,GO,DEPUTADO ESTADUAL,PSC,0.19230769230769232,0.4878048780487805,0.2608695652173913,-0.4652173913043478,1.5365853658536586,0.35652173913043467
581,GO,DEPUTADO ESTADUAL,PCB,0.0,0.0,0.0,,,
582,GO,DEPUTADO ESTADUAL,PTC,0.0,0.0,0.25,inf,,inf
583,GO,DEPUTADO ESTADUAL,PSD,0.0,0.2692307692307692,0.3157894736842105,0.17293233082706766,inf,inf
584,GO,DEPUTADO ESTADUAL,PROS,0.0,0.3225806451612903,0.30357142857142855,-0.058928571428571476,inf,inf
585,GO,DEPUTADO ESTADUAL,DC,0.0,0.29411764705882354,0.34615384615384615,0.17692307692307685,inf,inf
586,GO,DEPUTADO ESTADUAL,PODE,0.0,0.29411764705882354,0.2608695652173913,-0.11304347826086962,inf,inf
587,GO,DEPUTADO ESTADUAL,MDB,0.0,0.29411764705882354,0.3333333333333333,0.13333333333333322,inf,inf
588,GO,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.0,0.29411764705882354,0.3076923076923077,0.04615384615384618,inf,inf
589,GO,DEPUTADO ESTADUAL,PATRI,0.0,0.29411764705882354,0.30434782608695654,0.0347826086956522,inf,inf
590,GO,DEPUTADO ESTADUAL,REDE,0.0,0.29411764705882354,0.3018867924528302,0.02641509433962257,inf,inf
591,GO,DEPUTADO ESTADUAL,AVANTE,0.0,0.29411764705882354,0.23076923076923078,-0.21538461538461537,inf,inf
592,GO,DEPUTADO ESTADUAL,PCO,0.0,0.29411764705882354,1.0,2.4,inf,inf
593,GO,DEPUTADO ESTADUAL,PMB,0.0,0.29411764705882354,0.4,0.36000000000000004,inf,inf
594,GO,DEPUTADO FEDERAL,PTB,0.2222222222222222,0.16666666666666666,0.0,-1.0,-0.25,-1.0
595,GO,DEPUTADO FEDERAL,DEM,0.125,0.3333333333333333,0.42857142857142855,0.2857142857142857,1.6666666666666665,2.4285714285714284
596,GO,DEPUTADO FEDERAL,PR,0.0,1.0,1.0,0.0,inf,inf
597,GO,DEPUTADO FEDERAL,PT,0.09090909090909091,0.375,0.29411764705882354,-0.2156862745098039,3.1249999999999996,2.235294117647059
598,GO,DEPUTADO FEDERAL,PSL,0.14285714285714285,0.3333333333333333,0.2222222222222222,-0.3333333333333333,1.3333333333333333,0.5555555555555556
599,GO,DEPUTADO FEDERAL,PSOL,0.25,0.4,0.3157894736842105,-0.21052631578947378,0.6000000000000001,0.26315789473684204
600,GO,DEPUTADO FEDERAL,PV,0.0,0.25,0.4,0.6000000000000001,inf,inf
601,GO,DEPUTADO FEDERAL,PSDB,0.06666666666666667,0.3888888888888889,0.3333333333333333,-0.1428571428571429,4.833333333333334,4.0
602,GO,DEPUTADO FEDERAL,PRB,0.1,0.0,0.0,,-1.0,-1.0
603,GO,DEPUTADO FEDERAL,PMN,0.0,0.0,0.6,inf,,inf
604,GO,DEPUTADO FEDERAL,PSC,0.0,0.5,0.2857142857142857,-0.4285714285714286,inf,inf
605,GO,DEPUTADO FEDERAL,PHS,0.0,0.3684210526315789,0.36,-0.02285714285714284,inf,inf
606,GO,DEPUTADO FEDERAL,PTC,0.2,0.2222222222222222,0.2727272727272727,0.22727272727272724,0.111111111111111,0.3636363636363635
607,GO,DEPUTADO FEDERAL,PDT,1.0,1.0,0.5,-0.5,0.0,-0.5
608,GO,DEPUTADO FEDERAL,PRP,0.0,0.14285714285714285,0.4,1.8000000000000003,inf,inf
609,GO,DEPUTADO FEDERAL,PRTB,0.0,0.0,0.3,inf,,inf
610,GO,DEPUTADO FEDERAL,PC do B,0.0,1.0,0.5714285714285714,-0.4285714285714286,inf,inf
611,GO,DEPUTADO FEDERAL,PPS,0.0,0.0,0.0,,,
612,GO,DEPUTADO FEDERAL,PP,0.0,0.25,0.16666666666666666,-0.33333333333333337,inf,inf
613,GO,DEPUTADO FEDERAL,PCB,0.0,1.0,1.0,0.0,inf,inf
614,GO,DEPUTADO FEDERAL,PSB,0.0,0.16666666666666666,0.0,-1.0,inf,
615,GO,DEPUTADO FEDERAL,PSD,0.0,0.2,0.6,1.9999999999999998,inf,inf
616,GO,DEPUTADO FEDERAL,PROS,0.0,0.25,1.0,3.0,inf,inf
617,GO,DEPUTADO FEDERAL,MDB,0.0,0.25,0.3684210526315789,0.4736842105263157,inf,inf
618,GO,DEPUTADO FEDERAL,PATRI,0.0,0.25,0.2222222222222222,-0.11111111111111116,inf,inf
619,GO,DEPUTADO FEDERAL,REDE,0.0,0.25,0.42857142857142855,0.7142857142857142,inf,inf
620,GO,DEPUTADO FEDERAL,DC,0.0,0.25,0.38461538461538464,0.5384615384615385,inf,inf
621,GO,DEPUTADO FEDERAL,PODE,0.0,0.25,0.0,-1.0,inf,
622,GO,DEPUTADO FEDERAL,NOVO,0.0,0.25,0.3333333333333333,0.33333333333333326,inf,inf
623,GO,DEPUTADO FEDERAL,AVANTE,0.0,0.25,0.16666666666666666,-0.33333333333333337,inf,inf
624,GO,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,0.25,0.0,-1.0,inf,
625,GO,DEPUTADO FEDERAL,PCO,0.0,0.25,1.0,3.0,inf,inf
626,GO,DEPUTADO FEDERAL,PMB,0.0,0.25,0.0,-1.0,inf,
627,GO,SENADOR,PCB,0.0,0.0,1.0,inf,,inf
628,GO,SENADOR,DEM,0.0,0.0,0.0,,,
629,GO,SENADOR,PSOL,0.0,0.0,0.0,,,
630,GO,SENADOR,PP,0.0,0.0,0.0,,,
631,GO,SENADOR,PSDB,1.0,0.0,0.0,,-1.0,-1.0
632,GO,SENADOR,PT,0.0,1.0,0.5,-0.5,inf,inf
633,GO,SENADOR,PSB,0.0,0.0,1.0,inf,,inf
634,GO,SENADOR,PCO,0.0,0.0,0.0,,,
635,GO,SENADOR,PRP,0.0,0.0,0.0,,,
636,GO,SENADOR,MDB,0.0,0.0,0.0,,,
637,GO,SENADOR,PATRI,0.0,0.0,0.0,,,
638,MA,DEPUTADO ESTADUAL,PTC,0.06666666666666667,0.4,0.5,0.24999999999999994,5.000000000000001,6.5
639,MA,DEPUTADO ESTADUAL,PSB,0.11764705882352941,0.4,0.375,-0.06250000000000006,2.4,2.1875
640,MA,DEPUTADO ESTADUAL,PV,0.07142857142857142,0.18181818181818182,0.5,1.75,1.5454545454545456,6.000000000000001
641,MA,DEPUTADO ESTADUAL,PR,0.15789473684210525,0.21428571428571427,0.3333333333333333,0.5555555555555556,0.35714285714285715,1.1111111111111112
642,MA,DEPUTADO ESTADUAL,PSDB,0.09090909090909091,0.3,0.32432432432432434,0.08108108108108118,2.3,2.5675675675675675
643,MA,DEPUTADO ESTADUAL,PSL,0.14285714285714285,0.3076923076923077,0.3333333333333333,0.08333333333333322,1.1538461538461542,1.3333333333333333
644,MA,DEPUTADO ESTADUAL,PMN,0.058823529411764705,0.3157894736842105,0.3939393939393939,0.2474747474747475,4.368421052631579,5.696969696969696
645,MA,DEPUTADO ESTADUAL,PSC,0.3125,0.23529411764705882,0.17647058823529413,-0.24999999999999994,-0.24705882352941178,-0.4352941176470588
646,MA,DEPUTADO ESTADUAL,PDT,0.3333333333333333,0.2608695652173913,0.2,-0.23333333333333328,-0.21739130434782605,-0.3999999999999999
647,MA,DEPUTADO ESTADUAL,PT,0.25,0.32142857142857145,0.36585365853658536,0.13821138211382103,0.2857142857142858,0.46341463414634143
648,MA,DEPUTADO ESTADUAL,PP,0.13333333333333333,0.30434782608695654,0.25,-0.17857142857142863,1.282608695652174,0.875
649,MA,DEPUTADO ESTADUAL,PC do B,0.0625,0.35,0.2857142857142857,-0.18367346938775508,4.6,3.571428571428571
650,MA,DEPUTADO ESTADUAL,PHS,0.0,0.36,0.24,-0.3333333333333333,inf,inf
651,MA,DEPUTADO ESTADUAL,PRP,0.0,0.2857142857142857,0.25,-0.12499999999999994,inf,inf
652,MA,DEPUTADO ESTADUAL,PRTB,0.14814814814814814,0.29411764705882354,0.3,0.019999999999999928,0.985294117647059,1.0250000000000001
653,MA,DEPUTADO ESTADUAL,PRB,0.09090909090909091,0.35714285714285715,0.4,0.12000000000000004,2.928571428571429,3.4
654,MA,DEPUTADO ESTADUAL,PTB,0.25,0.3333333333333333,0.38461538461538464,0.15384615384615397,0.33333333333333326,0.5384615384615385
655,MA,DEPUTADO ESTADUAL,DEM,0.0,0.3333333333333333,0.3333333333333333,0.0,inf,inf
656,MA,DEPUTADO ESTADUAL,PPS,0.4,0.29411764705882354,0.3333333333333333,0.13333333333333322,-0.2647058823529412,-0.16666666666666677
657,MA,DEPUTADO ESTADUAL,PSOL,0.0,0.3333333333333333,0.3333333333333333,0.0,inf,inf
658,MA,DEPUTADO ESTADUAL,PCB,0.25,0.16666666666666666,0.6666666666666666,3.0,-0.33333333333333337,1.6666666666666665
659,MA,DEPUTADO ESTADUAL,PSTU,0.0,0.5,0.5,0.0,inf,inf
660,MA,DEPUTADO ESTADUAL,PPL,0.0,0.25925925925925924,0.16666666666666666,-0.35714285714285715,inf,inf
661,MA,DEPUTADO ESTADUAL,PSD,0.0,1.0,0.3333333333333333,-0.6666666666666667,inf,inf
662,MA,DEPUTADO ESTADUAL,PROS,0.0,1.0,0.4444444444444444,-0.5555555555555556,inf,inf
663,MA,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.0,1.0,0.34782608695652173,-0.6521739130434783,inf,inf
664,MA,DEPUTADO ESTADUAL,PMB,0.0,1.0,0.5714285714285714,-0.4285714285714286,inf,inf
665,MA,DEPUTADO ESTADUAL,PATRI,0.0,1.0,0.26666666666666666,-0.7333333333333334,inf,inf
666,MA,DEPUTADO ESTADUAL,REDE,0.0,1.0,0.5,-0.5,inf,inf
667,MA,DEPUTADO ESTADUAL,DC,0.0,1.0,0.3125,-0.6875,inf,inf
668,MA,DEPUTADO ESTADUAL,PODE,0.0,1.0,0.21739130434782608,-0.782608695652174,inf,inf
669,MA,DEPUTADO ESTADUAL,MDB,0.0,1.0,0.29411764705882354,-0.7058823529411764,inf,inf
670,MA,DEPUTADO ESTADUAL,AVANTE,0.0,1.0,0.0,-1.0,inf,
671,MA,DEPUTADO ESTADUAL,PCO,0.0,1.0,0.0,-1.0,inf,
672,MA,DEPUTADO FEDERAL,PSL,0.10526315789473684,0.30434782608695654,0.375,0.23214285714285707,1.8913043478260874,2.5625
673,MA,DEPUTADO FEDERAL,PMN,0.0,0.3333333333333333,0.14285714285714285,-0.5714285714285714,inf,inf
674,MA,DEPUTADO FEDERAL,PSB,0.06666666666666667,0.4166666666666667,0.5,0.19999999999999996,5.250000000000001,6.5
675,MA,DEPUTADO FEDERAL,PHS,0.3333333333333333,0.5,0.5,0.0,0.5000000000000001,0.5000000000000001
676,MA,DEPUTADO FEDERAL,PPS,0.0,0.3333333333333333,1.0,2.0000000000000004,inf,inf
677,MA,DEPUTADO FEDERAL,PRTB,0.0,0.23076923076923078,0.0,-1.0,inf,
678,MA,DEPUTADO FEDERAL,PV,0.3333333333333333,0.25,0.14285714285714285,-0.4285714285714286,-0.24999999999999994,-0.5714285714285714
679,MA,DEPUTADO FEDERAL,PSC,0.0,0.5,0.5,0.0,inf,inf
680,MA,DEPUTADO FEDERAL,PSOL,0.0,0.4,0.4,0.0,inf,inf
681,MA,DEPUTADO FEDERAL,PSDB,0.07692307692307693,0.5,0.25,-0.5,5.5,2.25
682,MA,DEPUTADO FEDERAL,PCB,0.0,0.2,0.3333333333333333,0.6666666666666665,inf,inf
683,MA,DEPUTADO FEDERAL,PR,0.0,0.16666666666666666,0.25,0.5000000000000001,inf,inf
684,MA,DEPUTADO FEDERAL,PRP,0.0,0.3333333333333333,0.0,-1.0,inf,
685,MA,DEPUTADO FEDERAL,PC do B,0.15384615384615385,0.36363636363636365,0.5,0.37499999999999994,1.3636363636363635,2.25
686,MA,DEPUTADO FEDERAL,PRB,0.6666666666666666,0.0,0.0,,-1.0,-1.0
687,MA,DEPUTADO FEDERAL,PTB,0.25,0.3,0.3333333333333333,0.11111111111111109,0.19999999999999996,0.33333333333333326
688,MA,DEPUTADO FEDERAL,PDT,0.1111111111111111,0.5,0.375,-0.25,3.5000000000000004,2.375
689,MA,DEPUTADO FEDERAL,PT,0.25,0.2962962962962963,0.3333333333333333,0.125,0.18518518518518512,0.33333333333333326
690,MA,DEPUTADO FEDERAL,PTC,0.1,0.3333333333333333,0.25,-0.24999999999999994,2.333333333333333,1.4999999999999998
691,MA,DEPUTADO FEDERAL,PSTU,0.0,0.5,0.3333333333333333,-0.33333333333333337,inf,inf
692,MA,DEPUTADO FEDERAL,DEM,0.25,0.0,0.0,,-1.0,-1.0
693,MA,DEPUTADO FEDERAL,PP,0.0,0.16666666666666666,0.4,1.4000000000000004,inf,inf
694,MA,DEPUTADO FEDERAL,PPL,0.0,0.2,0.5,1.4999999999999998,inf,inf
695,MA,DEPUTADO FEDERAL,PSD,0.0,0.5,0.0,-1.0,inf,
696,MA,DEPUTADO FEDERAL,PROS,0.0,0.0,0.3333333333333333,inf,,inf
697,MA,DEPUTADO FEDERAL,MDB,0.0,0.0,0.4444444444444444,inf,,inf
698,MA,DEPUTADO FEDERAL,DC,0.0,0.0,0.3333333333333333,inf,,inf
699,MA,DEPUTADO FEDERAL,REDE,0.0,0.0,0.4,inf,,inf
700,MA,DEPUTADO FEDERAL,PATRI,0.0,0.0,0.16666666666666666,inf,,inf
701,MA,DEPUTADO FEDERAL,PODE,0.0,0.0,0.4,inf,,inf
702,MA,DEPUTADO FEDERAL,PMB,0.0,0.0,1.0,inf,,inf
703,MA,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,0.0,0.0,,,
704,MA,DEPUTADO FEDERAL,AVANTE,0.0,0.0,0.0,,,
705,MA,SENADOR,PCB,0.0,0.0,0.0,,,
706,MA,SENADOR,PSTU,0.5,0.0,0.5,inf,-1.0,0.0
707,MA,SENADOR,PSDB,0.0,0.0,0.0,,,
708,MA,SENADOR,PSOL,0.5,0.0,0.0,,-1.0,-1.0
709,MA,SENADOR,PV,0.5,0.0,0.0,,-1.0,-1.0
710,MA,SENADOR,PSL,0.5,0.0,0.0,,-1.0,-1.0
711,MA,SENADOR,PDT,0.5,0.0,0.0,,-1.0,-1.0
712,MA,SENADOR,MDB,0.5,0.0,0.0,,-1.0,-1.0
713,MA,SENADOR,PPS,0.5,0.0,1.0,inf,-1.0,1.0
714,MT,DEPUTADO ESTADUAL,PT,0.2857142857142857,0.38461538461538464,0.16666666666666666,-0.5666666666666668,0.3461538461538463,-0.4166666666666667
715,MT,DEPUTADO ESTADUAL,PSDB,0.1,0.29411764705882354,0.3333333333333333,0.13333333333333322,1.9411764705882353,2.333333333333333
716,MT,DEPUTADO ESTADUAL,PSB,0.3783783783783784,0.30434782608695654,0.21428571428571427,-0.2959183673469389,-0.19565217391304346,-0.43367346938775514
717,MT,DEPUTADO ESTADUAL,DEM,0.13333333333333333,0.3333333333333333,0.3,-0.09999999999999998,1.5,1.25
718,MT,DEPUTADO ESTADUAL,PPS,0.16666666666666666,0.0,0.3684210526315789,inf,-1.0,1.2105263157894737
719,MT,DEPUTADO ESTADUAL,PP,0.23333333333333334,0.3,0.375,0.25000000000000006,0.28571428571428564,0.6071428571428571
720,MT,DEPUTADO ESTADUAL,PC do B,0.5,0.3333333333333333,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333326
721,MT,DEPUTADO ESTADUAL,PDT,0.3,0.2857142857142857,0.25,-0.12499999999999994,-0.04761904761904764,-0.16666666666666663
722,MT,DEPUTADO ESTADUAL,PRB,0.29411764705882354,0.4,0.16666666666666666,-0.5833333333333334,0.36000000000000004,-0.4333333333333334
723,MT,DEPUTADO ESTADUAL,PTB,0.2,0.27586206896551724,0.3333333333333333,0.2083333333333333,0.37931034482758613,0.6666666666666665
724,MT,DEPUTADO ESTADUAL,PRP,0.16666666666666666,0.3333333333333333,0.5,0.5000000000000001,1.0,2.0000000000000004
725,MT,DEPUTADO ESTADUAL,PSC,0.2,0.3125,0.4,0.2800000000000001,0.5624999999999999,1.0
726,MT,DEPUTADO ESTADUAL,PSL,0.3333333333333333,0.5,0.3142857142857143,-0.37142857142857144,0.5000000000000001,-0.057142857142857106
727,MT,DEPUTADO ESTADUAL,PR,0.2608695652173913,0.3333333333333333,0.4166666666666667,0.2500000000000001,0.27777777777777773,0.5972222222222223
728,MT,DEPUTADO ESTADUAL,PV,0.25,0.3076923076923077,0.2903225806451613,-0.0564516129032258,0.23076923076923084,0.16129032258064524
729,MT,DEPUTADO ESTADUAL,PRTB,0.5,0.375,0.0,-1.0,-0.25,-1.0
730,MT,DEPUTADO ESTADUAL,PTC,0.14285714285714285,0.3333333333333333,0.5,0.5000000000000001,1.3333333333333333,2.5
731,MT,DEPUTADO ESTADUAL,PMN,0.2,0.0,0.25,inf,-1.0,0.24999999999999994
732,MT,DEPUTADO ESTADUAL,PSOL,0.0,0.3333333333333333,0.3333333333333333,0.0,inf,inf
733,MT,DEPUTADO ESTADUAL,PROS,0.0,0.29411764705882354,0.2727272727272727,-0.07272727272727282,inf,inf
734,MT,DEPUTADO ESTADUAL,PSD,0.0,0.36666666666666664,0.2,-0.4545454545454545,inf,inf
735,MT,DEPUTADO ESTADUAL,MDB,0.0,0.36666666666666664,0.375,0.0227272727272728,inf,inf
736,MT,DEPUTADO ESTADUAL,PATRI,0.0,0.36666666666666664,0.2857142857142857,-0.22077922077922077,inf,inf
737,MT,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.0,0.36666666666666664,0.25,-0.3181818181818181,inf,inf
738,MT,DEPUTADO ESTADUAL,DC,0.0,0.36666666666666664,0.36363636363636365,-0.008264462809917258,inf,inf
739,MT,DEPUTADO ESTADUAL,PPL,0.0,0.36666666666666664,0.2727272727272727,-0.256198347107438,inf,inf
740,MT,DEPUTADO ESTADUAL,REDE,0.0,0.36666666666666664,0.3333333333333333,-0.0909090909090909,inf,inf
741,MT,DEPUTADO ESTADUAL,PODE,0.0,0.36666666666666664,0.3076923076923077,-0.16083916083916072,inf,inf
