,UF,CARGO,SG_PARTIDO,propor10,propor14,propor18,Variaçao 14-18,Variaçao 10-14,Variaçao 10-18
246,AM,DEPUTADO FEDERAL,PMN,0.0,0.3333333333333333,0.16666666666666666,-0.5,inf,inf
247,AM,DEPUTADO FEDERAL,PP,0.5,1.0,0.0,-1.0,1.0,-1.0
248,AM,DEPUTADO FEDERAL,PSC,0.0,1.0,0.4,-0.6,inf,inf
249,AM,DEPUTADO FEDERAL,PR,0.0,0.5,0.6666666666666666,0.33333333333333326,inf,inf
250,AM,DEPUTADO FEDERAL,DEM,0.3333333333333333,0.0,0.5,inf,-1.0,0.5000000000000001
251,AM,DEPUTADO FEDERAL,PSDB,0.4,0.0,1.0,inf,-1.0,1.4999999999999998
252,AM,DEPUTADO FEDERAL,PRP,0.0,0.2857142857142857,0.2,-0.29999999999999993,inf,inf
253,AM,DEPUTADO FEDERAL,PHS,0.25,0.3333333333333333,0.5,0.5000000000000001,0.33333333333333326,1.0
254,AM,DEPUTADO FEDERAL,PV,0.375,0.5,0.3333333333333333,-0.33333333333333337,0.3333333333333333,-0.11111111111111116
255,AM,DEPUTADO FEDERAL,PC do B,0.0,0.0,0.375,inf,,inf
256,AM,DEPUTADO FEDERAL,PSTU,0.0,0.5,0.0,-1.0,inf,
257,AM,DEPUTADO FEDERAL,PSOL,0.0,0.375,0.26666666666666666,-0.2888888888888889,inf,inf
258,AM,DEPUTADO FEDERAL,PRTB,0.0,0.375,0.3333333333333333,-0.11111111111111116,inf,inf
259,AM,DEPUTADO FEDERAL,PPS,0.3333333333333333,0.0,0.5,inf,-1.0,0.5000000000000001
260,AM,DEPUTADO FEDERAL,PSL,0.25,0.0,0.0,,-1.0,-1.0
261,AM,DEPUTADO FEDERAL,PDT,0.5,0.0,0.3333333333333333,inf,-1.0,-0.33333333333333337
262,AM,DEPUTADO FEDERAL,PRB,0.0,0.75,0.0,-1.0,inf,
263,AM,DEPUTADO FEDERAL,PSD,0.0,0.2,0.0,-1.0,inf,
264,AM,DEPUTADO FEDERAL,PROS,0.0,0.5,0.0,-1.0,inf,
265,AM,DEPUTADO FEDERAL,PTC,0.0,0.0,0.5,inf,,inf
266,AM,DEPUTADO FEDERAL,MDB,0.0,0.0,0.5555555555555556,inf,,inf
267,AM,DEPUTADO FEDERAL,REDE,0.0,0.0,0.2857142857142857,inf,,inf
268,AM,DEPUTADO FEDERAL,DC,0.0,0.0,0.0,,,
269,AM,DEPUTADO FEDERAL,PATRI,0.0,0.0,0.375,inf,,inf
270,AM,DEPUTADO FEDERAL,AVANTE,0.0,0.0,0.14285714285714285,inf,,inf
271,AM,DEPUTADO FEDERAL,PMB,0.0,0.0,0.36363636363636365,inf,,inf
272,AM,DEPUTADO FEDERAL,PODE,0.0,0.0,0.4,inf,,inf
273,AM,DEPUTADO FEDERAL,PPL,0.0,0.0,0.4,inf,,inf
274,AM,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,0.0,0.0,,,
275,AM,SENADOR,PSDB,0.0,0.0,0.0,,,
276,AM,SENADOR,PSOL,0.0,0.0,0.0,,,
277,AM,SENADOR,PDT,0.0,0.0,0.0,,,
278,AM,SENADOR,PC do B,1.0,0.0,1.0,inf,-1.0,0.0
279,AM,SENADOR,PMN,1.0,0.0,0.0,,-1.0,-1.0
280,AM,SENADOR,MDB,1.0,0.0,0.0,,-1.0,-1.0
281,AM,SENADOR,REDE,1.0,0.0,0.0,,-1.0,-1.0
282,AM,SENADOR,PR,1.0,0.0,0.0,,-1.0,-1.0
283,BA,DEPUTADO ESTADUAL,PSDB,0.08333333333333333,0.13333333333333333,0.35714285714285715,1.6785714285714286,0.6000000000000001,3.285714285714286
284,BA,DEPUTADO ESTADUAL,PSL,0.4642857142857143,0.36363636363636365,0.2222222222222222,-0.38888888888888895,-0.2167832167832168,-0.5213675213675214
285,BA,DEPUTADO ESTADUAL,PRB,0.25806451612903225,0.5,0.29411764705882354,-0.4117647058823529,0.9375,0.13970588235294124
286,BA,DEPUTADO ESTADUAL,PRP,0.1724137931034483,0.25,0.0,-1.0,0.4499999999999999,-1.0
287,BA,DEPUTADO ESTADUAL,PP,0.1111111111111111,0.3076923076923077,0.26666666666666666,-0.1333333333333334,1.7692307692307696,1.4000000000000001
288,BA,DEPUTADO ESTADUAL,PSC,0.2222222222222222,0.25,0.325,0.30000000000000004,0.12500000000000006,0.46250000000000013
289,BA,DEPUTADO ESTADUAL,PDT,0.20689655172413793,0.3888888888888889,0.2222222222222222,-0.4285714285714286,0.8796296296296297,0.07407407407407403
290,BA,DEPUTADO ESTADUAL,PMN,0.05,0.34782608695652173,0.3333333333333333,-0.04166666666666669,5.956521739130435,5.666666666666666
291,BA,DEPUTADO ESTADUAL,PR,0.09523809523809523,0.36363636363636365,0.16666666666666666,-0.5416666666666667,2.8181818181818183,0.75
292,BA,DEPUTADO ESTADUAL,PPS,0.16666666666666666,0.38461538461538464,0.2,-0.48,1.307692307692308,0.20000000000000012
293,BA,DEPUTADO ESTADUAL,PC do B,0.125,0.30952380952380953,0.3409090909090909,0.10139860139860128,1.4761904761904763,1.727272727272727
294,BA,DEPUTADO ESTADUAL,PT,0.15384615384615385,0.24528301886792453,0.34615384615384615,0.4112426035502958,0.5943396226415093,1.2499999999999998
295,BA,DEPUTADO ESTADUAL,PTC,0.17073170731707318,0.26666666666666666,0.296875,0.11328125000000001,0.5619047619047618,0.7388392857142856
296,BA,DEPUTADO ESTADUAL,PTB,0.1111111111111111,0.3125,0.4166666666666667,0.33333333333333337,1.8125000000000002,2.7500000000000004
297,BA,DEPUTADO ESTADUAL,PV,0.11363636363636363,0.35135135135135137,0.46153846153846156,0.3136094674556213,2.091891891891892,3.0615384615384618
298,BA,DEPUTADO ESTADUAL,PSB,0.16666666666666666,0.275,0.3333333333333333,0.21212121212121196,0.6500000000000002,1.0
299,BA,DEPUTADO ESTADUAL,PHS,0.2564102564102564,0.125,0.38235294117647056,2.0588235294117645,-0.5125,0.4911764705882353
300,BA,DEPUTADO ESTADUAL,DEM,0.2,0.2857142857142857,0.20689655172413793,-0.27586206896551724,0.42857142857142844,0.034482758620689585
301,BA,DEPUTADO ESTADUAL,PSOL,0.07692307692307693,0.3076923076923077,0.2978723404255319,-0.03191489361702138,3.0,2.8723404255319145
302,BA,DEPUTADO ESTADUAL,PRTB,0.0,0.15789473684210525,0.21428571428571427,0.35714285714285715,inf,inf
303,BA,DEPUTADO ESTADUAL,PSD,0.0,0.3333333333333333,0.38461538461538464,0.15384615384615397,inf,inf
304,BA,DEPUTADO ESTADUAL,PPL,0.0,0.25,0.2727272727272727,0.09090909090909083,inf,inf
305,BA,DEPUTADO ESTADUAL,PROS,0.0,0.2,0.5,1.4999999999999998,inf,inf
306,BA,DEPUTADO ESTADUAL,PATRI,0.0,0.2,0.3333333333333333,0.6666666666666665,inf,inf
307,BA,DEPUTADO ESTADUAL,REDE,0.0,0.2,0.1875,-0.06250000000000006,inf,inf
308,BA,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.0,0.2,0.2903225806451613,0.4516129032258065,inf,inf
309,BA,DEPUTADO ESTADUAL,DC,0.0,0.2,0.32,0.6,inf,inf
310,BA,DEPUTADO ESTADUAL,PODE,0.0,0.2,0.3333333333333333,0.6666666666666665,inf,inf
311,BA,DEPUTADO ESTADUAL,MDB,0.0,0.2,0.391304347826087,0.9565217391304348,inf,inf
312,BA,DEPUTADO ESTADUAL,AVANTE,0.0,0.2,0.0,-1.0,inf,
313,BA,DEPUTADO ESTADUAL,PCO,0.0,0.2,0.0,-1.0,inf,
314,BA,DEPUTADO ESTADUAL,PMB,0.0,0.2,1.0,4.0,inf,inf
315,BA,DEPUTADO FEDERAL,PRB,0.125,0.3333333333333333,0.5,0.5000000000000001,1.6666666666666665,3.0
316,BA,DEPUTADO FEDERAL,PSB,0.0,0.3888888888888889,0.3333333333333333,-0.1428571428571429,inf,inf
317,BA,DEPUTADO FEDERAL,PT,0.09523809523809523,0.2727272727272727,0.2857142857142857,0.04761904761904764,1.8636363636363635,2.0
318,BA,DEPUTADO FEDERAL,PRP,0.08333333333333333,0.1875,0.5,1.6666666666666667,1.2500000000000002,5.000000000000001
319,BA,DEPUTADO FEDERAL,PC do B,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
320,BA,DEPUTADO FEDERAL,DEM,0.05263157894736842,0.2608695652173913,0.32558139534883723,0.2480620155038761,3.956521739130435,5.186046511627908
321,BA,DEPUTADO FEDERAL,PTC,0.15789473684210525,0.5263157894736842,0.2413793103448276,-0.5413793103448274,2.3333333333333335,0.5287356321839082
322,BA,DEPUTADO FEDERAL,PSOL,0.0,0.35,0.35294117647058826,0.008403361344537945,inf,inf
323,BA,DEPUTADO FEDERAL,PSL,0.4,0.3,0.21428571428571427,-0.28571428571428575,-0.25000000000000006,-0.46428571428571436
324,BA,DEPUTADO FEDERAL,PR,0.1,0.3333333333333333,0.0,-1.0,2.333333333333333,-1.0
325,BA,DEPUTADO FEDERAL,PRTB,0.0,0.2413793103448276,0.23076923076923078,-0.043956043956043946,inf,inf
326,BA,DEPUTADO FEDERAL,PMN,0.0,0.0,0.25,inf,,inf
327,BA,DEPUTADO FEDERAL,PDT,0.09090909090909091,0.3333333333333333,0.3157894736842105,-0.05263157894736842,2.6666666666666665,2.4736842105263155
328,BA,DEPUTADO FEDERAL,PSDB,0.32,0.2,0.45454545454545453,1.2727272727272725,-0.375,0.42045454545454536
329,BA,DEPUTADO FEDERAL,PTB,0.0,0.3333333333333333,0.5,0.5000000000000001,inf,inf
330,BA,DEPUTADO FEDERAL,PV,0.2857142857142857,0.18181818181818182,0.4166666666666667,1.2916666666666667,-0.3636363636363636,0.4583333333333335
331,BA,DEPUTADO FEDERAL,PHS,0.0,0.4,0.3076923076923077,-0.23076923076923078,inf,inf
332,BA,DEPUTADO FEDERAL,PPS,0.07692307692307693,0.42857142857142855,0.5,0.16666666666666674,4.571428571428571,5.5
333,BA,DEPUTADO FEDERAL,PSC,0.17647058823529413,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.8888888888888886,1.5185185185185182
334,BA,DEPUTADO FEDERAL,PP,0.0,0.2857142857142857,0.375,0.31250000000000006,inf,inf
335,BA,DEPUTADO FEDERAL,PSD,0.0,0.4166666666666667,0.3,-0.2800000000000001,inf,inf
336,BA,DEPUTADO FEDERAL,PROS,0.0,0.6666666666666666,0.4,-0.3999999999999999,inf,inf
337,BA,DEPUTADO FEDERAL,PPL,0.0,0.0,0.5,inf,,inf
338,BA,DEPUTADO FEDERAL,DC,0.0,0.0,0.375,inf,,inf
339,BA,DEPUTADO FEDERAL,MDB,0.0,0.0,0.2926829268292683,inf,,inf
340,BA,DEPUTADO FEDERAL,PATRI,0.0,0.0,0.3,inf,,inf
341,BA,DEPUTADO FEDERAL,REDE,0.0,0.0,0.3,inf,,inf
342,BA,DEPUTADO FEDERAL,AVANTE,0.0,0.0,0.3333333333333333,inf,,inf
343,BA,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,0.0,0.0,,,
344,BA,DEPUTADO FEDERAL,PODE,0.0,0.0,0.5,inf,,inf
345,BA,DEPUTADO FEDERAL,PCO,0.0,0.0,0.5,inf,,inf
346,BA,DEPUTADO FEDERAL,NOVO,0.0,0.0,0.375,inf,,inf
347,BA,DEPUTADO FEDERAL,PMB,0.0,0.0,1.0,inf,,inf
348,BA,SENADOR,PSOL,0.5,0.0,0.0,,-1.0,-1.0
349,BA,SENADOR,PT,0.0,0.0,0.0,,,
350,BA,SENADOR,PSD,0.0,0.0,0.0,,,
351,BA,SENADOR,REDE,0.0,0.0,0.0,,,
352,BA,SENADOR,DC,0.0,0.0,0.0,,,
353,BA,SENADOR,MDB,0.0,0.0,0.0,,,
354,BA,SENADOR,PCO,0.0,0.0,0.0,,,
355,BA,SENADOR,PSDB,0.0,0.0,0.0,,,
356,BA,SENADOR,PRTB,0.0,0.0,0.0,,,
357,BA,SENADOR,PSC,0.0,0.0,0.0,,,
358,BA,SENADOR,PSL,0.0,0.0,0.0,,,
359,CE,DEPUTADO ESTADUAL,PR,0.2564102564102564,0.32,0.5,0.5625,0.24800000000000014,0.9500000000000002
360,CE,DEPUTADO ESTADUAL,PC do B,0.34615384615384615,0.325,0.3225806451612903,-0.007444168734491377,-0.061111111111111054,-0.06810035842293907
361,CE,DEPUTADO ESTADUAL,PV,0.2972972972972973,0.2727272727272727,0.4,0.46666666666666684,-0.08264462809917367,0.34545454545454546
362,CE,DEPUTADO ESTADUAL,PMN,0.32,0.35714285714285715,0.30303030303030304,-0.15151515151515152,0.11607142857142858,-0.053030303030303025
363,CE,DEPUTADO ESTADUAL,PTC,0.25,0.36507936507936506,0.30303030303030304,-0.16996047430830033,0.46031746031746024,0.21212121212121215
364,CE,DEPUTADO ESTADUAL,DEM,0.32432432432432434,0.3125,0.5555555555555556,0.7777777777777779,-0.036458333333333384,0.7129629629629629
365,CE,DEPUTADO ESTADUAL,PHS,0.25,0.4,0.0,-1.0,0.6000000000000001,-1.0
366,CE,DEPUTADO ESTADUAL,PSDB,0.34782608695652173,0.21052631578947367,0.3157894736842105,0.5,-0.39473684210526316,-0.09210526315789476
367,CE,DEPUTADO ESTADUAL,PTB,0.2,0.375,0.3333333333333333,-0.11111111111111116,0.8749999999999999,0.6666666666666665
368,CE,DEPUTADO ESTADUAL,PSOL,0.2727272727272727,0.3611111111111111,0.30303030303030304,-0.1608391608391608,0.3240740740740741,0.11111111111111123
369,CE,DEPUTADO ESTADUAL,PSB,0.30434782608695654,0.4,0.2727272727272727,-0.3181818181818183,0.3142857142857143,-0.10389610389610401
370,CE,DEPUTADO ESTADUAL,PT,0.2608695652173913,0.3125,0.2857142857142857,-0.08571428571428577,0.1979166666666667,0.0952380952380952
371,CE,DEPUTADO ESTADUAL,PSC,0.2,0.30303030303030304,0.5,0.6499999999999999,0.5151515151515151,1.4999999999999998
372,CE,DEPUTADO ESTADUAL,PP,0.25,0.25,0.125,-0.5,0.0,-0.5
373,CE,DEPUTADO ESTADUAL,PSL,0.25,0.6363636363636364,0.21951219512195122,-0.6550522648083624,1.5454545454545454,-0.12195121951219512
374,CE,DEPUTADO ESTADUAL,PRB,0.3333333333333333,0.3,0.5,0.6666666666666667,-0.09999999999999998,0.5000000000000001
375,CE,DEPUTADO ESTADUAL,PPS,0.42857142857142855,0.3,0.3333333333333333,0.11111111111111109,-0.3,-0.2222222222222222
376,CE,DEPUTADO ESTADUAL,PDT,0.3055555555555556,0.3125,0.25,-0.2,0.022727272727272645,-0.18181818181818188
377,CE,DEPUTADO ESTADUAL,PRP,0.3333333333333333,0.16666666666666666,0.0,-1.0,-0.5,-1.0
378,CE,DEPUTADO ESTADUAL,PRTB,0.4117647058823529,0.1111111111111111,0.2857142857142857,1.5714285714285714,-0.7301587301587301,-0.30612244897959184
379,CE,DEPUTADO ESTADUAL,PSTU,0.0,0.3333333333333333,0.4,0.20000000000000012,inf,inf
380,CE,DEPUTADO ESTADUAL,PPL,0.3333333333333333,0.21428571428571427,0.2,-0.06666666666666657,-0.35714285714285715,-0.3999999999999999
381,CE,DEPUTADO ESTADUAL,PSD,0.3333333333333333,0.125,0.3333333333333333,1.6666666666666665,-0.625,0.0
382,CE,DEPUTADO ESTADUAL,PROS,0.3333333333333333,0.18181818181818182,0.3125,0.71875,-0.4545454545454545,-0.062499999999999944
383,CE,DEPUTADO ESTADUAL,PATRI,0.3333333333333333,0.18181818181818182,0.2962962962962963,0.6296296296296295,-0.4545454545454545,-0.1111111111111111
384,CE,DEPUTADO ESTADUAL,DC,0.3333333333333333,0.18181818181818182,0.42857142857142855,1.357142857142857,-0.4545454545454545,0.2857142857142857
385,CE,DEPUTADO ESTADUAL,AVANTE,0.3333333333333333,0.18181818181818182,0.21428571428571427,0.17857142857142846,-0.4545454545454545,-0.35714285714285715
386,CE,DEPUTADO ESTADUAL,PODE,0.3333333333333333,0.18181818181818182,0.35294117647058826,0.9411764705882354,-0.4545454545454545,0.05882352941176483
387,CE,DEPUTADO ESTADUAL,MDB,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.2941176470588235,-0.4545454545454545,-0.2941176470588235
388,CE,DEPUTADO ESTADUAL,SOLIDARIEDADE,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.8333333333333331,-0.4545454545454545,0.0
389,CE,DEPUTADO ESTADUAL,REDE,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.8333333333333331,-0.4545454545454545,0.0
390,CE,DEPUTADO ESTADUAL,PCO,0.3333333333333333,0.18181818181818182,0.0,-1.0,-0.4545454545454545,-1.0
391,CE,DEPUTADO FEDERAL,PSOL,0.2857142857142857,0.3333333333333333,0.32,-0.039999999999999925,0.16666666666666666,0.12000000000000008
392,CE,DEPUTADO FEDERAL,PR,0.2857142857142857,0.25,0.4,0.6000000000000001,-0.12499999999999994,0.40000000000000013
393,CE,DEPUTADO FEDERAL,PSB,0.16666666666666666,0.3103448275862069,0.3333333333333333,0.07407407407407399,0.8620689655172415,1.0
394,CE,DEPUTADO FEDERAL,PPS,0.4,0.5,0.5,0.0,0.24999999999999994,0.24999999999999994
395,CE,DEPUTADO FEDERAL,PSTU,0.5,0.3,0.0,-1.0,-0.4,-1.0
396,CE,DEPUTADO FEDERAL,PDT,0.3333333333333333,0.0,0.2857142857142857,inf,-1.0,-0.14285714285714285
397,CE,DEPUTADO FEDERAL,PSDB,0.35714285714285715,0.3333333333333333,0.3076923076923077,-0.07692307692307682,-0.06666666666666674,-0.13846153846153844
398,CE,DEPUTADO FEDERAL,PTB,0.3333333333333333,0.6666666666666666,0.5,-0.24999999999999994,1.0,0.5000000000000001
399,CE,DEPUTADO FEDERAL,PP,0.2,0.4,0.5,0.24999999999999994,1.0,1.4999999999999998
400,CE,DEPUTADO FEDERAL,DEM,0.25,0.25,0.5,1.0,0.0,1.0
401,CE,DEPUTADO FEDERAL,PRTB,0.0,0.4,0.2,-0.5,inf,inf
402,CE,DEPUTADO FEDERAL,PT,0.25,0.3,0.4166666666666667,0.388888888888889,0.19999999999999996,0.6666666666666667
403,CE,DEPUTADO FEDERAL,PV,0.1111111111111111,0.3333333333333333,0.5,0.5000000000000001,2.0,3.5000000000000004
404,CE,DEPUTADO FEDERAL,PMN,0.0,0.4,0.5,0.24999999999999994,inf,inf
405,CE,DEPUTADO FEDERAL,PC do B,0.5,0.25,0.0,-1.0,-0.5,-1.0
406,CE,DEPUTADO FEDERAL,PSL,0.2,0.3333333333333333,0.38461538461538464,0.15384615384615397,0.6666666666666665,0.9230769230769231
407,CE,DEPUTADO FEDERAL,PHS,0.25,0.5,0.2,-0.6,1.0,-0.19999999999999996
408,CE,DEPUTADO FEDERAL,PTC,0.25,0.2727272727272727,0.3,0.10000000000000005,0.09090909090909083,0.19999999999999996
409,CE,DEPUTADO FEDERAL,PSC,0.5,0.2857142857142857,1.0,2.5,-0.4285714285714286,1.0
410,CE,DEPUTADO FEDERAL,PRB,0.3333333333333333,0.3333333333333333,0.0,-1.0,0.0,-1.0
411,CE,DEPUTADO FEDERAL,PRP,0.0,0.0,0.25,inf,,inf
412,CE,DEPUTADO FEDERAL,PCB,0.5,0.0,0.0,,-1.0,-1.0
413,CE,DEPUTADO FEDERAL,PROS,0.5,0.2222222222222222,0.3,0.35000000000000003,-0.5555555555555556,-0.4
414,CE,DEPUTADO FEDERAL,PSD,0.5,0.0,0.2,inf,-1.0,-0.6
415,CE,DEPUTADO FEDERAL,PPL,0.5,0.0,0.0,,-1.0,-1.0
416,CE,DEPUTADO FEDERAL,NOVO,0.5,0.0,0.3333333333333333,inf,-1.0,-0.33333333333333337
417,CE,DEPUTADO FEDERAL,AVANTE,0.5,0.0,0.16666666666666666,inf,-1.0,-0.6666666666666667
418,CE,DEPUTADO FEDERAL,REDE,0.5,0.0,0.3125,inf,-1.0,-0.375
419,CE,DEPUTADO FEDERAL,MDB,0.5,0.0,0.6666666666666666,inf,-1.0,0.33333333333333326
420,CE,DEPUTADO FEDERAL,PATRI,0.5,0.0,0.2857142857142857,inf,-1.0,-0.4285714285714286
421,CE,DEPUTADO FEDERAL,DC,0.5,0.0,0.0,,-1.0,-1.0
422,CE,DEPUTADO FEDERAL,PODE,0.5,0.0,0.0,,-1.0,-1.0
423,CE,DEPUTADO FEDERAL,SOLIDARIEDADE,0.5,0.0,0.0,,-1.0,-1.0
424,CE,DEPUTADO FEDERAL,PCO,0.5,0.0,1.0,inf,-1.0,1.0
425,CE,SENADOR,PSOL,1.0,0.0,0.5,inf,-1.0,-0.5
426,CE,SENADOR,PSTU,0.5,1.0,0.0,-1.0,1.0,-1.0
427,CE,SENADOR,PSDB,0.0,0.0,1.0,inf,,inf
428,CE,SENADOR,PROS,0.0,0.0,0.0,,,
429,CE,SENADOR,PTC,0.0,1.0,0.0,-1.0,inf,
430,CE,SENADOR,PSL,0.0,1.0,0.0,-1.0,inf,
431,CE,SENADOR,PCO,0.0,1.0,0.0,-1.0,inf,
432,CE,SENADOR,REDE,0.0,1.0,0.0,-1.0,inf,
433,CE,SENADOR,PDT,0.0,1.0,0.0,-1.0,inf,
434,CE,SENADOR,MDB,0.0,1.0,0.0,-1.0,inf,
435,CE,SENADOR,PODE,0.0,1.0,0.0,-1.0,inf,
436,DF,DEPUTADO FEDERAL,DEM,0.0,0.0,0.3333333333333333,inf,,inf
437,DF,DEPUTADO FEDERAL,PSOL,0.2727272727272727,0.3076923076923077,0.3333333333333333,0.08333333333333322,0.12820512820512836,0.22222222222222224
438,DF,DEPUTADO FEDERAL,PSL,0.3333333333333333,0.0,0.0,,-1.0,-1.0
439,DF,DEPUTADO FEDERAL,PDT,0.0,0.2727272727272727,0.0,-1.0,inf,
440,DF,DEPUTADO FEDERAL,PMN,0.5,0.6666666666666666,0.16666666666666666,-0.75,0.33333333333333326,-0.6666666666666667
441,DF,DEPUTADO FEDERAL,PRTB,0.25,0.42857142857142855,0.3333333333333333,-0.2222222222222222,0.7142857142857142,0.33333333333333326
442,DF,DEPUTADO FEDERAL,PV,0.3333333333333333,0.0,0.5,inf,-1.0,0.5000000000000001
443,DF,DEPUTADO FEDERAL,PTB,0.1,0.4,0.16666666666666666,-0.5833333333333334,3.0000000000000004,0.6666666666666665
444,DF,DEPUTADO FEDERAL,PHS,0.15384615384615385,0.6,0.3333333333333333,-0.4444444444444445,2.8999999999999995,1.1666666666666665
445,DF,DEPUTADO FEDERAL,PPS,0.0,0.5,0.25,-0.5,inf,inf
446,DF,DEPUTADO FEDERAL,PT,0.14285714285714285,0.45454545454545453,0.375,-0.17499999999999996,2.181818181818182,1.6250000000000002
447,DF,DEPUTADO FEDERAL,PRP,0.5,0.0,0.3,inf,-1.0,-0.4
448,DF,DEPUTADO FEDERAL,PTC,0.25,0.5,0.5,0.0,1.0,1.0
449,DF,DEPUTADO FEDERAL,PSTU,0.3333333333333333,0.5,1.0,1.0,0.5000000000000001,2.0000000000000004
450,DF,DEPUTADO FEDERAL,PSB,0.5,0.3,0.5,0.6666666666666667,-0.4,0.0
451,DF,DEPUTADO FEDERAL,PP,0.0,0.3333333333333333,0.5,0.5000000000000001,inf,inf
452,DF,DEPUTADO FEDERAL,PSC,0.3333333333333333,0.3333333333333333,0.4,0.20000000000000012,0.0,0.20000000000000012
453,DF,DEPUTADO FEDERAL,PR,0.0,0.16666666666666666,0.4,1.4000000000000004,inf,inf
454,DF,DEPUTADO FEDERAL,PC do B,0.0,0.0,0.3333333333333333,inf,,inf
455,DF,DEPUTADO FEDERAL,PRB,0.5,0.0,0.5,inf,-1.0,0.0
456,DF,DEPUTADO FEDERAL,PSDB,0.5,0.3333333333333333,0.2,-0.3999999999999999,-0.33333333333333337,-0.6
457,DF,DEPUTADO FEDERAL,PCB,0.0,0.0,0.0,,,
458,DF,DEPUTADO FEDERAL,PCO,1.0,0.0,0.25,inf,-1.0,-0.75
459,DF,DEPUTADO FEDERAL,PPL,0.0,0.0,0.3076923076923077,inf,,inf
460,DF,DEPUTADO FEDERAL,PSD,0.0,0.0,0.0,,,
461,DF,DEPUTADO FEDERAL,PROS,0.0,0.0,0.4444444444444444,inf,,inf
462,DF,DEPUTADO FEDERAL,NOVO,0.0,0.0,0.3333333333333333,inf,,inf
463,DF,DEPUTADO FEDERAL,DC,0.0,0.0,0.3125,inf,,inf
464,DF,DEPUTADO FEDERAL,REDE,0.0,0.0,0.3333333333333333,inf,,inf
465,DF,DEPUTADO FEDERAL,AVANTE,0.0,0.0,0.375,inf,,inf
466,DF,DEPUTADO FEDERAL,PATRI,0.0,0.0,0.0,,,
467,DF,DEPUTADO FEDERAL,PMB,0.0,0.0,0.0,,,
468,DF,DEPUTADO FEDERAL,MDB,0.0,0.0,0.3333333333333333,inf,,inf
469,DF,DEPUTADO FEDERAL,SOLIDARIEDADE,0.0,0.0,0.0,,,
470,DF,DEPUTADO FEDERAL,PODE,0.0,0.0,0.0,,,
471,DF,SENADOR,PSOL,0.0,0.0,0.0,,,
472,DF,SENADOR,PCO,0.0,0.0,0.0,,,
473,DF,SENADOR,PSDB,1.0,1.0,0.5,-0.5,0.0,-0.5
474,DF,SENADOR,PSTU,0.0,0.0,0.0,,,
475,DF,SENADOR,PSB,0.0,0.0,1.0,inf,,inf
476,DF,SENADOR,PT,0.0,0.0,0.0,,,
477,DF,SENADOR,PTB,0.0,0.0,0.0,,,
478,DF,SENADOR,PPL,0.0,0.0,0.0,,,
479,DF,SENADOR,REDE,0.0,0.0,0.0,,,
480,DF,SENADOR,PP,0.0,0.0,0.0,,,
481,DF,SENADOR,PPS,0.0,0.0,0.0,,,
482,DF,SENADOR,NOVO,0.0,0.0,0.0,,,
483,DF,SENADOR,PR,0.0,0.0,1.0,inf,,inf
484,DF,SENADOR,PRP,0.0,0.0,0.0,,,
485,DF,SENADOR,PMN,0.0,0.0,0.0,,,
486,DF,SENADOR,SOLIDARIEDADE,0.0,0.0,0.0,,,
487,DF,SENADOR,PRTB,0.0,0.0,0.0,,,
488,ES,DEPUTADO ESTADUAL,PRP,0.11538461538461539,0.37037037037037035,0.27586206896551724,-0.2551724137931034,2.209876543209876,1.3908045977011492
489,ES,DEPUTADO ESTADUAL,PC do B,0.125,0.2916666666666667,0.3225806451612903,0.10599078341013815,1.3333333333333335,1.5806451612903225
490,ES,DEPUTADO ESTADUAL,PPS,0.2,0.15384615384615385,0.3333333333333333,1.1666666666666665,-0.23076923076923078,0.6666666666666665
491,ES,DEPUTADO ESTADUAL,PSC,0.1111111111111111,0.3181818181818182,0.2,-0.3714285714285714,1.8636363636363638,0.8000000000000002
492,ES,DEPUTADO ESTADUAL,PTB,0.11428571428571428,0.3333333333333333,0.2,-0.3999999999999999,1.9166666666666667,0.7500000000000001
493,ES,DEPUTADO ESTADUAL,PHS,0.0625,0.2608695652173913,0.3125,0.1979166666666667,3.1739130434782608,4.0
494,ES,DEPUTADO ESTADUAL,PSL,0.1111111111111111,0.42857142857142855,0.3157894736842105,-0.2631578947368421,2.857142857142857,1.8421052631578947
495,ES,DEPUTADO ESTADUAL,PSDB,0.09090909090909091,0.32727272727272727,0.40625,0.24131944444444445,2.6,3.4687499999999996
496,ES,DEPUTADO ESTADUAL,PP,0.038461538461538464,0.3333333333333333,0.34375,0.031250000000000056,7.666666666666665,7.9375
497,ES,DEPUTADO ESTADUAL,PTC,0.1875,0.625,0.23529411764705882,-0.6235294117647059,2.3333333333333335,0.2549019607843137
498,ES,DEPUTADO ESTADUAL,PSOL,0.0,0.3,0.5,0.6666666666666667,inf,inf
499,ES,DEPUTADO ESTADUAL,PR,0.0,0.3125,0.15384615384615385,-0.5076923076923077,inf,inf
