,ANO,UF,CARGO,QTD_HOMENS,QTD_MULHERES,p_MULHERES,DEFERIDOS_HOMENS,DEFERIDO_MULHERES,p_DEFERIDOS_ENTRE_HOMENS,p_DEFERIDOS_ENTRE_MULHERES
186,2018,MG,DEPUTADO ESTADUAL,947,431,0.3127721335268505,203,98,0.21436114044350582,0.2273781902552204
187,2018,MG,DEPUTADO FEDERAL,630,288,0.3137254901960784,121,43,0.19206349206349208,0.14930555555555555
188,2018,PA,DEPUTADO ESTADUAL,460,223,0.32650073206442165,240,101,0.5217391304347826,0.452914798206278
189,2018,PA,DEPUTADO FEDERAL,98,43,0.3049645390070922,20,10,0.20408163265306123,0.23255813953488372
190,2018,PB,DEPUTADO ESTADUAL,290,131,0.31116389548693585,129,46,0.44482758620689655,0.3511450381679389
191,2018,PB,DEPUTADO FEDERAL,107,52,0.3270440251572327,62,35,0.5794392523364486,0.6730769230769231
192,2018,PR,DEPUTADO ESTADUAL,528,235,0.30799475753604194,75,32,0.14204545454545456,0.13617021276595745
193,2018,PR,DEPUTADO FEDERAL,310,137,0.30648769574944074,28,9,0.09032258064516129,0.06569343065693431
194,2018,PE,DEPUTADO ESTADUAL,469,210,0.30927835051546393,163,79,0.34754797441364604,0.3761904761904762
195,2018,PE,DEPUTADO FEDERAL,243,113,0.31741573033707865,60,29,0.24691358024691357,0.25663716814159293
196,2018,PI,DEPUTADO ESTADUAL,147,68,0.31627906976744186,16,6,0.10884353741496598,0.08823529411764706
197,2018,PI,DEPUTADO FEDERAL,94,47,0.3333333333333333,22,17,0.23404255319148937,0.3617021276595745
198,2018,RJ,DEPUTADO ESTADUAL,1690,763,0.31104769669792093,512,236,0.3029585798816568,0.30930537352555704
199,2018,RJ,DEPUTADO FEDERAL,769,342,0.30783078307830786,176,89,0.22886866059817945,0.260233918128655
200,2018,RN,DEPUTADO ESTADUAL,219,108,0.3302752293577982,0,0,0.0,0.0
201,2018,RN,DEPUTADO FEDERAL,80,40,0.3333333333333333,9,7,0.1125,0.175
202,2018,RS,DEPUTADO ESTADUAL,577,272,0.32037691401649,433,192,0.7504332755632582,0.7058823529411765
203,2018,RS,DEPUTADO FEDERAL,284,137,0.3254156769596199,249,118,0.8767605633802817,0.8613138686131386
204,2018,RO,DEPUTADO ESTADUAL,311,147,0.32096069868995636,138,47,0.4437299035369775,0.3197278911564626
205,2018,RO,DEPUTADO FEDERAL,78,39,0.3333333333333333,19,7,0.24358974358974358,0.1794871794871795
206,2018,RR,DEPUTADO ESTADUAL,325,157,0.3257261410788382,229,102,0.7046153846153846,0.6496815286624203
207,2018,RR,DEPUTADO FEDERAL,103,51,0.33116883116883117,51,25,0.49514563106796117,0.49019607843137253
208,2018,SC,DEPUTADO ESTADUAL,317,147,0.3168103448275862,88,35,0.277602523659306,0.23809523809523808
209,2018,SC,DEPUTADO FEDERAL,167,81,0.32661290322580644,73,31,0.437125748502994,0.38271604938271603
210,2018,SP,DEPUTADO ESTADUAL,1473,694,0.3202584217812644,1032,504,0.7006109979633401,0.7262247838616714
211,2018,SP,DEPUTADO FEDERAL,1155,527,0.31331747919143876,783,364,0.6779220779220779,0.6907020872865275
212,2018,SE,DEPUTADO ESTADUAL,223,110,0.3303303303303303,177,86,0.7937219730941704,0.7818181818181819
213,2018,SE,DEPUTADO FEDERAL,84,39,0.3170731707317073,65,33,0.7738095238095238,0.8461538461538461
214,2018,TO,DEPUTADO ESTADUAL,156,75,0.3246753246753247,76,31,0.48717948717948717,0.41333333333333333
215,2018,TO,DEPUTADO FEDERAL,56,30,0.3488372093023256,29,19,0.5178571428571429,0.6333333333333333
