,UF,CARGO,COR,propor14,propor18,Variaçao 14-18
38,AP,DEPUTADO FEDERAL,AMARELA,0.008695652173913044,0.008403361344537815,-0.033613445378151315
39,AP,DEPUTADO FEDERAL,INDÍGENA,0.0,0.008403361344537815,inf
40,AP,SENADOR,BRANCA,0.4,0.5833333333333334,0.45833333333333337
41,AP,SENADOR,PRETA,0.2,0.08333333333333333,-0.5833333333333334
42,AP,SENADOR,PARDA,0.4,0.3333333333333333,-0.16666666666666677
43,AP,SENADOR,AMARELA,0.0,0.0,
44,AP,SENADOR,INDÍGENA,0.0,0.0,
45,AM,DEPUTADO ESTADUAL,BRANCA,0.2857142857142857,0.2732824427480916,-0.043511450381679334
46,AM,DEPUTADO ESTADUAL,PRETA,0.061224489795918366,0.07633587786259542,0.24681933842239193
47,AM,DEPUTADO ESTADUAL,PARDA,0.6420722135007849,0.6259541984732825,-0.025103118759215278
48,AM,DEPUTADO ESTADUAL,AMARELA,0.0,0.004580152671755725,inf
49,AM,DEPUTADO ESTADUAL,INDÍGENA,0.01098901098901099,0.01984732824427481,0.8061068702290075
50,AM,DEPUTADO FEDERAL,BRANCA,0.3373493975903614,0.3092105263157895,-0.08341165413533823
51,AM,DEPUTADO FEDERAL,PRETA,0.03614457831325301,0.09868421052631579,1.7302631578947367
52,AM,DEPUTADO FEDERAL,PARDA,0.6144578313253012,0.5592105263157895,-0.08991228070175433
53,AM,DEPUTADO FEDERAL,AMARELA,0.0,0.006578947368421052,inf
54,AM,DEPUTADO FEDERAL,INDÍGENA,0.012048192771084338,0.02631578947368421,1.1842105263157892
55,AM,SENADOR,BRANCA,0.6666666666666666,0.6666666666666666,0.0
56,AM,SENADOR,PRETA,0.0,0.1111111111111111,inf
57,AM,SENADOR,PARDA,0.3333333333333333,0.2222222222222222,-0.3333333333333333
58,AM,SENADOR,AMARELA,0.0,0.0,
59,AM,SENADOR,INDÍGENA,0.0,0.0,
60,BA,DEPUTADO ESTADUAL,BRANCA,0.2648809523809524,0.23244929797191888,-0.12243860540938492
61,BA,DEPUTADO ESTADUAL,PRETA,0.20238095238095238,0.24804992199687986,0.2256584381022299
62,BA,DEPUTADO ESTADUAL,PARDA,0.5267857142857143,0.5070202808112324,-0.03752082286681309
63,BA,DEPUTADO ESTADUAL,AMARELA,0.001488095238095238,0.0062402496099844,3.193447737909517
64,BA,DEPUTADO ESTADUAL,INDÍGENA,0.004464285714285714,0.0062402496099844,0.39781591263650556
65,BA,DEPUTADO FEDERAL,BRANCA,0.3359173126614987,0.2745490981963928,-0.18268845383073842
66,BA,DEPUTADO FEDERAL,PRETA,0.17054263565891473,0.20440881763527055,0.19857897613408643
67,BA,DEPUTADO FEDERAL,PARDA,0.4754521963824289,0.5150300601202404,0.08324257210072315
68,BA,DEPUTADO FEDERAL,AMARELA,0.00516795865633075,0.0,-1.0
69,BA,DEPUTADO FEDERAL,INDÍGENA,0.012919896640826873,0.006012024048096192,-0.5346693386773547
70,BA,SENADOR,BRANCA,0.5714285714285714,0.5454545454545454,-0.04545454545454547
