,UF,ANO,CARGO,DS,COR,CANDIDATOS_COR,TOTAL,% do Total
4259,PA,2018,SENADOR,PRP,BRANCA,1,1,1.0
4260,PA,2018,SENADOR,PR,BRANCA,1,1,1.0
4261,PA,2018,SENADOR,PTC,PARDA,1,1,1.0
4262,PA,2018,SENADOR,PT,BRANCA,1,1,1.0
4263,PA,2018,SENADOR,PP,PARDA,1,1,1.0
4264,PA,2018,SENADOR,PSC,BRANCA,1,1,1.0
4265,PA,2018,SENADOR,SOLIDARIEDADE,PARDA,1,1,1.0
4266,PA,2018,SENADOR,MDB,PARDA,1,1,1.0
4267,PA,2018,SENADOR,PV,PARDA,1,1,1.0
4268,PB,2014,DEPUTADO ESTADUAL,PMDB,BRANCA,14,14,1.0
4269,PB,2014,DEPUTADO ESTADUAL,PRP,BRANCA,4,10,0.4
4270,PB,2014,DEPUTADO ESTADUAL,PRP,PARDA,6,10,0.6
4271,PB,2014,DEPUTADO ESTADUAL,PT,BRANCA,13,16,0.8125
4272,PB,2014,DEPUTADO ESTADUAL,PT,PRETA,3,16,0.1875
4273,PB,2014,DEPUTADO ESTADUAL,PTN,BRANCA,6,9,0.6666666666666666
4274,PB,2014,DEPUTADO ESTADUAL,PTN,PARDA,3,9,0.3333333333333333
4275,PB,2014,DEPUTADO ESTADUAL,PMN,BRANCA,8,22,0.36363636363636365
4276,PB,2014,DEPUTADO ESTADUAL,PMN,PARDA,14,22,0.6363636363636364
4277,PB,2014,DEPUTADO ESTADUAL,PPS,BRANCA,10,11,0.9090909090909091
4278,PB,2014,DEPUTADO ESTADUAL,PPS,PRETA,1,11,0.09090909090909091
4279,PB,2014,DEPUTADO ESTADUAL,PT do B,BRANCA,19,36,0.5277777777777778
4280,PB,2014,DEPUTADO ESTADUAL,PT do B,PARDA,17,36,0.4722222222222222
4281,PB,2014,DEPUTADO ESTADUAL,PDT,BRANCA,2,4,0.5
4282,PB,2014,DEPUTADO ESTADUAL,PDT,PARDA,2,4,0.5
4283,PB,2014,DEPUTADO ESTADUAL,PV,BRANCA,5,7,0.7142857142857143
4284,PB,2014,DEPUTADO ESTADUAL,PV,PRETA,1,7,0.14285714285714285
4285,PB,2014,DEPUTADO ESTADUAL,PV,PARDA,1,7,0.14285714285714285
4286,PB,2014,DEPUTADO ESTADUAL,PSOL,BRANCA,6,16,0.375
4287,PB,2014,DEPUTADO ESTADUAL,PSOL,PRETA,1,16,0.0625
4288,PB,2014,DEPUTADO ESTADUAL,PSOL,PARDA,9,16,0.5625
4289,PB,2014,DEPUTADO ESTADUAL,PSD,PARDA,21,21,1.0
4290,PB,2014,DEPUTADO ESTADUAL,PC do B,BRANCA,12,17,0.7058823529411765
4291,PB,2014,DEPUTADO ESTADUAL,PC do B,PARDA,5,17,0.29411764705882354
4292,PB,2014,DEPUTADO ESTADUAL,PTB,BRANCA,6,10,0.6
4293,PB,2014,DEPUTADO ESTADUAL,PTB,PRETA,2,10,0.2
4294,PB,2014,DEPUTADO ESTADUAL,PTB,PARDA,2,10,0.2
4295,PB,2014,DEPUTADO ESTADUAL,PP,BRANCA,10,12,0.8333333333333334
4296,PB,2014,DEPUTADO ESTADUAL,PP,PARDA,2,12,0.16666666666666666
4297,PB,2014,DEPUTADO ESTADUAL,PR,PARDA,4,4,1.0
4298,PB,2014,DEPUTADO ESTADUAL,PSDB,BRANCA,19,30,0.6333333333333333
4299,PB,2014,DEPUTADO ESTADUAL,PSDB,PRETA,2,30,0.06666666666666667
4300,PB,2014,DEPUTADO ESTADUAL,PSDB,PARDA,9,30,0.3
4301,PB,2014,DEPUTADO ESTADUAL,PHS,BRANCA,3,13,0.23076923076923078
4302,PB,2014,DEPUTADO ESTADUAL,PHS,PARDA,10,13,0.7692307692307693
4303,PB,2014,DEPUTADO ESTADUAL,PROS,BRANCA,17,34,0.5
4304,PB,2014,DEPUTADO ESTADUAL,PROS,PARDA,17,34,0.5
4305,PB,2014,DEPUTADO ESTADUAL,PTC,BRANCA,2,6,0.3333333333333333
4306,PB,2014,DEPUTADO ESTADUAL,PTC,PARDA,4,6,0.6666666666666666
4307,PB,2014,DEPUTADO ESTADUAL,PEN,PARDA,12,12,1.0
4308,PB,2014,DEPUTADO ESTADUAL,PSL,BRANCA,12,20,0.6
4309,PB,2014,DEPUTADO ESTADUAL,PSL,PARDA,8,20,0.4
4310,PB,2014,DEPUTADO ESTADUAL,PPL,BRANCA,3,7,0.42857142857142855
4311,PB,2014,DEPUTADO ESTADUAL,PPL,PARDA,4,7,0.5714285714285714
4312,PB,2014,DEPUTADO ESTADUAL,PSC,BRANCA,14,20,0.7
4313,PB,2014,DEPUTADO ESTADUAL,PSC,PRETA,3,20,0.15
4314,PB,2014,DEPUTADO ESTADUAL,PSC,PARDA,3,20,0.15
4315,PB,2014,DEPUTADO ESTADUAL,PSB,BRANCA,12,25,0.48
4316,PB,2014,DEPUTADO ESTADUAL,PSB,PRETA,1,25,0.04
4317,PB,2014,DEPUTADO ESTADUAL,PSB,PARDA,12,25,0.48
4318,PB,2014,DEPUTADO ESTADUAL,PRTB,BRANCA,4,8,0.5
4319,PB,2014,DEPUTADO ESTADUAL,PRTB,PARDA,4,8,0.5
4320,PB,2014,DEPUTADO ESTADUAL,PRB,BRANCA,13,19,0.6842105263157895
4321,PB,2014,DEPUTADO ESTADUAL,PRB,PARDA,6,19,0.3157894736842105
4322,PB,2014,DEPUTADO ESTADUAL,PSTU,BRANCA,2,2,1.0
4323,PB,2014,DEPUTADO ESTADUAL,PSDC,BRANCA,6,9,0.6666666666666666
4324,PB,2014,DEPUTADO ESTADUAL,PSDC,PRETA,1,9,0.1111111111111111
4325,PB,2014,DEPUTADO ESTADUAL,PSDC,PARDA,2,9,0.2222222222222222
4326,PB,2014,DEPUTADO ESTADUAL,DEM,BRANCA,7,10,0.7
4327,PB,2014,DEPUTADO ESTADUAL,DEM,PRETA,1,10,0.1
4328,PB,2014,DEPUTADO ESTADUAL,DEM,PARDA,2,10,0.2
4329,PB,2014,DEPUTADO ESTADUAL,SD,BRANCA,1,1,1.0
4330,PB,2014,DEPUTADO ESTADUAL,PCO,BRANCA,1,1,1.0
4331,PB,2014,DEPUTADO FEDERAL,PSDB,BRANCA,4,5,0.8
4332,PB,2014,DEPUTADO FEDERAL,PSDB,PARDA,1,5,0.2
4333,PB,2014,DEPUTADO FEDERAL,PMDB,BRANCA,8,8,1.0
4334,PB,2014,DEPUTADO FEDERAL,PRTB,BRANCA,3,6,0.5
4335,PB,2014,DEPUTADO FEDERAL,PRTB,PARDA,3,6,0.5
4336,PB,2014,DEPUTADO FEDERAL,PDT,BRANCA,1,3,0.3333333333333333
4337,PB,2014,DEPUTADO FEDERAL,PDT,PRETA,1,3,0.3333333333333333
4338,PB,2014,DEPUTADO FEDERAL,PDT,PARDA,1,3,0.3333333333333333
4339,PB,2014,DEPUTADO FEDERAL,PSD,BRANCA,3,4,0.75
4340,PB,2014,DEPUTADO FEDERAL,PSD,PARDA,1,4,0.25
4341,PB,2014,DEPUTADO FEDERAL,DEM,BRANCA,2,3,0.6666666666666666
4342,PB,2014,DEPUTADO FEDERAL,DEM,PARDA,1,3,0.3333333333333333
4343,PB,2014,DEPUTADO FEDERAL,PHS,PARDA,2,2,1.0
4344,PB,2014,DEPUTADO FEDERAL,PRB,BRANCA,2,3,0.6666666666666666
4345,PB,2014,DEPUTADO FEDERAL,PRB,PARDA,1,3,0.3333333333333333
4346,PB,2014,DEPUTADO FEDERAL,PTN,PRETA,1,2,0.5
4347,PB,2014,DEPUTADO FEDERAL,PTN,PARDA,1,2,0.5
4348,PB,2014,DEPUTADO FEDERAL,PV,BRANCA,3,5,0.6
4349,PB,2014,DEPUTADO FEDERAL,PV,PRETA,1,5,0.2
4350,PB,2014,DEPUTADO FEDERAL,PV,PARDA,1,5,0.2
4351,PB,2014,DEPUTADO FEDERAL,PSL,BRANCA,1,3,0.3333333333333333
4352,PB,2014,DEPUTADO FEDERAL,PSL,PARDA,2,3,0.6666666666666666
4353,PB,2014,DEPUTADO FEDERAL,PSOL,PRETA,3,8,0.375
4354,PB,2014,DEPUTADO FEDERAL,PSOL,PARDA,5,8,0.625
4355,PB,2014,DEPUTADO FEDERAL,PSB,BRANCA,2,6,0.3333333333333333
4356,PB,2014,DEPUTADO FEDERAL,PSB,PARDA,4,6,0.6666666666666666
4357,PB,2014,DEPUTADO FEDERAL,PTB,BRANCA,9,9,1.0
4358,PB,2014,DEPUTADO FEDERAL,PR,PARDA,2,2,1.0
4359,PB,2014,DEPUTADO FEDERAL,PP,BRANCA,4,5,0.8
4360,PB,2014,DEPUTADO FEDERAL,PP,PARDA,1,5,0.2
4361,PB,2014,DEPUTADO FEDERAL,PMN,BRANCA,4,6,0.6666666666666666
4362,PB,2014,DEPUTADO FEDERAL,PMN,PARDA,2,6,0.3333333333333333
4363,PB,2014,DEPUTADO FEDERAL,PROS,BRANCA,2,6,0.3333333333333333
4364,PB,2014,DEPUTADO FEDERAL,PROS,PARDA,4,6,0.6666666666666666
4365,PB,2014,DEPUTADO FEDERAL,PRP,BRANCA,1,5,0.2
4366,PB,2014,DEPUTADO FEDERAL,PRP,PARDA,4,5,0.8
4367,PB,2014,DEPUTADO FEDERAL,SD,BRANCA,1,1,1.0
4368,PB,2014,DEPUTADO FEDERAL,PT,BRANCA,5,9,0.5555555555555556
4369,PB,2014,DEPUTADO FEDERAL,PT,PRETA,3,9,0.3333333333333333
4370,PB,2014,DEPUTADO FEDERAL,PT,PARDA,1,9,0.1111111111111111
4371,PB,2014,DEPUTADO FEDERAL,PCO,PARDA,1,1,1.0
4372,PB,2014,DEPUTADO FEDERAL,PC do B,BRANCA,1,1,1.0
4373,PB,2014,DEPUTADO FEDERAL,PPL,BRANCA,1,4,0.25
4374,PB,2014,DEPUTADO FEDERAL,PPL,PRETA,1,4,0.25
4375,PB,2014,DEPUTADO FEDERAL,PPL,PARDA,2,4,0.5
4376,PB,2014,DEPUTADO FEDERAL,PTC,PARDA,1,1,1.0
4377,PB,2014,DEPUTADO FEDERAL,PSC,BRANCA,1,1,1.0
4378,PB,2014,DEPUTADO FEDERAL,PSDC,PARDA,1,1,1.0
4379,PB,2014,DEPUTADO FEDERAL,PT do B,PARDA,6,6,1.0
4380,PB,2014,DEPUTADO FEDERAL,PPS,BRANCA,1,1,1.0
4381,PB,2014,SENADOR,PT,PARDA,1,1,1.0
4382,PB,2014,SENADOR,PROS,BRANCA,1,1,1.0
4383,PB,2014,SENADOR,PTC,BRANCA,1,1,1.0
4384,PB,2014,SENADOR,PCO,PARDA,1,1,1.0
4385,PB,2014,SENADOR,PTB,BRANCA,1,1,1.0
4386,PB,2014,SENADOR,PSTU,PARDA,1,1,1.0
4387,PB,2014,SENADOR,PSOL,PARDA,1,1,1.0
4388,PB,2014,SENADOR,PMDB,BRANCA,1,1,1.0
4389,PB,2018,DEPUTADO ESTADUAL,PT,BRANCA,18,25,0.72
4390,PB,2018,DEPUTADO ESTADUAL,PT,PRETA,4,25,0.16
4391,PB,2018,DEPUTADO ESTADUAL,PT,PARDA,3,25,0.12
4392,PB,2018,DEPUTADO ESTADUAL,PPS,BRANCA,20,24,0.8333333333333334
4393,PB,2018,DEPUTADO ESTADUAL,PPS,PARDA,4,24,0.16666666666666666
4394,PB,2018,DEPUTADO ESTADUAL,PATRI,BRANCA,14,36,0.3888888888888889
4395,PB,2018,DEPUTADO ESTADUAL,PATRI,PRETA,2,36,0.05555555555555555
4396,PB,2018,DEPUTADO ESTADUAL,PATRI,PARDA,18,36,0.5
4397,PB,2018,DEPUTADO ESTADUAL,PATRI,AMARELA,1,36,0.027777777777777776
4398,PB,2018,DEPUTADO ESTADUAL,PATRI,INDÍGENA,1,36,0.027777777777777776
4399,PB,2018,DEPUTADO ESTADUAL,PSDB,BRANCA,11,14,0.7857142857142857
4400,PB,2018,DEPUTADO ESTADUAL,PSDB,PARDA,3,14,0.21428571428571427
4401,PB,2018,DEPUTADO ESTADUAL,PSD,BRANCA,14,14,1.0
4402,PB,2018,DEPUTADO ESTADUAL,PSOL,BRANCA,2,10,0.2
4403,PB,2018,DEPUTADO ESTADUAL,PSOL,PRETA,4,10,0.4
4404,PB,2018,DEPUTADO ESTADUAL,PSOL,PARDA,4,10,0.4
4405,PB,2018,DEPUTADO ESTADUAL,PC do B,BRANCA,8,19,0.42105263157894735
4406,PB,2018,DEPUTADO ESTADUAL,PC do B,PRETA,7,19,0.3684210526315789
4407,PB,2018,DEPUTADO ESTADUAL,PC do B,PARDA,4,19,0.21052631578947367
4408,PB,2018,DEPUTADO ESTADUAL,PRB,BRANCA,3,7,0.42857142857142855
4409,PB,2018,DEPUTADO ESTADUAL,PRB,PRETA,1,7,0.14285714285714285
4410,PB,2018,DEPUTADO ESTADUAL,PRB,PARDA,3,7,0.42857142857142855
4411,PB,2018,DEPUTADO ESTADUAL,AVANTE,BRANCA,10,28,0.35714285714285715
4412,PB,2018,DEPUTADO ESTADUAL,AVANTE,PRETA,1,28,0.03571428571428571
4413,PB,2018,DEPUTADO ESTADUAL,AVANTE,PARDA,17,28,0.6071428571428571
4414,PB,2018,DEPUTADO ESTADUAL,DEM,BRANCA,7,12,0.5833333333333334
4415,PB,2018,DEPUTADO ESTADUAL,DEM,PARDA,5,12,0.4166666666666667
4416,PB,2018,DEPUTADO ESTADUAL,MDB,BRANCA,22,37,0.5945945945945946
4417,PB,2018,DEPUTADO ESTADUAL,MDB,PRETA,1,37,0.02702702702702703
4418,PB,2018,DEPUTADO ESTADUAL,MDB,PARDA,14,37,0.3783783783783784
4419,PB,2018,DEPUTADO ESTADUAL,PRTB,BRANCA,8,26,0.3076923076923077
4420,PB,2018,DEPUTADO ESTADUAL,PRTB,PRETA,1,26,0.038461538461538464
4421,PB,2018,DEPUTADO ESTADUAL,PRTB,PARDA,17,26,0.6538461538461539
4422,PB,2018,DEPUTADO ESTADUAL,PROS,BRANCA,8,19,0.42105263157894735
4423,PB,2018,DEPUTADO ESTADUAL,PROS,PRETA,1,19,0.05263157894736842
4424,PB,2018,DEPUTADO ESTADUAL,PROS,PARDA,10,19,0.5263157894736842
4425,PB,2018,DEPUTADO ESTADUAL,PTB,BRANCA,5,7,0.7142857142857143
4426,PB,2018,DEPUTADO ESTADUAL,PTB,PRETA,1,7,0.14285714285714285
4427,PB,2018,DEPUTADO ESTADUAL,PTB,PARDA,1,7,0.14285714285714285
4428,PB,2018,DEPUTADO ESTADUAL,PMN,BRANCA,4,10,0.4
4429,PB,2018,DEPUTADO ESTADUAL,PMN,PARDA,6,10,0.6
4430,PB,2018,DEPUTADO ESTADUAL,PP,BRANCA,4,5,0.8
4431,PB,2018,DEPUTADO ESTADUAL,PP,PARDA,1,5,0.2
4432,PB,2018,DEPUTADO ESTADUAL,PR,BRANCA,1,7,0.14285714285714285
4433,PB,2018,DEPUTADO ESTADUAL,PR,PARDA,6,7,0.8571428571428571
4434,PB,2018,DEPUTADO ESTADUAL,PSL,BRANCA,11,22,0.5
4435,PB,2018,DEPUTADO ESTADUAL,PSL,PRETA,2,22,0.09090909090909091
4436,PB,2018,DEPUTADO ESTADUAL,PSL,PARDA,9,22,0.4090909090909091
4437,PB,2018,DEPUTADO ESTADUAL,PODE,BRANCA,6,9,0.6666666666666666
4438,PB,2018,DEPUTADO ESTADUAL,PODE,PRETA,1,9,0.1111111111111111
4439,PB,2018,DEPUTADO ESTADUAL,PODE,PARDA,2,9,0.2222222222222222
4440,PB,2018,DEPUTADO ESTADUAL,PDT,BRANCA,5,13,0.38461538461538464
4441,PB,2018,DEPUTADO ESTADUAL,PDT,PRETA,2,13,0.15384615384615385
4442,PB,2018,DEPUTADO ESTADUAL,PDT,PARDA,6,13,0.46153846153846156
4443,PB,2018,DEPUTADO ESTADUAL,PSB,BRANCA,10,18,0.5555555555555556
4444,PB,2018,DEPUTADO ESTADUAL,PSB,PRETA,3,18,0.16666666666666666
4445,PB,2018,DEPUTADO ESTADUAL,PSB,PARDA,5,18,0.2777777777777778
4446,PB,2018,DEPUTADO ESTADUAL,PV,BRANCA,3,8,0.375
4447,PB,2018,DEPUTADO ESTADUAL,PV,PRETA,1,8,0.125
4448,PB,2018,DEPUTADO ESTADUAL,PV,PARDA,4,8,0.5
4449,PB,2018,DEPUTADO ESTADUAL,PSC,BRANCA,7,10,0.7
4450,PB,2018,DEPUTADO ESTADUAL,PSC,PARDA,3,10,0.3
4451,PB,2018,DEPUTADO ESTADUAL,REDE,BRANCA,3,18,0.16666666666666666
4452,PB,2018,DEPUTADO ESTADUAL,REDE,PRETA,3,18,0.16666666666666666
4453,PB,2018,DEPUTADO ESTADUAL,REDE,PARDA,12,18,0.6666666666666666
4454,PB,2018,DEPUTADO ESTADUAL,PTC,BRANCA,4,10,0.4
4455,PB,2018,DEPUTADO ESTADUAL,PTC,PARDA,6,10,0.6
4456,PB,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,BRANCA,2,5,0.4
4457,PB,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,PARDA,3,5,0.6
4458,PB,2018,DEPUTADO ESTADUAL,PRP,PRETA,1,3,0.3333333333333333
4459,PB,2018,DEPUTADO ESTADUAL,PRP,PARDA,2,3,0.6666666666666666
4460,PB,2018,DEPUTADO ESTADUAL,DC,BRANCA,1,4,0.25
4461,PB,2018,DEPUTADO ESTADUAL,DC,PARDA,3,4,0.75
4462,PB,2018,DEPUTADO ESTADUAL,PHS,PARDA,1,1,1.0
4463,PB,2018,DEPUTADO FEDERAL,PPS,BRANCA,4,4,1.0
4464,PB,2018,DEPUTADO FEDERAL,PSL,BRANCA,10,15,0.6666666666666666
4465,PB,2018,DEPUTADO FEDERAL,PSL,PARDA,5,15,0.3333333333333333
4466,PB,2018,DEPUTADO FEDERAL,PV,BRANCA,2,6,0.3333333333333333
4467,PB,2018,DEPUTADO FEDERAL,PV,PARDA,4,6,0.6666666666666666
4468,PB,2018,DEPUTADO FEDERAL,PP,BRANCA,5,8,0.625
4469,PB,2018,DEPUTADO FEDERAL,PP,PARDA,3,8,0.375
4470,PB,2018,DEPUTADO FEDERAL,PSB,BRANCA,2,5,0.4
4471,PB,2018,DEPUTADO FEDERAL,PSB,PRETA,2,5,0.4
4472,PB,2018,DEPUTADO FEDERAL,PSB,PARDA,1,5,0.2
4473,PB,2018,DEPUTADO FEDERAL,PATRI,BRANCA,7,10,0.7
4474,PB,2018,DEPUTADO FEDERAL,PATRI,PRETA,1,10,0.1
4475,PB,2018,DEPUTADO FEDERAL,PATRI,PARDA,2,10,0.2
4476,PB,2018,DEPUTADO FEDERAL,PTC,BRANCA,5,7,0.7142857142857143
4477,PB,2018,DEPUTADO FEDERAL,PTC,PARDA,2,7,0.2857142857142857
4478,PB,2018,DEPUTADO FEDERAL,AVANTE,BRANCA,12,13,0.9230769230769231
4479,PB,2018,DEPUTADO FEDERAL,AVANTE,PARDA,1,13,0.07692307692307693
4480,PB,2018,DEPUTADO FEDERAL,PC do B,BRANCA,2,4,0.5
4481,PB,2018,DEPUTADO FEDERAL,PC do B,PARDA,1,4,0.25
4482,PB,2018,DEPUTADO FEDERAL,PC do B,AMARELA,1,4,0.25
4483,PB,2018,DEPUTADO FEDERAL,PMN,BRANCA,1,2,0.5
4484,PB,2018,DEPUTADO FEDERAL,PMN,PRETA,1,2,0.5
4485,PB,2018,DEPUTADO FEDERAL,MDB,BRANCA,9,10,0.9
4486,PB,2018,DEPUTADO FEDERAL,MDB,PARDA,1,10,0.1
4487,PB,2018,DEPUTADO FEDERAL,PRP,BRANCA,2,5,0.4
4488,PB,2018,DEPUTADO FEDERAL,PRP,PRETA,1,5,0.2
4489,PB,2018,DEPUTADO FEDERAL,PRP,PARDA,2,5,0.4
4490,PB,2018,DEPUTADO FEDERAL,PSDB,BRANCA,8,8,1.0
4491,PB,2018,DEPUTADO FEDERAL,PR,PARDA,3,3,1.0
4492,PB,2018,DEPUTADO FEDERAL,PSOL,BRANCA,4,8,0.5
4493,PB,2018,DEPUTADO FEDERAL,PSOL,PRETA,1,8,0.125
4494,PB,2018,DEPUTADO FEDERAL,PSOL,PARDA,3,8,0.375
4495,PB,2018,DEPUTADO FEDERAL,PRB,BRANCA,2,3,0.6666666666666666
4496,PB,2018,DEPUTADO FEDERAL,PRB,PARDA,1,3,0.3333333333333333
4497,PB,2018,DEPUTADO FEDERAL,REDE,BRANCA,3,5,0.6
4498,PB,2018,DEPUTADO FEDERAL,REDE,PARDA,2,5,0.4
4499,PB,2018,DEPUTADO FEDERAL,PHS,BRANCA,1,6,0.16666666666666666
4500,PB,2018,DEPUTADO FEDERAL,PHS,PRETA,3,6,0.5
4501,PB,2018,DEPUTADO FEDERAL,PHS,PARDA,2,6,0.3333333333333333
4502,PB,2018,DEPUTADO FEDERAL,PTB,BRANCA,2,3,0.6666666666666666
4503,PB,2018,DEPUTADO FEDERAL,PTB,PARDA,1,3,0.3333333333333333
4504,PB,2018,DEPUTADO FEDERAL,PSC,BRANCA,3,3,1.0
4505,PB,2018,DEPUTADO FEDERAL,PT,BRANCA,3,4,0.75
4506,PB,2018,DEPUTADO FEDERAL,PT,PRETA,1,4,0.25
4507,PB,2018,DEPUTADO FEDERAL,PSD,BRANCA,5,5,1.0
4508,PB,2018,DEPUTADO FEDERAL,DEM,BRANCA,2,2,1.0
4509,PB,2018,DEPUTADO FEDERAL,DC,BRANCA,1,2,0.5
4510,PB,2018,DEPUTADO FEDERAL,DC,PARDA,1,2,0.5
4511,PB,2018,DEPUTADO FEDERAL,PRTB,PARDA,7,7,1.0
4512,PB,2018,DEPUTADO FEDERAL,PROS,BRANCA,2,3,0.6666666666666666
4513,PB,2018,DEPUTADO FEDERAL,PROS,PARDA,1,3,0.3333333333333333
4514,PB,2018,DEPUTADO FEDERAL,PODE,BRANCA,3,3,1.0
4515,PB,2018,DEPUTADO FEDERAL,NOVO,BRANCA,2,2,1.0
4516,PB,2018,DEPUTADO FEDERAL,SOLIDARIEDADE,BRANCA,1,1,1.0
4517,PB,2018,DEPUTADO FEDERAL,PDT,PRETA,1,1,1.0
4518,PB,2018,DEPUTADO FEDERAL,PPL,PRETA,1,1,1.0
4519,PB,2018,SENADOR,PSB,BRANCA,1,1,1.0
4520,PB,2018,SENADOR,PT,BRANCA,1,1,1.0
4521,PB,2018,SENADOR,PP,BRANCA,1,1,1.0
4522,PB,2018,SENADOR,PSOL,BRANCA,1,2,0.5
4523,PB,2018,SENADOR,PSOL,PARDA,1,2,0.5
4524,PB,2018,SENADOR,PSDB,BRANCA,1,1,1.0
4525,PB,2018,SENADOR,MDB,BRANCA,1,1,1.0
4526,PR,2014,DEPUTADO ESTADUAL,PSDB,BRANCA,35,35,1.0
4527,PR,2014,DEPUTADO ESTADUAL,DEM,BRANCA,10,10,1.0
4528,PR,2014,DEPUTADO ESTADUAL,PRP,BRANCA,18,19,0.9473684210526315
4529,PR,2014,DEPUTADO ESTADUAL,PRP,PARDA,1,19,0.05263157894736842
4530,PR,2014,DEPUTADO ESTADUAL,PSDC,BRANCA,32,50,0.64
4531,PR,2014,DEPUTADO ESTADUAL,PSDC,PRETA,6,50,0.12
4532,PR,2014,DEPUTADO ESTADUAL,PSDC,PARDA,12,50,0.24
4533,PR,2014,DEPUTADO ESTADUAL,PROS,BRANCA,3,3,1.0
4534,PR,2014,DEPUTADO ESTADUAL,PSL,BRANCA,36,50,0.72
4535,PR,2014,DEPUTADO ESTADUAL,PSL,PRETA,2,50,0.04
4536,PR,2014,DEPUTADO ESTADUAL,PSL,PARDA,12,50,0.24
4537,PR,2014,DEPUTADO ESTADUAL,PTB,BRANCA,30,35,0.8571428571428571
4538,PR,2014,DEPUTADO ESTADUAL,PTB,PRETA,3,35,0.08571428571428572
4539,PR,2014,DEPUTADO ESTADUAL,PTB,PARDA,2,35,0.05714285714285714
4540,PR,2014,DEPUTADO ESTADUAL,PP,BRANCA,25,31,0.8064516129032258
4541,PR,2014,DEPUTADO ESTADUAL,PP,PRETA,2,31,0.06451612903225806
4542,PR,2014,DEPUTADO ESTADUAL,PP,PARDA,4,31,0.12903225806451613
4543,PR,2014,DEPUTADO ESTADUAL,PV,BRANCA,60,70,0.8571428571428571
4544,PR,2014,DEPUTADO ESTADUAL,PV,PRETA,8,70,0.11428571428571428
4545,PR,2014,DEPUTADO ESTADUAL,PV,PARDA,2,70,0.02857142857142857
4546,PR,2014,DEPUTADO ESTADUAL,PSTU,BRANCA,2,5,0.4
4547,PR,2014,DEPUTADO ESTADUAL,PSTU,PRETA,3,5,0.6
4548,PR,2014,DEPUTADO ESTADUAL,PMDB,BRANCA,45,51,0.8823529411764706
4549,PR,2014,DEPUTADO ESTADUAL,PMDB,PRETA,2,51,0.0392156862745098
4550,PR,2014,DEPUTADO ESTADUAL,PMDB,PARDA,4,51,0.0784313725490196
4551,PR,2014,DEPUTADO ESTADUAL,PT,BRANCA,30,31,0.967741935483871
4552,PR,2014,DEPUTADO ESTADUAL,PT,PARDA,1,31,0.03225806451612903
4553,PR,2014,DEPUTADO ESTADUAL,PRB,BRANCA,5,7,0.7142857142857143
4554,PR,2014,DEPUTADO ESTADUAL,PRB,PARDA,2,7,0.2857142857142857
4555,PR,2014,DEPUTADO ESTADUAL,SD,BRANCA,22,33,0.6666666666666666
4556,PR,2014,DEPUTADO ESTADUAL,SD,PARDA,11,33,0.3333333333333333
4557,PR,2014,DEPUTADO ESTADUAL,PSC,BRANCA,45,85,0.5294117647058824
4558,PR,2014,DEPUTADO ESTADUAL,PSC,PRETA,3,85,0.03529411764705882
4559,PR,2014,DEPUTADO ESTADUAL,PSC,PARDA,37,85,0.43529411764705883
4560,PR,2014,DEPUTADO ESTADUAL,PEN,BRANCA,23,32,0.71875
4561,PR,2014,DEPUTADO ESTADUAL,PEN,PRETA,6,32,0.1875
4562,PR,2014,DEPUTADO ESTADUAL,PEN,PARDA,3,32,0.09375
4563,PR,2014,DEPUTADO ESTADUAL,PSD,BRANCA,35,35,1.0
4564,PR,2014,DEPUTADO ESTADUAL,PPS,BRANCA,49,52,0.9423076923076923
4565,PR,2014,DEPUTADO ESTADUAL,PPS,PRETA,1,52,0.019230769230769232
4566,PR,2014,DEPUTADO ESTADUAL,PPS,PARDA,2,52,0.038461538461538464
4567,PR,2014,DEPUTADO ESTADUAL,PTC,BRANCA,22,23,0.9565217391304348
4568,PR,2014,DEPUTADO ESTADUAL,PTC,PRETA,1,23,0.043478260869565216
4569,PR,2014,DEPUTADO ESTADUAL,PPL,BRANCA,10,13,0.7692307692307693
4570,PR,2014,DEPUTADO ESTADUAL,PPL,PARDA,3,13,0.23076923076923078
4571,PR,2014,DEPUTADO ESTADUAL,PC do B,BRANCA,8,10,0.8
4572,PR,2014,DEPUTADO ESTADUAL,PC do B,PRETA,1,10,0.1
4573,PR,2014,DEPUTADO ESTADUAL,PC do B,PARDA,1,10,0.1
4574,PR,2014,DEPUTADO ESTADUAL,PDT,BRANCA,26,26,1.0
4575,PR,2014,DEPUTADO ESTADUAL,PSOL,BRANCA,19,23,0.8260869565217391
4576,PR,2014,DEPUTADO ESTADUAL,PSOL,PRETA,1,23,0.043478260869565216
4577,PR,2014,DEPUTADO ESTADUAL,PSOL,PARDA,3,23,0.13043478260869565
4578,PR,2014,DEPUTADO ESTADUAL,PR,BRANCA,10,11,0.9090909090909091
4579,PR,2014,DEPUTADO ESTADUAL,PR,PARDA,1,11,0.09090909090909091
4580,PR,2014,DEPUTADO ESTADUAL,PTN,BRANCA,38,44,0.8636363636363636
4581,PR,2014,DEPUTADO ESTADUAL,PTN,PRETA,4,44,0.09090909090909091
4582,PR,2014,DEPUTADO ESTADUAL,PTN,PARDA,2,44,0.045454545454545456
