,UF,ANO,CARGO,DS,COR,CANDIDATOS_COR,TOTAL,% do Total
1332,BA,2018,DEPUTADO FEDERAL,PATRI,BRANCA,3,40,0.075
1333,BA,2018,DEPUTADO FEDERAL,PATRI,PRETA,3,40,0.075
1334,BA,2018,DEPUTADO FEDERAL,PATRI,PARDA,34,40,0.85
1335,BA,2018,DEPUTADO FEDERAL,PSC,BRANCA,1,9,0.1111111111111111
1336,BA,2018,DEPUTADO FEDERAL,PSC,PARDA,8,9,0.8888888888888888
1337,BA,2018,DEPUTADO FEDERAL,PSD,BRANCA,4,10,0.4
1338,BA,2018,DEPUTADO FEDERAL,PSD,PRETA,2,10,0.2
1339,BA,2018,DEPUTADO FEDERAL,PSD,PARDA,4,10,0.4
1340,BA,2018,DEPUTADO FEDERAL,PPL,PARDA,10,10,1.0
1341,BA,2018,DEPUTADO FEDERAL,PMN,PRETA,3,8,0.375
1342,BA,2018,DEPUTADO FEDERAL,PMN,PARDA,5,8,0.625
1343,BA,2018,DEPUTADO FEDERAL,REDE,BRANCA,1,20,0.05
1344,BA,2018,DEPUTADO FEDERAL,REDE,PRETA,4,20,0.2
1345,BA,2018,DEPUTADO FEDERAL,REDE,PARDA,14,20,0.7
1346,BA,2018,DEPUTADO FEDERAL,REDE,INDÍGENA,1,20,0.05
1347,BA,2018,DEPUTADO FEDERAL,AVANTE,BRANCA,10,15,0.6666666666666666
1348,BA,2018,DEPUTADO FEDERAL,AVANTE,PRETA,5,15,0.3333333333333333
1349,BA,2018,DEPUTADO FEDERAL,PRTB,BRANCA,3,13,0.23076923076923078
1350,BA,2018,DEPUTADO FEDERAL,PRTB,PARDA,10,13,0.7692307692307693
1351,BA,2018,DEPUTADO FEDERAL,PSDB,BRANCA,6,11,0.5454545454545454
1352,BA,2018,DEPUTADO FEDERAL,PSDB,PRETA,2,11,0.18181818181818182
1353,BA,2018,DEPUTADO FEDERAL,PSDB,PARDA,3,11,0.2727272727272727
1354,BA,2018,DEPUTADO FEDERAL,PR,BRANCA,3,4,0.75
1355,BA,2018,DEPUTADO FEDERAL,PR,PARDA,1,4,0.25
1356,BA,2018,DEPUTADO FEDERAL,SOLIDARIEDADE,BRANCA,4,6,0.6666666666666666
1357,BA,2018,DEPUTADO FEDERAL,SOLIDARIEDADE,PARDA,2,6,0.3333333333333333
1358,BA,2018,DEPUTADO FEDERAL,PRB,BRANCA,2,4,0.5
1359,BA,2018,DEPUTADO FEDERAL,PRB,PRETA,2,4,0.5
1360,BA,2018,DEPUTADO FEDERAL,PV,BRANCA,3,12,0.25
1361,BA,2018,DEPUTADO FEDERAL,PV,PRETA,2,12,0.16666666666666666
1362,BA,2018,DEPUTADO FEDERAL,PV,PARDA,7,12,0.5833333333333334
1363,BA,2018,DEPUTADO FEDERAL,PODE,BRANCA,2,4,0.5
1364,BA,2018,DEPUTADO FEDERAL,PODE,PARDA,2,4,0.5
1365,BA,2018,DEPUTADO FEDERAL,PP,BRANCA,4,8,0.5
1366,BA,2018,DEPUTADO FEDERAL,PP,PRETA,2,8,0.25
1367,BA,2018,DEPUTADO FEDERAL,PP,PARDA,2,8,0.25
1368,BA,2018,DEPUTADO FEDERAL,PCO,BRANCA,2,2,1.0
1369,BA,2018,DEPUTADO FEDERAL,PROS,BRANCA,2,15,0.13333333333333333
1370,BA,2018,DEPUTADO FEDERAL,PROS,PRETA,2,15,0.13333333333333333
1371,BA,2018,DEPUTADO FEDERAL,PROS,PARDA,11,15,0.7333333333333333
1372,BA,2018,DEPUTADO FEDERAL,NOVO,BRANCA,2,8,0.25
1373,BA,2018,DEPUTADO FEDERAL,NOVO,PRETA,1,8,0.125
1374,BA,2018,DEPUTADO FEDERAL,NOVO,PARDA,5,8,0.625
1375,BA,2018,DEPUTADO FEDERAL,PT,BRANCA,1,14,0.07142857142857142
1376,BA,2018,DEPUTADO FEDERAL,PT,PRETA,4,14,0.2857142857142857
1377,BA,2018,DEPUTADO FEDERAL,PT,PARDA,9,14,0.6428571428571429
1378,BA,2018,DEPUTADO FEDERAL,PC do B,BRANCA,1,3,0.3333333333333333
1379,BA,2018,DEPUTADO FEDERAL,PC do B,PARDA,2,3,0.6666666666666666
1380,BA,2018,DEPUTADO FEDERAL,PSB,BRANCA,1,6,0.16666666666666666
1381,BA,2018,DEPUTADO FEDERAL,PSB,PRETA,1,6,0.16666666666666666
1382,BA,2018,DEPUTADO FEDERAL,PSB,PARDA,4,6,0.6666666666666666
1383,BA,2018,DEPUTADO FEDERAL,PSL,BRANCA,2,14,0.14285714285714285
1384,BA,2018,DEPUTADO FEDERAL,PSL,PRETA,1,14,0.07142857142857142
1385,BA,2018,DEPUTADO FEDERAL,PSL,PARDA,11,14,0.7857142857142857
1386,BA,2018,DEPUTADO FEDERAL,PTB,BRANCA,3,4,0.75
1387,BA,2018,DEPUTADO FEDERAL,PTB,PRETA,1,4,0.25
1388,BA,2018,DEPUTADO FEDERAL,PPS,PRETA,2,2,1.0
1389,BA,2018,DEPUTADO FEDERAL,PMB,PARDA,1,1,1.0
1390,BA,2018,SENADOR,REDE,PARDA,1,1,1.0
1391,BA,2018,SENADOR,DC,BRANCA,1,1,1.0
1392,BA,2018,SENADOR,MDB,BRANCA,1,1,1.0
1393,BA,2018,SENADOR,PCO,BRANCA,1,1,1.0
1394,BA,2018,SENADOR,PSDB,BRANCA,1,1,1.0
1395,BA,2018,SENADOR,PRTB,PARDA,1,1,1.0
1396,BA,2018,SENADOR,PSOL,PRETA,1,1,1.0
1397,BA,2018,SENADOR,PSC,PRETA,1,1,1.0
1398,BA,2018,SENADOR,PSL,PARDA,1,1,1.0
1399,BA,2018,SENADOR,PT,BRANCA,1,1,1.0
1400,BA,2018,SENADOR,PSD,BRANCA,1,1,1.0
1401,CE,2014,DEPUTADO ESTADUAL,PDT,BRANCA,11,32,0.34375
1402,CE,2014,DEPUTADO ESTADUAL,PDT,PRETA,2,32,0.0625
1403,CE,2014,DEPUTADO ESTADUAL,PDT,PARDA,18,32,0.5625
1404,CE,2014,DEPUTADO ESTADUAL,PDT,AMARELA,1,32,0.03125
1405,CE,2014,DEPUTADO ESTADUAL,PSOL,BRANCA,8,36,0.2222222222222222
1406,CE,2014,DEPUTADO ESTADUAL,PSOL,PRETA,3,36,0.08333333333333333
1407,CE,2014,DEPUTADO ESTADUAL,PSOL,PARDA,25,36,0.6944444444444444
1408,CE,2014,DEPUTADO ESTADUAL,PTN,BRANCA,6,35,0.17142857142857143
1409,CE,2014,DEPUTADO ESTADUAL,PTN,PRETA,1,35,0.02857142857142857
1410,CE,2014,DEPUTADO ESTADUAL,PTN,PARDA,28,35,0.8
1411,CE,2014,DEPUTADO ESTADUAL,PRTB,BRANCA,5,9,0.5555555555555556
1412,CE,2014,DEPUTADO ESTADUAL,PRTB,PARDA,4,9,0.4444444444444444
1413,CE,2014,DEPUTADO ESTADUAL,PC do B,BRANCA,15,40,0.375
1414,CE,2014,DEPUTADO ESTADUAL,PC do B,PRETA,3,40,0.075
1415,CE,2014,DEPUTADO ESTADUAL,PC do B,PARDA,20,40,0.5
1416,CE,2014,DEPUTADO ESTADUAL,PC do B,INDÍGENA,2,40,0.05
1417,CE,2014,DEPUTADO ESTADUAL,PSC,BRANCA,29,66,0.4393939393939394
1418,CE,2014,DEPUTADO ESTADUAL,PSC,PRETA,1,66,0.015151515151515152
1419,CE,2014,DEPUTADO ESTADUAL,PSC,PARDA,36,66,0.5454545454545454
1420,CE,2014,DEPUTADO ESTADUAL,PP,BRANCA,6,20,0.3
1421,CE,2014,DEPUTADO ESTADUAL,PP,PRETA,1,20,0.05
1422,CE,2014,DEPUTADO ESTADUAL,PP,PARDA,13,20,0.65
1423,CE,2014,DEPUTADO ESTADUAL,PTC,BRANCA,43,63,0.6825396825396826
1424,CE,2014,DEPUTADO ESTADUAL,PTC,PARDA,20,63,0.31746031746031744
1425,CE,2014,DEPUTADO ESTADUAL,PMN,BRANCA,4,14,0.2857142857142857
1426,CE,2014,DEPUTADO ESTADUAL,PMN,PRETA,2,14,0.14285714285714285
1427,CE,2014,DEPUTADO ESTADUAL,PMN,PARDA,8,14,0.5714285714285714
1428,CE,2014,DEPUTADO ESTADUAL,PMDB,BRANCA,14,28,0.5
1429,CE,2014,DEPUTADO ESTADUAL,PMDB,PRETA,1,28,0.03571428571428571
1430,CE,2014,DEPUTADO ESTADUAL,PMDB,PARDA,13,28,0.4642857142857143
1431,CE,2014,DEPUTADO ESTADUAL,PHS,BRANCA,3,5,0.6
1432,CE,2014,DEPUTADO ESTADUAL,PHS,PARDA,2,5,0.4
1433,CE,2014,DEPUTADO ESTADUAL,PR,BRANCA,14,25,0.56
1434,CE,2014,DEPUTADO ESTADUAL,PR,PRETA,1,25,0.04
1435,CE,2014,DEPUTADO ESTADUAL,PR,PARDA,10,25,0.4
1436,CE,2014,DEPUTADO ESTADUAL,PSDB,BRANCA,10,19,0.5263157894736842
1437,CE,2014,DEPUTADO ESTADUAL,PSDB,PARDA,7,19,0.3684210526315789
1438,CE,2014,DEPUTADO ESTADUAL,PSDB,AMARELA,2,19,0.10526315789473684
1439,CE,2014,DEPUTADO ESTADUAL,PV,BRANCA,3,11,0.2727272727272727
1440,CE,2014,DEPUTADO ESTADUAL,PV,PRETA,2,11,0.18181818181818182
1441,CE,2014,DEPUTADO ESTADUAL,PV,PARDA,6,11,0.5454545454545454
1442,CE,2014,DEPUTADO ESTADUAL,PRB,BRANCA,7,10,0.7
1443,CE,2014,DEPUTADO ESTADUAL,PRB,PARDA,3,10,0.3
1444,CE,2014,DEPUTADO ESTADUAL,PPS,BRANCA,16,20,0.8
1445,CE,2014,DEPUTADO ESTADUAL,PPS,PRETA,1,20,0.05
1446,CE,2014,DEPUTADO ESTADUAL,PPS,PARDA,3,20,0.15
1447,CE,2014,DEPUTADO ESTADUAL,PSDC,BRANCA,10,23,0.43478260869565216
1448,CE,2014,DEPUTADO ESTADUAL,PSDC,PRETA,1,23,0.043478260869565216
1449,CE,2014,DEPUTADO ESTADUAL,PSDC,PARDA,12,23,0.5217391304347826
1450,CE,2014,DEPUTADO ESTADUAL,PPL,BRANCA,4,14,0.2857142857142857
1451,CE,2014,DEPUTADO ESTADUAL,PPL,PRETA,1,14,0.07142857142857142
1452,CE,2014,DEPUTADO ESTADUAL,PPL,PARDA,9,14,0.6428571428571429
1453,CE,2014,DEPUTADO ESTADUAL,PEN,BRANCA,28,47,0.5957446808510638
1454,CE,2014,DEPUTADO ESTADUAL,PEN,PRETA,6,47,0.1276595744680851
1455,CE,2014,DEPUTADO ESTADUAL,PEN,PARDA,13,47,0.2765957446808511
1456,CE,2014,DEPUTADO ESTADUAL,PSD,BRANCA,5,8,0.625
1457,CE,2014,DEPUTADO ESTADUAL,PSD,PARDA,3,8,0.375
1458,CE,2014,DEPUTADO ESTADUAL,DEM,BRANCA,12,16,0.75
1459,CE,2014,DEPUTADO ESTADUAL,DEM,PRETA,3,16,0.1875
1460,CE,2014,DEPUTADO ESTADUAL,DEM,PARDA,1,16,0.0625
1461,CE,2014,DEPUTADO ESTADUAL,PRP,BRANCA,4,6,0.6666666666666666
1462,CE,2014,DEPUTADO ESTADUAL,PRP,PARDA,2,6,0.3333333333333333
1463,CE,2014,DEPUTADO ESTADUAL,PT,BRANCA,10,16,0.625
1464,CE,2014,DEPUTADO ESTADUAL,PT,PRETA,2,16,0.125
1465,CE,2014,DEPUTADO ESTADUAL,PT,PARDA,4,16,0.25
1466,CE,2014,DEPUTADO ESTADUAL,PTB,BRANCA,7,8,0.875
1467,CE,2014,DEPUTADO ESTADUAL,PTB,PARDA,1,8,0.125
1468,CE,2014,DEPUTADO ESTADUAL,PSL,BRANCA,8,11,0.7272727272727273
1469,CE,2014,DEPUTADO ESTADUAL,PSL,PARDA,3,11,0.2727272727272727
1470,CE,2014,DEPUTADO ESTADUAL,SD,BRANCA,7,7,1.0
1471,CE,2014,DEPUTADO ESTADUAL,PROS,BRANCA,18,22,0.8181818181818182
1472,CE,2014,DEPUTADO ESTADUAL,PROS,PARDA,4,22,0.18181818181818182
1473,CE,2014,DEPUTADO ESTADUAL,PCB,PARDA,2,2,1.0
1474,CE,2014,DEPUTADO ESTADUAL,PSB,BRANCA,1,5,0.2
1475,CE,2014,DEPUTADO ESTADUAL,PSB,PARDA,4,5,0.8
1476,CE,2014,DEPUTADO ESTADUAL,PT do B,BRANCA,6,16,0.375
1477,CE,2014,DEPUTADO ESTADUAL,PT do B,PARDA,10,16,0.625
1478,CE,2014,DEPUTADO ESTADUAL,PSTU,BRANCA,1,3,0.3333333333333333
1479,CE,2014,DEPUTADO ESTADUAL,PSTU,PRETA,1,3,0.3333333333333333
1480,CE,2014,DEPUTADO ESTADUAL,PSTU,PARDA,1,3,0.3333333333333333
1481,CE,2014,DEPUTADO FEDERAL,PSB,BRANCA,8,29,0.27586206896551724
1482,CE,2014,DEPUTADO FEDERAL,PSB,PARDA,21,29,0.7241379310344828
1483,CE,2014,DEPUTADO FEDERAL,PROS,BRANCA,8,9,0.8888888888888888
1484,CE,2014,DEPUTADO FEDERAL,PROS,PARDA,1,9,0.1111111111111111
1485,CE,2014,DEPUTADO FEDERAL,PMN,BRANCA,2,5,0.4
1486,CE,2014,DEPUTADO FEDERAL,PMN,PRETA,1,5,0.2
1487,CE,2014,DEPUTADO FEDERAL,PMN,PARDA,2,5,0.4
1488,CE,2014,DEPUTADO FEDERAL,PRTB,BRANCA,1,5,0.2
1489,CE,2014,DEPUTADO FEDERAL,PRTB,PARDA,4,5,0.8
1490,CE,2014,DEPUTADO FEDERAL,PEN,BRANCA,4,9,0.4444444444444444
1491,CE,2014,DEPUTADO FEDERAL,PEN,PARDA,5,9,0.5555555555555556
1492,CE,2014,DEPUTADO FEDERAL,PV,BRANCA,2,9,0.2222222222222222
1493,CE,2014,DEPUTADO FEDERAL,PV,PARDA,7,9,0.7777777777777778
1494,CE,2014,DEPUTADO FEDERAL,PSDC,BRANCA,1,4,0.25
1495,CE,2014,DEPUTADO FEDERAL,PSDC,PARDA,3,4,0.75
1496,CE,2014,DEPUTADO FEDERAL,PTN,BRANCA,5,13,0.38461538461538464
1497,CE,2014,DEPUTADO FEDERAL,PTN,PARDA,8,13,0.6153846153846154
1498,CE,2014,DEPUTADO FEDERAL,PP,BRANCA,4,5,0.8
1499,CE,2014,DEPUTADO FEDERAL,PP,PARDA,1,5,0.2
1500,CE,2014,DEPUTADO FEDERAL,PTB,BRANCA,2,3,0.6666666666666666
1501,CE,2014,DEPUTADO FEDERAL,PTB,PARDA,1,3,0.3333333333333333
1502,CE,2014,DEPUTADO FEDERAL,PMDB,BRANCA,8,15,0.5333333333333333
1503,CE,2014,DEPUTADO FEDERAL,PMDB,PARDA,7,15,0.4666666666666667
1504,CE,2014,DEPUTADO FEDERAL,PR,BRANCA,7,8,0.875
1505,CE,2014,DEPUTADO FEDERAL,PR,PARDA,1,8,0.125
1506,CE,2014,DEPUTADO FEDERAL,PSC,BRANCA,2,7,0.2857142857142857
1507,CE,2014,DEPUTADO FEDERAL,PSC,PRETA,2,7,0.2857142857142857
1508,CE,2014,DEPUTADO FEDERAL,PSC,PARDA,3,7,0.42857142857142855
1509,CE,2014,DEPUTADO FEDERAL,PRP,BRANCA,2,3,0.6666666666666666
1510,CE,2014,DEPUTADO FEDERAL,PRP,PARDA,1,3,0.3333333333333333
1511,CE,2014,DEPUTADO FEDERAL,PSDB,BRANCA,8,9,0.8888888888888888
1512,CE,2014,DEPUTADO FEDERAL,PSDB,PARDA,1,9,0.1111111111111111
1513,CE,2014,DEPUTADO FEDERAL,PTC,BRANCA,3,11,0.2727272727272727
1514,CE,2014,DEPUTADO FEDERAL,PTC,PARDA,8,11,0.7272727272727273
1515,CE,2014,DEPUTADO FEDERAL,PSL,BRANCA,2,3,0.6666666666666666
1516,CE,2014,DEPUTADO FEDERAL,PSL,PARDA,1,3,0.3333333333333333
1517,CE,2014,DEPUTADO FEDERAL,PSOL,BRANCA,2,15,0.13333333333333333
1518,CE,2014,DEPUTADO FEDERAL,PSOL,PRETA,3,15,0.2
1519,CE,2014,DEPUTADO FEDERAL,PSOL,PARDA,9,15,0.6
1520,CE,2014,DEPUTADO FEDERAL,PSOL,INDÍGENA,1,15,0.06666666666666667
1521,CE,2014,DEPUTADO FEDERAL,PT do B,BRANCA,2,4,0.5
1522,CE,2014,DEPUTADO FEDERAL,PT do B,PARDA,2,4,0.5
1523,CE,2014,DEPUTADO FEDERAL,PSTU,BRANCA,6,10,0.6
1524,CE,2014,DEPUTADO FEDERAL,PSTU,PRETA,3,10,0.3
1525,CE,2014,DEPUTADO FEDERAL,PSTU,PARDA,1,10,0.1
1526,CE,2014,DEPUTADO FEDERAL,SD,BRANCA,1,2,0.5
1527,CE,2014,DEPUTADO FEDERAL,SD,PARDA,1,2,0.5
1528,CE,2014,DEPUTADO FEDERAL,PT,BRANCA,5,10,0.5
1529,CE,2014,DEPUTADO FEDERAL,PT,PRETA,1,10,0.1
1530,CE,2014,DEPUTADO FEDERAL,PT,PARDA,4,10,0.4
1531,CE,2014,DEPUTADO FEDERAL,PRB,BRANCA,2,3,0.6666666666666666
1532,CE,2014,DEPUTADO FEDERAL,PRB,PARDA,1,3,0.3333333333333333
1533,CE,2014,DEPUTADO FEDERAL,PSD,BRANCA,1,4,0.25
1534,CE,2014,DEPUTADO FEDERAL,PSD,PRETA,2,4,0.5
1535,CE,2014,DEPUTADO FEDERAL,PSD,PARDA,1,4,0.25
1536,CE,2014,DEPUTADO FEDERAL,PDT,BRANCA,1,2,0.5
1537,CE,2014,DEPUTADO FEDERAL,PDT,PARDA,1,2,0.5
1538,CE,2014,DEPUTADO FEDERAL,DEM,BRANCA,8,8,1.0
1539,CE,2014,DEPUTADO FEDERAL,PPS,BRANCA,2,4,0.5
1540,CE,2014,DEPUTADO FEDERAL,PPS,PARDA,2,4,0.5
1541,CE,2014,DEPUTADO FEDERAL,PPL,PRETA,1,1,1.0
1542,CE,2014,DEPUTADO FEDERAL,PC do B,BRANCA,2,4,0.5
1543,CE,2014,DEPUTADO FEDERAL,PC do B,PRETA,1,4,0.25
1544,CE,2014,DEPUTADO FEDERAL,PC do B,PARDA,1,4,0.25
1545,CE,2014,DEPUTADO FEDERAL,PHS,BRANCA,2,2,1.0
1546,CE,2014,DEPUTADO FEDERAL,PCB,PARDA,1,1,1.0
1547,CE,2014,SENADOR,PROS,PARDA,1,1,1.0
1548,CE,2014,SENADOR,PSDB,BRANCA,1,1,1.0
1549,CE,2014,SENADOR,PSTU,PRETA,1,1,1.0
1550,CE,2014,SENADOR,PSB,BRANCA,1,1,1.0
1551,CE,2018,DEPUTADO ESTADUAL,PT,BRANCA,8,28,0.2857142857142857
1552,CE,2018,DEPUTADO ESTADUAL,PT,PRETA,7,28,0.25
1553,CE,2018,DEPUTADO ESTADUAL,PT,PARDA,11,28,0.39285714285714285
1554,CE,2018,DEPUTADO ESTADUAL,PT,INDÍGENA,2,28,0.07142857142857142
1555,CE,2018,DEPUTADO ESTADUAL,PRB,BRANCA,4,8,0.5
1556,CE,2018,DEPUTADO ESTADUAL,PRB,PARDA,4,8,0.5
1557,CE,2018,DEPUTADO ESTADUAL,PDT,BRANCA,21,32,0.65625
1558,CE,2018,DEPUTADO ESTADUAL,PDT,PRETA,2,32,0.0625
1559,CE,2018,DEPUTADO ESTADUAL,PDT,PARDA,9,32,0.28125
1560,CE,2018,DEPUTADO ESTADUAL,PATRI,BRANCA,17,54,0.3148148148148148
1561,CE,2018,DEPUTADO ESTADUAL,PATRI,PARDA,37,54,0.6851851851851852
1562,CE,2018,DEPUTADO ESTADUAL,PROS,BRANCA,21,64,0.328125
1563,CE,2018,DEPUTADO ESTADUAL,PROS,PRETA,7,64,0.109375
1564,CE,2018,DEPUTADO ESTADUAL,PROS,PARDA,36,64,0.5625
1565,CE,2018,DEPUTADO ESTADUAL,PTC,BRANCA,9,33,0.2727272727272727
1566,CE,2018,DEPUTADO ESTADUAL,PTC,PARDA,24,33,0.7272727272727273
1567,CE,2018,DEPUTADO ESTADUAL,DC,BRANCA,12,28,0.42857142857142855
1568,CE,2018,DEPUTADO ESTADUAL,DC,PRETA,1,28,0.03571428571428571
1569,CE,2018,DEPUTADO ESTADUAL,DC,PARDA,15,28,0.5357142857142857
1570,CE,2018,DEPUTADO ESTADUAL,PC do B,BRANCA,10,31,0.3225806451612903
1571,CE,2018,DEPUTADO ESTADUAL,PC do B,PRETA,2,31,0.06451612903225806
1572,CE,2018,DEPUTADO ESTADUAL,PC do B,PARDA,15,31,0.4838709677419355
1573,CE,2018,DEPUTADO ESTADUAL,PC do B,INDÍGENA,4,31,0.12903225806451613
1574,CE,2018,DEPUTADO ESTADUAL,PPS,BRANCA,17,36,0.4722222222222222
1575,CE,2018,DEPUTADO ESTADUAL,PPS,PRETA,2,36,0.05555555555555555
1576,CE,2018,DEPUTADO ESTADUAL,PPS,PARDA,16,36,0.4444444444444444
1577,CE,2018,DEPUTADO ESTADUAL,PPS,AMARELA,1,36,0.027777777777777776
1578,CE,2018,DEPUTADO ESTADUAL,PSB,BRANCA,4,11,0.36363636363636365
1579,CE,2018,DEPUTADO ESTADUAL,PSB,PARDA,6,11,0.5454545454545454
1580,CE,2018,DEPUTADO ESTADUAL,PSB,INDÍGENA,1,11,0.09090909090909091
1581,CE,2018,DEPUTADO ESTADUAL,PSL,BRANCA,22,41,0.5365853658536586
1582,CE,2018,DEPUTADO ESTADUAL,PSL,PRETA,1,41,0.024390243902439025
1583,CE,2018,DEPUTADO ESTADUAL,PSL,PARDA,18,41,0.43902439024390244
1584,CE,2018,DEPUTADO ESTADUAL,PSOL,BRANCA,15,33,0.45454545454545453
1585,CE,2018,DEPUTADO ESTADUAL,PSOL,PRETA,7,33,0.21212121212121213
1586,CE,2018,DEPUTADO ESTADUAL,PSOL,PARDA,10,33,0.30303030303030304
1587,CE,2018,DEPUTADO ESTADUAL,PSOL,INDÍGENA,1,33,0.030303030303030304
1588,CE,2018,DEPUTADO ESTADUAL,PR,BRANCA,6,12,0.5
1589,CE,2018,DEPUTADO ESTADUAL,PR,PARDA,6,12,0.5
1590,CE,2018,DEPUTADO ESTADUAL,DEM,BRANCA,6,9,0.6666666666666666
1591,CE,2018,DEPUTADO ESTADUAL,DEM,PRETA,2,9,0.2222222222222222
1592,CE,2018,DEPUTADO ESTADUAL,DEM,PARDA,1,9,0.1111111111111111
1593,CE,2018,DEPUTADO ESTADUAL,PPL,BRANCA,1,15,0.06666666666666667
1594,CE,2018,DEPUTADO ESTADUAL,PPL,PRETA,3,15,0.2
1595,CE,2018,DEPUTADO ESTADUAL,PPL,PARDA,11,15,0.7333333333333333
1596,CE,2018,DEPUTADO ESTADUAL,PMN,BRANCA,2,33,0.06060606060606061
1597,CE,2018,DEPUTADO ESTADUAL,PMN,PARDA,31,33,0.9393939393939394
1598,CE,2018,DEPUTADO ESTADUAL,PRTB,BRANCA,1,7,0.14285714285714285
1599,CE,2018,DEPUTADO ESTADUAL,PRTB,PRETA,1,7,0.14285714285714285
1600,CE,2018,DEPUTADO ESTADUAL,PRTB,PARDA,5,7,0.7142857142857143
1601,CE,2018,DEPUTADO ESTADUAL,AVANTE,BRANCA,2,14,0.14285714285714285
1602,CE,2018,DEPUTADO ESTADUAL,AVANTE,PRETA,1,14,0.07142857142857142
1603,CE,2018,DEPUTADO ESTADUAL,AVANTE,PARDA,10,14,0.7142857142857143
1604,CE,2018,DEPUTADO ESTADUAL,AVANTE,AMARELA,1,14,0.07142857142857142
1605,CE,2018,DEPUTADO ESTADUAL,PHS,PARDA,2,2,1.0
1606,CE,2018,DEPUTADO ESTADUAL,PODE,BRANCA,9,17,0.5294117647058824
1607,CE,2018,DEPUTADO ESTADUAL,PODE,PARDA,8,17,0.47058823529411764
1608,CE,2018,DEPUTADO ESTADUAL,PSDB,BRANCA,13,19,0.6842105263157895
1609,CE,2018,DEPUTADO ESTADUAL,PSDB,PRETA,1,19,0.05263157894736842
1610,CE,2018,DEPUTADO ESTADUAL,PSDB,PARDA,5,19,0.2631578947368421
1611,CE,2018,DEPUTADO ESTADUAL,MDB,BRANCA,7,17,0.4117647058823529
1612,CE,2018,DEPUTADO ESTADUAL,MDB,PRETA,1,17,0.058823529411764705
1613,CE,2018,DEPUTADO ESTADUAL,MDB,PARDA,9,17,0.5294117647058824
1614,CE,2018,DEPUTADO ESTADUAL,PSD,BRANCA,6,6,1.0
1615,CE,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,BRANCA,2,3,0.6666666666666666
1616,CE,2018,DEPUTADO ESTADUAL,SOLIDARIEDADE,PARDA,1,3,0.3333333333333333
1617,CE,2018,DEPUTADO ESTADUAL,PV,BRANCA,6,15,0.4
1618,CE,2018,DEPUTADO ESTADUAL,PV,PARDA,9,15,0.6
1619,CE,2018,DEPUTADO ESTADUAL,PP,BRANCA,4,8,0.5
1620,CE,2018,DEPUTADO ESTADUAL,PP,PARDA,4,8,0.5
1621,CE,2018,DEPUTADO ESTADUAL,REDE,BRANCA,1,6,0.16666666666666666
1622,CE,2018,DEPUTADO ESTADUAL,REDE,PRETA,1,6,0.16666666666666666
1623,CE,2018,DEPUTADO ESTADUAL,REDE,PARDA,4,6,0.6666666666666666
1624,CE,2018,DEPUTADO ESTADUAL,PSTU,BRANCA,3,5,0.6
1625,CE,2018,DEPUTADO ESTADUAL,PSTU,PRETA,2,5,0.4
1626,CE,2018,DEPUTADO ESTADUAL,PTB,BRANCA,3,3,1.0
1627,CE,2018,DEPUTADO ESTADUAL,PSC,BRANCA,2,2,1.0
1628,CE,2018,DEPUTADO ESTADUAL,PRP,PARDA,2,2,1.0
1629,CE,2018,DEPUTADO ESTADUAL,PCO,BRANCA,1,1,1.0
1630,CE,2018,DEPUTADO FEDERAL,PRTB,BRANCA,1,5,0.2
1631,CE,2018,DEPUTADO FEDERAL,PRTB,PARDA,4,5,0.8
1632,CE,2018,DEPUTADO FEDERAL,PSOL,BRANCA,13,25,0.52
1633,CE,2018,DEPUTADO FEDERAL,PSOL,PRETA,1,25,0.04
1634,CE,2018,DEPUTADO FEDERAL,PSOL,PARDA,10,25,0.4
1635,CE,2018,DEPUTADO FEDERAL,PSOL,INDÍGENA,1,25,0.04
1636,CE,2018,DEPUTADO FEDERAL,PT,BRANCA,4,12,0.3333333333333333
1637,CE,2018,DEPUTADO FEDERAL,PT,PRETA,2,12,0.16666666666666666
1638,CE,2018,DEPUTADO FEDERAL,PT,PARDA,5,12,0.4166666666666667
1639,CE,2018,DEPUTADO FEDERAL,PT,AMARELA,1,12,0.08333333333333333
1640,CE,2018,DEPUTADO FEDERAL,PSL,BRANCA,13,26,0.5
1641,CE,2018,DEPUTADO FEDERAL,PSL,PRETA,3,26,0.11538461538461539
1642,CE,2018,DEPUTADO FEDERAL,PSL,PARDA,10,26,0.38461538461538464
1643,CE,2018,DEPUTADO FEDERAL,NOVO,BRANCA,3,6,0.5
1644,CE,2018,DEPUTADO FEDERAL,NOVO,PARDA,3,6,0.5
1645,CE,2018,DEPUTADO FEDERAL,PSD,BRANCA,1,5,0.2
1646,CE,2018,DEPUTADO FEDERAL,PSD,PARDA,4,5,0.8
1647,CE,2018,DEPUTADO FEDERAL,PROS,BRANCA,15,30,0.5
1648,CE,2018,DEPUTADO FEDERAL,PROS,PRETA,1,30,0.03333333333333333
1649,CE,2018,DEPUTADO FEDERAL,PROS,PARDA,14,30,0.4666666666666667
1650,CE,2018,DEPUTADO FEDERAL,AVANTE,BRANCA,1,6,0.16666666666666666
1651,CE,2018,DEPUTADO FEDERAL,AVANTE,PARDA,4,6,0.6666666666666666
1652,CE,2018,DEPUTADO FEDERAL,AVANTE,AMARELA,1,6,0.16666666666666666
